bobble,बकबक
लड़ाई,झगडा
फाड़,फाल्ने
पढ़ना,पढ्दै
उड़ा,हावा
पैसा खाया,पैसा खायो
हो सकता,हुन सक्छ
सौ-सौ,एक सय
गेंद,बल
विकेट कीपर,विकेट किपर
लड़के,केटाहरू
साले ोई,सासु
कृषि,कृषि
एकदम पूरा,एकदम पूरा
ख़ुशी,खुशी
ज़हीर,जहीर
बैटिंग,बसिरहेको
CSK,CSK
chennai super kings,चेन्नै सुपर राजाहरू
vaat lagli,बोल्ने भावना
mumbai indians,mumbai indians
amchi mumbai,अम्ची मुम्बाई
mumbai indian,मुम्बई भारतीय
mumbi indians,mumbai indians
102 Not Out,१०२ आउट छैन
rajasthan roayal,राजस्थान रोयल
rajasthan royal,राजस्थान शाही
jayanti,जुबली
gamaxigo,पूर्ण
rishi kapoor,Kapoorषि कपूर
102 notout,१०२ छैन
buddha,बुद्ध
Amitabh bacchan,अमिताभ बच्चन
Sony,सोनी
old age,बुढ्यौली
old age home,वृद्धाश्रम
baap beta,बुबा छोरा
upcoming movie,आगामी चलचित्र
IPL 2018,आईपीएल २०१।
DD,DD
SRH,एसआरएच
RR,RR
KXIP,KXIP
RCB,RCB
Indian premier league,भारतीय प्रिमियर लिग
vivo IPL,भिभो आईपीएल
Delhi daredevils,दिल्ली डेयरडेविल्स
Rajasthan royals,राजस्थान रोयलहरू
trending,ट्रेंडिंग
thanos,मृत्यु
Infinity War,अनन्त युद्ध
heros,हेरोस
super heros,सुपर हेरोस
mother's day,आमाको दिन
mothers day,आमाहरु दिन
darubaaz,बारोक
Late night,अबेर राती
Afterwork,काम पछि
hangover,ह्या hang्गओभर
theka,अनुबन्ध
bira,bira
amazed,चकित
mother day,मातृ दिन
mother’s day,आमाको दिन
ramzaan,रमजान
namaj,प्रार्थना
jhukham,चोट
zukham,zukham
maybe,हुनसक्छ
bool,फूल
emoji,इमोजी
jukham,चिसो
dance pose,नृत्य पोज
dance style,नृत्य शैली
all best,सबै राम्रो
best of luck,शुभ कामना
?,?
kese ho tum,तिमीलाई कस्तो छ?
kese,झोला
channai,दूध
watson,वाटसन
rajani,Rajani
rajanikant,रजनीकांत
thaliva,थालिवा
south,दक्षिण
super star,सुपर स्टार
Kaala Trailer,काला ट्रेलर
Kaala Songs,समय गीतहरू
Rajinikanth,रजनीकांत
Kaala song,समय गीत
Kala song,काला गीत
huma,उनीहरु छन्
qureshi,कुर्रेशी
illa,बिरामी
dhaasu,खराब
tollywood,टॉलिवुड
tamil cinema,तामिल सिनेमा
shivaji,शिवाजी
savior,उद्धारकर्ता
showtime,शोटाईम
no smoking,धुम्रपान निषेध
cigarettes,चुरोट
smok,ड्रागन
world no tobacco day,विश्व कुनै तम्बाकू दिन छैन
angedment,क्रोधित
maaji,maaji
mwah,mwah
muahh,मेह
huge me,मलाई ठूलो
hey baby,ए मैया
ram ram,भेडा भेडा
abe yaar,अबे हु
flying kiss,उडान चुम्बन
race 3,दौड।
SKF,SKF
ramjaan,रमजान
ramaza,गर्न ramazini
ramajaan,रमजान
father's day,बुबाको मुख हेर्ने दिन
best papa,सबै भन्दा राम्रो पापा
bas kar,मात्र गर्नुहोस्
143,१33
jigari,कलेजो
phone karo,कोही फोनमा
ringtone,रिंगटोन
wahan,त्यहाँ
phone utha,फोनलाई र Rang्ग गर्नुहोस्
kutte,कट
good ninght,शुभ रात्री
so jao,सुत्न जानुहोस्
ratri,रात्री
aaraam,छैटौं
fifa 2018,फिफा २०१ 2018
winer,विजेता
dhanyavad,धन्यबाद
chaiy,छ
chaee,पीछा
abhinandaan,अभिवादन
bara ahey,हे अरे
Dhanyavaad,धन्यबाद
maala maaf kara,मोती क्षमा गर्नुहोस्
nako,म
Nirop Gheto,निरोप घेतो
Tumhi Namaskaar,तुम्ही नमस्कार
thambaa,थाम्बा
tumhala bhetun aanand zhaala,तपाईंले हार मान्नु पर्छ
Swaagat,स्वागतम्
kasey,कासे
aahat,आहत
Abhinandan,अभिवादन
Bari ahey,एक्वीटेड
namaskaar,नमस्कार
bhetun,भेन्टुन
kasey aahat?,kasey aahat?
kesey,kesey
kesa,टाढा जानुहोस्
nahi be,nahi हुन
badhayi,बधाई छ
Dhanyawa,धन्यबाद
haan be,हान हुन
haa,हो
kaa,का
congrarulations,बधाई छ
bas karo,बस यो गर्नुहोस्
yehh,यो
janmdin,जन्मदिन
b'day,b'day
celibreate,मनाउनुहोस्
baday,धेरै
your name,तिम्रो नाम
wrist,नाडी
you name,तपाईको नाम
vichar,विचार
france,फ्रान्स
qoute,उद्धरण
kawad,तार
daak,कल गर्नुहोस्
daak kawad,डाक तार
bholenath,भोलेनाथ
shivji,शिवजी
कुर्ती,कुर्ती
Happy Independence Day,खुसी स्वतन्त्रता दिवस
swatantrata diwas,स्वातंत्रता दिवा
Independence day,स्वतन्त्रता दिन
15th Aug,१th अगस्ट
15 Aug,१ Aug अगस्ट
tri color,ट्राई रंग
Bharat,भरत
Dash,ड्यास
Swatantrata Divas,स्वतन्त्रता दिन
azad,अजाद
dry day,सुख्खा दिन
hindistaan,भारत छ
shubh prabhat,शुभ प्रभात
hallo,नमस्कार
atal bihari vajpayee,अटल बिहारी वाजपेयी
atal,सेक्सन
BJP,बीजेपी
atal bihari vajpayi,अटल बिहारी वाजपेयी
RIP,RIP
Eid al-Adha,हानि भोज
bahiya,bahiya
rakhadi,खैरो
teacher's day,शिक्षक दिवस
pubg,pubg
ganesh chaturthi,गणेश चतुर्थी
deva shree ganesha,देवता श्री गणेश
gn,gn
PM,बेलुकी
prime minister,प्रधानमन्त्री
batle,उसलाई कुट्नु
good afternoon,शुभ दिउँसो
dopahar,दिउँसो
good evening,शुभ सन्ध्या
shaam,बेलुका
bajarangbali,बजरंगबली
sai,फेरी
sai baba,साई बाबा
shirdi,शिर्डी
shayari,शायरी
mata pita,टेप को आँखा
musibat,विपत्ति
waqt,जबकि
samay,समय
qismat,भाग्य
mehanat,कडा परिश्रम
Congress2019,कांग्रेस २०१9
SayNoToBJP,SayNoToBJP
Election2019,चुनाव २०१9
Congress,कांग्रेस
BJPforIndia,BJPforIndia
BJP2019,BJP2019
bappu,Bop
bappuji,बोपिंगको समयमा
rashtriyapita,राष्ट्रीय बुबा
2october,२ अक्टुबर
chhutti,छुट्टी
mahatmagandhi,महात्मा गान्धी
2.0,२.०
rajinikant,Rajinikanth
LBSMF,LBSMF
Lal Bahadur Shastri,लाल बहादुर शास्त्री
LBS,LBS
2 October,२ अक्टुबर
navaratri,नवरात्रि
shubhnavratri,शुभ रात्री
jaimatadi,जयमाताडी
bhakti,भक्ति
devimaa,देवी
varat,सक्छ
aashirvaad,आशिष्
ramleela,रामलीला
jaishreeram,जयश्रीराम
lankeshwar,लंकेश्वर
bhott,भट्ट
jaada,जाडा
fevar,Favre
fullmoon,पुर्णिमा
laxmi,लक्ष्मी
bhaidooj,भाई
dooj,डुज
bhai dooj,भाई Dooj
childrenday,चाइल्डरेन्डे
baal diwas,बाल दिवा
baaldiewas,bualdiewas
baaldiwas,बाल्ड ईगल
chhathpuja,छठूजा
gurunanak,Gurunanak
