bobble,ബോബിൾ
mungfali khaunga,നിലക്കടല കഴിക്കും
gazzak,gazzak
dancing near fire,തീയുടെ സമീപം നൃത്തം ചെയ്യുന്നു
dancing on fire,തീയിൽ നൃത്തം ചെയ്യുന്നു
patang udaye,ഫ്ലൈറ്റ് കൈറ്റ്സ്
patang udane chale,നമുക്ക് കൈറ്റ്സ് പറക്കാം
patang uda lu yaar,ആരാണ് പതാങ് സ്റ്റൈൽ ലു
patang udana hai,കൈറ്റ് ഫ്ലൈയിംഗ്
patang uda rahe hai,പറക്കുന്ന കൈറ്റ്സ്
patang uda lu,നിങ്ങൾക്ക് എങ്ങനെ?
happy makarsankranti,ഹാപ്പി കാപ്രിക്കോൺ
chat pe patang uda raha hu,മേൽക്കൂരയിൽ പറക്കുന്ന കൈറ്റ്സ്
flying kite,പറക്കുന്ന കൈറ്റ്
karenge border ki suraksha,അതിർത്തി സംരക്ഷിക്കും
suraksha,സുരക്ഷ
haapy republic day,റിപ്പബ്ലിക് ദിനാശംസകൾ
hum badlenge desh,ഞങ്ങൾ രാജ്യം മാറ്റും
hara bhara,പച്ച
neta ji subhas chandra bose,നെറ്റ് ജി സുഭാഷ് ചന്ദ്രബോസ്
chandrasekhar aajaad,ചന്ദ്രശേഖർ ആസാദ്
amar rahe,എന്റെ വഴിയിൽ
subhas chandra bose,സുഭാസ് ചന്ദ്രബോസ്
raj guru,രാജ് ഗുരു
chandrasekhar ajaad,ചന്ദ്രശേഖർ അജാദ്
desh ke rakshakon ko salaam,രാജ്യത്തിന്റെ പ്രതിരോധക്കാർക്ക് സല്യൂട്ട്
salaam india,സലാം ഇന്ത്യ
26th jauarry,26 ജനുവരി
karenge nari ka samman,സ്ത്രീയെ ബഹുമാനിക്കും
respect women,സ്ത്രീകളെ ബഹുമാനിക്കുക
swachh bharat,സ്വച്ഛ് ഭാരത്
badenge unchaiyon ki or,ഉയരങ്ങളിലേക്ക് ഉയരും
unchaiyaaan,ഉന്ചൈയന
selfie at india gate,ഇന്ത്യ ഗേറ്റിൽ സെൽഫി
india gate night,ഇന്ത്യ ഗേറ്റ് രാത്രി
india gate wali selfie,ഇന്ത്യ ഗേറ്റ് വാലി സെൽഫി
happy vasant panchami,ഹാപ്പി സ്പ്രിംഗ് പഞ്ചമി
Jhanda uncha rahe hamara,ഞങ്ങളുടെ പതാക ഉയർന്നതാണ്
india gate ki or,ഇന്ത്യ ഗേറ്റ് കി അല്ലെങ്കിൽ
I am padman,ഞാൻ പാഡ്മാൻ ആണ്
happy valentines day,ഹാപ്പി വാലന്റൈൻസ് ഡേ
bouquet for you,നിങ്ങൾക്ക് പൂച്ചെണ്ട്
baloon for you,നിങ്ങൾക്കായി ബലൂൺ
chocolate for my sweetie,എന്റെ സ്വീറ്റിക്ക് ചോക്ലേറ്റ്
dil mera diwana,എന്റെ ഹൃദയം ഭ്രാന്താണ്
will you be my valentine,നീ എന്റെ വാലന്റൈൻ ആകുമോ?
I will make you happy,ഞാൻ താങ്കളെ സന്തോഷവാനാക്കും
this is for you,ഇത് നിനക്ക് വേണ്ടിയാണ്
heart for you,നിങ്ങൾക്ക് ഹൃദയം
my heart for you,എന്റെ ഹൃദയം നിങ്ങൾക്ക്
happy promise day,സന്തോഷകരമായ വാഗ്ദാന ദിനം
Rose for you,നിങ്ങൾക്കായി റോസ്
Om namah shivay,ഓം നമ ശിവായ
happy sivratri,സന്തോഷകരമായ ശിവരാത്രി
Get well soon,വേഗം സുഖം ആകട്ടെ
Happy Anniversary,വാർഷിക ആശംസകൾ
Uchee hai building,ഉച്ചിഹ ഹായ് കെട്ടിടം
mehbooba,മെഹ്ബൂബ
devsena,ദേവ്സേന
aarambh hoga andha yudh,ഇരുണ്ട യുദ്ധം ആരംഭിക്കും
padmaavat,പദ്മാവത്
I will always love you,ഞാൻ എപ്പോഴും നിന്നെ സ്നേഹിക്കും
Hopeless romantic,ആശയറ്റ അനുരാഗം
Love you foreever,നിന്നെ എന്നും സ്നേഹിക്കുന്നു
holi dance,ഹോളി ഡാൻസ്
celebrating holi,ഹോളി ആഘോഷിക്കുന്നു
lets play holi,ഹോളി കളിക്കാൻ അനുവദിക്കുന്നു
holi ka gana bajao,ഹോളി ഗാനം പ്ലേ ചെയ്യുക
holi ke gane pe dance,ഹോളി ഗാനങ്ങളിൽ നൃത്തം ചെയ്യുക
dancing on holi song,ഹോളി ഗാനത്തിൽ നൃത്തം ചെയ്യുന്നു
celebrating holi song,ഹോളി ഗാനം ആഘോഷിക്കുന്നു
bhaang aur gujia,കഞ്ചാവും ഗുജിയയും
bhaang khaoge,തകർക്കും
gujia khaoge,ഗുജിയ കഴിക്കും
colorfull holi,വർണ്ണാഭമായ ഹോളി
holi mubarak,ഹവല്ലി മുബാറക്
dancing in holi,ഹോളിയിൽ നൃത്തം ചെയ്യുന്നു
music in holi,ഹോളിയിലെ സംഗീതം
gujiya khaoge,നിങ്ങൾ ഗുജിയ കഴിക്കും
lets celebrate holi,ഹോളി ആഘോഷിക്കാൻ അനുവദിക്കുന്നു
Happy Womens day,വനിതാ ദിനാശംസകൾ
womens day,വനിതാദിനം
nari divas,സ്ത്രീദിനം
nari diwas,നാരി ദിവാസ്
we can do it,ഞങ്ങൾക്ക് അത് ചെയ്യാൻ കഴിയും
Nav Varsh Ki subhkamna,പുതുവത്സരാശംസകൾ
Nav Varsha,നവവർഷ
Nav Varsha ki subhkamna,പുതുവത്സരാശംസകൾ
Shervani,ഷെർവാനി
Shervani done,ഷെർവാനി ചെയ്തു
kaisi hai ye shervani,എങ്ങനെയുണ്ട് ഈ ഷെർവാനി
lehenga done,ലെഹെങ്ക ചെയ്തു
got engaged,വിവാഹം നിശ്ചയിച്ചു
ghodi,മെയർ
baraat,ബരാത്ത്
baraati,ഘോഷയാത്ര
dulhaniya le jaenge,മണവാട്ടിയെ എടുക്കും
mere yaar ki shaadi,എന്റെ സുഹൃത്തിന്റെ കല്യാണം
jai mata d,ജയ് മാതാ
subh vivah,സന്തോഷകരമായ ദാമ്പത്യം
mehandi,മെഹന്തി
mehandi ceremony,മെഹന്ദി ചടങ്ങ്
photoshoot,ഫോട്ടോ ഷൂട്ട്
poses,പോസ് ചെയ്യുന്നു
enagement,ഇടപഴകൽ
tattooed,പച്ചകുത്തി
mahavir jayanti,മഹാവീർ ജയന്തി
paytm,paotm
good friday,ദുഃഖവെള്ളി
goodfriday,ദുഃഖവെള്ളി
Dhoni Helicopter shot,ധോണി ഹെലികോപ്റ്റർ ഷോട്ട്
gauti,നേടാൻ
gautam gambhir,ഗ ut തം ഗംഭീർ
nice shot,മനോഹരമായ ചിത്രം
williamson,വില്യംസൺ
sunrises hyderabad,ഹൈദരാബാദ്
dinesh,ദിനേശ്
kartik,കാർത്തിക്
super shot,സൂപ്പർ ഷോട്ട്
Jinxed,ജിൻ‌സെഡ്
whats the score,സ്കോർ എത്രയായി
match was fixed,പൊരുത്തം പരിഹരിച്ചു
got the tickets,ടിക്കറ്റുകൾ ലഭിച്ചു
team will wins,ടീം വിജയിക്കും
trophy is ours,ട്രോഫി നമ്മുടേതാണ്
best match ever,എക്കാലത്തെയും മികച്ച മത്സരം
all set for the match,എല്ലാം മത്സരത്തിനായി സജ്ജമാക്കി
well played boys,നന്നായി കളിച്ച ആൺകുട്ടികൾ
fingers crossed,വിരലുകൾ മറികടന്നു
jabardast batting,അതിശയകരമായ ബാറ്റിംഗ്
vaisakhi,വൈശാഖി
happy vaisakhi,സന്തോഷകരമായ വൈശാഖി
celebrating vaisakhi,വൈശാഖി ആഘോഷിക്കുന്നു
bacardi,ബക്കാർഡി
sir dard,സർ ഡാർഡ്
ramadan mubarak,റമദാൻ മുബാറക്
I am Dhoni,ഞാൻ ധോണിയാണ്
talk to my hand,എന്റെ കരത്തോട് സംസാരിക്കുക
tu toh gaya,ടു തോ ഗയ
pyar kiya to darna kya,ഞാൻ സ്നേഹിക്കുന്നുവെങ്കിൽ എന്ത് ഭയപ്പെടണം
tere baap ne jail bhej diya,നിങ്ങളുടെ പിതാവ് നിങ്ങളെ ജയിലിലേക്ക് അയച്ചു
mithun da style,മിഥുൻ ഡാ സ്റ്റൈൽ
disco dance,ഡിസ്കോ ഡാൻസ്
mere haath bandhe hue hai,എന്റെ കൈകൾ കെട്ടിയിരിക്കുന്നു
hold my hand,എന്റെ കൈ പിടിക്കുക
mere babu ke liye,എന്റെ ബാബുവിന്
ek padegi,വീഴും
kyu peeche pada hai,Q പാഡിന് പിന്നിലുണ്ട്
JNMD,ജെഎൻഎംഡി
jindagi na milegi dubara,ജീവിതം വീണ്ടും ലഭിക്കില്ല
hum dil de chuke sanam,ഹം ദിൽ ഡി ചുക്ക് സനം
selfie bhejo,സെൽഫി അയയ്ക്കുക
chennai super king,ചെന്നൈ സൂപ്പർ കിംഗ്
Tumhare dil me hu,നിങ്ങളുടെ ഹൃദയത്തിൽ
very funny,വളരെ തമാശയുള്ള
loughing,ചിരിക്കുന്നു
Tumhare Dil me Hu!,നിങ്ങളുടെ ഹൃദയത്തിൽ!
Dil Diwana,ദിൽ ഭ്രാന്തൻ
sad emoji,ഇപ്പോൾ ഇമോജി
happy environment day,സന്തോഷകരമായ പരിസ്ഥിതി ദിനം
yoga day,യോഗ ദിവസം
roj yoga karo,ദിവസവും യോഗ ചെയ്യുക
fit raho,ആരോഗ്യത്തോടെയിരിക്കുക
yoga karne ja raha hu,യോഗ ചെയ്യാൻ പോകുന്നു
so raha hu,ഞാൻ ഉറങ്ങുകയാണ്
nind aa rahi hai,ഉറക്കം തോന്നുന്നു
sone de please,സോൺ ഡി പ്ലീസ്
ho gaya,ചെയ്‌തു
heart love,ഹൃദയസ്നേഹം
love ho gaya,പ്രണയത്തിലായി
Ulti,അൾട്ടി
vomit,ഛർദ്ദി
tare,ഹാർഡ്
eid kab hai,ഈദ് കാബ് ആണ്
fifa world cup,ഫിഫ ലോകകപ്പ്
iternational yoga day,അന്താരാഷ്ട്ര യോഗ ദിനം
fifa worldcup,ഫിഫ വേൾഡ് കപ്പ്
neymar,നെയ്മർ
go neymar,നെയ്മർ പോകുക
pogba,പോബ്ഗ'യെയാണ്
football player,കാൽ പന്ത് കളിക്കാരാൻ
cofee piyega,കോഫി കുടിക്കും
lets have a cofee,നമുക്ക് ഒരു കോഫി കഴിക്കാം
lets have a coffee,ഒരു കോഫി കഴിക്കാം
chay pi lo,പി ലോ ആഗ്രഹിക്കുന്നു
hello friends,ഹലോ സുഹൃത്തുക്കളെ
Chai P lo,ചായ് പി ലോ
chai pi lo,ചായ് പൈ ലോ
have a great day,ശുഭദിനാശംസകൾ
jai bhole,ജയ് ഭോലെ
har ha mahadev,ഹരാ മഹാദേവ്
jai shivshankar,ജയ് ശിവശങ്കർ
bhola baba ki jai,ഭോള ഡാഡി പോകൂ
aaj somvar hai,ഇന്ന് തിങ്കളാഴ്ചയാണ്
loed shiva,ലോയ്ഡ് ശിവ
shivshankar,ശിവശങ്കർ
har har mahadev,ഹാർ ഹാർ മഹാദേവ്
lord shiva,പ്രഭു ശിവ
maaf kar do,ക്ഷമിക്കണം
baitha hu,ഞാൻ ഇരിക്കുന്നു
yahi hu,അത്രമാത്രം
subh ratri,ഗുഡ് നൈറ്റ്
kismat badhiya rahe,ഗുഡ് ലക്ക്
maaf karda,ക്ഷമിക്കണം കാർഡ്
phir milenge,യാ കാണുക
or sunaba,അല്ലെങ്കിൽ സുനബ
sunaba,സാൻ‌ഡ്‌ബോക്സ്
kaa haal ba,നിങ്ങളെ മിസ് ചെയ്യുന്നു
chay pilao,ചായ കുടിക്കുക
hare krishna,മുയൽ കൃഷ്ണ
subhprabhat,സുപ്രഭാതം
Subh Raathri,ഗുഡ് നൈറ്റ്
Anandi Rahaa,ആനന്ദി റാഹ
jai ganesha,ഗണേഷ് എന്തായാലും
Aur Suna,കേട്ടു
Chal Chay Pila,ചായ ഉണ്ടാക്കിയ ചായ
kaha ho bhai,നീ എവിടെയാണ് സഹോദരാ
aa raha hu,ഇത് ഞാനാണ്
its raining,ഇപ്പോൾ മഴയാണ്
baris,വരി
fixing bug,ബഗ് പരിഹരിക്കുന്നു
creating app,അപ്ലിക്കേഷൻ സൃഷ്‌ടിക്കുന്നു
shadi kab hogi,എപ്പോഴാണ് നിങ്ങൾ വിവാഹം കഴിക്കുക?
salary aa gayi,ശമ്പളം എത്തി
shoping,ഷോപ്പിംഗ്
at mall,മാളിൽ
shardi,അവസ്ഥ
skipping,ഒഴിവാക്കുന്നു
don't care,കാര്യമാക്കേണ്ടതില്ല
stand,നിൽക്കുക
shaan,ഷാൻ
off-beat,ഓഫ്-ബീറ്റ്
unconventional,പാരമ്പര്യേതര
rigorous,കർശനമായ
dola,ഡോളർ
stereotypes,സ്റ്റീരിയോടൈപ്പുകൾ
farak,ഫറാക്
utho,എഴുന്നേൽക്കുക
girl boss,പെൺകുട്ടി ബോസ്
activity,പ്രവർത്തനം
core,കോർ
activewear,സജീവ വസ്ത്രങ്ങൾ
get going,മുന്നോട്ടുപോകുന്നു
crossfit,ക്രോസ് ഫിറ്റ്
strech,വലിച്ചുനീട്ടുക
warmup,ചൂടാക്കുക
monkey bar,മങ്കി ബാർ
rugged,പരുക്കൻ
girls who lift,ഉയർത്തുന്ന പെൺകുട്ടികൾ
shatter,തകർക്കുക
gains,നേട്ടങ്ങൾ
fitlife,ഫിറ്റ് ലൈഫ്
climb,കയറുക
welness,സ്വാഗതം
beachbody,ബീച്ച് ബോഡി
ripped,പിളർന്നു
uddo,വുഡ്
get strong,ശക്തരാകുക
flex,ഫ്ലെക്സ്
hell yeah,നരകം അതെ
speak up,സംസാരിക്കു
trainer,പരിശീലകൻ
trainhard,നന്നായി പരിശീലനം ചെയ്യൂ
fitness goals,ഫിറ്റ്നസ് ലക്ഷ്യങ്ങൾ
knockout,നോക്ക് ഔട്ട്
wellness,ക്ഷേമം
chin up,താടി മുകളിലേക്ക്
mma,എന്ത്
Proud To be an indian,ഒരു ഇന്ത്യക്കാരനായി അഭിമാനിക്കുന്നു
