bobble,ബോബിൾ
sharelocation,സ്ഥാനം പങ്കിടുക
shareyourloaction,shareyourloaction
located,സ്ഥിതിചെയ്യുന്നു
sendlocation,അയയ്‌ക്കൽ സ്ഥാനം
karni,കർണി
bharni,സ്റ്റഫിംഗ്
asyousow,asyousow
soshallyoureap,സോഷ്യൽലൂപ്പ്
sow,വിതയ്ക്കുക
reap,കൊയ്യും
jaisikarni,അസമമായ
waisibharni,സമാനമാണ്
keepitclean,keepitclean
earth,ഭൂമി
aforestation,മുകളിൽ പറഞ്ഞവ
swachhbharat,ക്ലീൻ ഇന്ത്യ
plant,പ്ലാന്റ്
plants,സസ്യങ്ങൾ
trees,മരങ്ങൾ
plantttrees,പ്ലാന്റ് ട്രീസ്
kitten,പൂച്ചക്കുട്ടി
awwie,awwie
kitty,കിറ്റി
awwww,awwww
aw,ഒപ്പം
virgin,കന്യക
beerday,ബെഎര്ദയ്
singler,സിംഗിൾ
readytomingle,റെഡിടോമിംഗിൾ
mingle,കൂടിച്ചേരുക
sallu,സല്ലു
sallubhai,സല്ലുഭായ്
idol,വിഗ്രഹം
loveofmylife,ജീവിതത്തോടുള്ള സ്നേഹം
pizzalove,പിസ്സലോവ്
loveforpizza,loveforpizza
Valentine'sDay,വാലന്റൈൻസ് ഡേ
14thFeb,14-ാമത് ഫെബ്
valentines,വാലന്റൈൻസ്
happyvalentinesday,സന്തോഷകരമായ വാലന്റൈൻസ്ഡേ
billi,അതേസമയം
pussycat,പുസ്സിക്യാറ്റ്
hugday,ആലിംഗനം
dating,ഡേറ്റിംഗ്
internet,ഇന്റർനെറ്റ്
net,നെറ്റ്
www,www
datetheinternet,datetheinternet
allthesingleladies,allthesingleladies
singlegirl,സിംഗിൾ ഗേൾ
singleladies,സിംഗിൾ‌ലഡീസ്
beingsingle,ജീവിംഗിൾ
whatanidea,whatanidea
sirji,സിർജി
walkandtalk,walkandtalk
savepaper,സേവ് പേപ്പർ
usemobile,usemobile
savetrees,savetrees
noullubanaoing,noullubanaoing
noidea,നോയിഡിയ
getidea,getidea
inn,സത്രം
rocks,പാറകൾ
innrocks,innrocks
honeybuuny,തേൻ‌ബൂണി
musy,മ്യൂസി
corny,കോർണി
youaemyhoneybunny,youaemyhoneybunny
forthepeople,ജനങ്ങൾക്ക് വേണ്ടി
bythepeople,ജനങ്ങളാൽ
canchangeyourlife,canchangeyourlife
3g,acc
3gpebiji,3 ഗോസിപ്പ്
3Gpebusy,3Gpebusy
biji,വിത്തുകൾ
tinderlicious,tinderlicious
tinderliciousdude,tinderliciousdude
meetup,കണ്ടുമുട്ടൽ
letsmeetup,letsmeetup
swipe,സ്വൈപ്പ്
swiperight,സ്വൈപ്പർ‌സൈറ്റ്
swiperightmaterial,swiperightmaterial
swiperightguy,swiperightguy
looking,നോക്കുന്നു
superlike,സൂപ്പർ ലൈക്ക്
lyk,ദൈവം
dislike,അനിഷ്ടം
dislikes,അനിഷ്‌ടങ്ങൾ
dislyk,dislyk
swiperightgirl,swiperightgirl
lookingforthat,നോക്കുന്നു
maginifyingglass,മാഗ്‌നിഫൈയിംഗ് ഗ്ലാസ്
leftswipe,ഇടത് സ്വൈപ്പ്
leftswipematerial,leftswipematerial
swipeleftguy,swipeleftguy
swipeleft,സ്വൈപ്പ്ലെഫ്റ്റ്
swipeleftgirl,swipeleftgirl
happybeerday,ഹാപ്പിബീർഡേ
lovebeer,ലവ്ബീർ
beerlove,ബിയർ‌ലോവ്
khatam,റിംഗ്
finished,പൂർത്തിയായി
jackpot,ജാക്ക്പോട്ട്
beercrate,beercrate
beertray,ബെർ‌ട്രേ
jackpotlaggayi,jackpotlaggayi
talli,സ്ഥിരമായ
sloshed,മന്ദഗതിയിലായി
passedout,കഴിഞ്ഞു
givememore,givememore
morebeer,മൊരെബെഎര്
drinkkaking,ദ്രിന്ക്കകിന്ഗ്
cheersman,ചിയർമാൻ
beerbath,ബിയർബത്ത്
bathtub,ബാത്ത് ടബ്
scrub,സ്‌ക്രബ്
alcoholichu,മദ്യപാനം
alcoholic,മദ്യപാനം
alcoholaddict,മദ്യപാനം
addict,അടിമ
mainalcoholichu,ധാതു മദ്യം
tallihua,ടാലിഹുവ
bhaand,ബഫൂൺ
bhand,ബഫൂൺ
giftkahahai,സമ്മാനം എവിടെയാണ്
waitforit,കാത്തിരിപ്പ്
stahp,stahp
stopit,നിർത്തുക
stopitplease,stopitplease
momlovesmemore,momlovesmemore
loves,സ്നേഹിക്കുന്നു
lovesme,എന്നെ സ്നേഹിക്കുന്നു
lovesmemore,lovememore
loveyousis,loveyousis
behena,ബെഹെ
loveyousister,loveyousister
loveyoubro,loveyoubro
loveyoubrother,loveyoubrother
it'smine,അത് എന്റെയാണ്
merahai,വീണ്ടെടുക്കുക
iwantitnow,iwantitnow
wantitnow,wantitnow
secretgift,സീക്രട്ട്ജിഫ്റ്റ്
it'sasecret,അതു ഒരു രഹസ്യം ആണ്
heysister,ഹേസിസ്റ്റർ
heysista,ഹോൾഡിംഗ്
heybrother,ഏയ് സഹോദരൻ
heybroda,ഹെബ്രോഡ
remote,വിദൂര
giveittome,giveittome
givittomenow,givittomenow
dadlovesmemore,dadlovesmemore
stayawayfromme,stayawayfromme
stayaway,താമസിക്കുക
miranda,മിറാൻ‌ഡ
fest,ഫെസ്റ്റ്
entry,എൻട്രി
entrykarwade,എംത്രികര്വദ്
mirandafest,മിറാൻ‌ഡഫെസ്റ്റ്
winters,ശീതകാലം
sudama,സുഡാമ
sudamakichai,സുഡമാകി
theek,അത് ശരിയാണ്
theektheek,ടീ ലൈബ്രറി
bargain,വിലപേശൽ
price,വില
theekpricelagao,theekpricelagao
10rs,10rs
bargaining,വില പേശൽ
metrok10rslagtehai,metrok10rslagtehai
fare,കൂലി
pg,പേജ്
hostel,ഹോസ്റ്റൽ
pgwapis,pgwapis
nahiyaar,നഹിയാർ
pgwapisjanahai,pgwapisjanahai
ladiesnight,സ്ത്രീകളുടെ രാത്രി
girlsnight,പെൺകുട്ടി രാത്രി
nightout,രാത്രി സഞ്ചാരം
uncle,അമ്മാവൻ
tomuncle,ടോമുങ്കിൾ
maggie,മാഗി
tomunclekimaggie,tomunclekimaggie
maggiepoint,മാഗിപോയിന്റ്
aajkuchhtoofani,അസൂയ
tufani,കൊടുങ്കാറ്റ്
pepsi,പെപ്സി
toofanikartehai,ചുഴലിക്കാറ്റ്
classes,ക്ലാസുകൾ
classattend,classattend
chacha,ചാച്ച
chhole,ചോലെ
bhature,ഭാതുർ
chholebhature,ചോലെ ഭാതുർ
chachakchholebhature,chachakchholebhature
hudson,ഹഡ്‌സൺ
letsgo,നമുക്ക് പോകാം
letsgotohudson,letsgotohudson
workonit,വർക്ക്നോണിറ്റ്
timetoleave,ടൈംടോളീവ്
tareef,സ്തുതി
appreciate,അഭിനന്ദിക്കുക
appreciation,അഭിനന്ദനം
100%,100%
sau,അഥവാ
hundredpercent,നൂറു ശതമാനം
hundred,നൂറ്
onvacation,അവധിയിൽ
vacationing,അവധിക്കാലം
nowifi,വൈഫൈ ഇല്ല
brea,ബ്രിയ
lunchhour,ഉച്ചഭക്ഷണം
lunchtime,ഉച്ചഭക്ഷണ സമയം
discus,ഡിസ്കസ്
discussthis,discussthis
letsdiscuss,letsdiscuss
latetowork,latetowork
balancing,ബാലൻസിംഗ്
balancingact,ബാലൻസിംഗ് ആക്റ്റ്
beontime,കൃത്യസമയത്തെത്തുക
dontbelate,dontbelate
teamlead,ടീം ലീഡ്
alwaysright,എല്ലായ്പ്പോഴും ശരി
bossisalwaysright,ബോസിസൽ‌വേ റൈറ്റ്
5minutes,5 മിനിറ്റ്
minutes,മിനിറ്റ്
5minutesmore,5 മിനിറ്റ്
janti,അറിയുക
sabjantihu,ഉപനഗരം
Iknowitall,Iknowitall
sabzi,സാബ്സി
veggies,പച്ചക്കറികൾ
sabzilenechal,sabzilenechal
rishtedar,ആപേക്ഷികം
relative,ആപേക്ഷികം
baatkar,എഴുതിയത്
speak,സംസാരിക്കുക
pitai,ചോദിക്കുക
anede,സംശയിക്കുന്ന
papakoaanede,പപകൊഅഅനെദെ
makhathkakhana,മഹാത്ഖഖാന
kaha,പറഞ്ഞു
jharu,സ്വീപ്പ്
safaikarnede,തോട്ടിപ്പണി
mehman,അതിഥി
mehmaano,അതിഥികൾ
guest,അതിഥി
guests,അതിഥികൾ
mehmaanokliye,അതിഥികൾ
snowwhite,മഞ്ഞുപോലെ വെളുത്ത
foreveryoung,എല്ലായ്പ്പോഴും യുവത്വം
nevertooold,നെറ്റൂൾഡ്
youngatheart,യൊഉന്ഗഥെഅര്ത്
ihaveadream,എനിക്ക് ഒരു സ്വപ്നമുണ്ട്
rapunzel,റാപ്പുൻസൽ
pocahontas,പോക്കഹോണ്ടാസ്
path,പാത
rightpath,വലത് പാത
easiestpath,എളുപ്പമുള്ള പാത
merida,മെറിഡ
fate,വിധി
changemyfate,changemyfate
iwill,ഇവില്ല്
iwillchangemyfate,iwillchangemyfate
determination,ദൃ mination നിശ്ചയം
determined,നിർണ്ണയിക്കപ്പെടുന്നു
jasmine,മുല്ലപ്പൂ
lookingforanewworld,തിരയുന്നു
newworld,പുതിയ ലോകം
elsa,elsa
letgo,letgo
letitgo,ഫ്ലൈയിംഗ്ഗോ
cinderella,സിൻഡ്രെല്ല
cindrella,സിൻഡ്രെല്ല
dreamisawish,ഡ്രീംസാവിഷ്
heartfeltwish,ഹൃദയംഗമമായ
belle,ബെല്ലെ
beautyandthebeast,സൗന്ദര്യവും വൈരൂപ്യവും
asdventurous,astventors
aurora,അറോറ
sleepingbeauty,ഉറങ്ങുന്ന സുന്ദരി
prince,രാജകുമാരൻ
waitingformyprince,വെയിറ്റിംഗ്ഫോർമിപ്രിൻസ്
ariel,ഏരിയൽ
littlemermaid,ചെറിയ മെർമെയ്ഡ്
little,അല്പം
worlds,ലോകങ്ങൾ
partofyourworld,partofyourworld
seaworld,കടൽ
chalraha,ചൽറഹ
kyachalraha,കെയ്‌ചലരാഹ
whatsgoinon,എന്താണ് സംഭവിക്കുന്നത്
aapsabkaswagat,സ്വാഗതം
swagathai,സ്വഗതയ്
toocool,toocool
iamtoocool,iamtoocool
toocooltochat,toocooltochat
ends,അവസാനിക്കുന്നു
chatends,ചാറ്റെൻഡുകൾ
rightnow,ഇപ്പോൾ
ourgroup,ഞങ്ങളുടെ ഗ്രൂപ്പ്
bestgroup,ബെസ്റ്റ്ഗ്രൂപ്പ്
kyuaddkiya,ചികിത്സ
ADD,ചേർക്കുക
adtogroup,adtogroup
viber,viber
merapost,മെറാപോസ്റ്റ്
besthai,ബാഗുകൾ
ladai,പോരാട്ടം
jhagda,കലഹം
jhagra,കലഹം
ladhai,ലഡായ്
ladaimatkaro,ലേഡിമാർക്കോട്ട്
pleasereply,ദയവായി മറുപടി അയക്കുക
koito,ഏത്
replytokaro,replytokaro
replykaro,മറുപടി
cya,ന്റെ
leavingnow,ഇപ്പോൾ പോകുന്നു
hogya,ആ
hogaya,ചെയ്‌തു
hogayatera,ഹൊഗൈതേര
abuse,ദുരുപയോഗം
slang,ഭാഷ
galigaloch,ദുരുപയോഗം
galimatdo,സാധ്യമാണ്
doggy,ഡോഗി
woof,woof
grandpop,മുത്തച്ഛൻ
granddad,മുത്തശ്ശി
grandpa,മുത്തച്ഛൻ
chahachu,ചഹാച്ചു
cha-cha-cha,ച-ച-ച-ച
cha-cha,ച-ച
bua,bua
dua,രണ്ട്
aunt,അമ്മായി
auntie,ആന്റി
blessing,അനുഗ്രഹം
blessings,അനുഗ്രഹങ്ങൾ
sahara,സഹാറ
sahaara,സഹാറ
isshtyle,ഇഷ്ടൈൽ
bhabikastyle,വെർച്വൽസ്റ്റൈലിൽ
sisso,അത്
didi,ഇളയ സഹോദരൻ
behenknakhre,behenknakhre
papakapaisa,പപ്പകപസ്സ
nani,എന്ത്
grandmom,മുത്തശ്ശി
grandma,അമ്മൂമ്മ
kahani,കഥ
kahaniya,കഥകൾ
storytelling,കഥപറച്ചിൽ
nanikikahaniya,നാനികികഹാനിയ
ma,എന്ത്
maakhathkakhana,മഖത്കഖാന
biyatch,ബയാച്ച്
misstemperamental,തെറ്റായ വ്യവസ്ഥ
temperament,സ്വഭാവം
temperamental,മനോഭാവം
shopaholic,ഷോപ്പഹോളിക്
shoptillyoudrop,shoptillyoudrop
shoppinginmyblood,ഷോപ്പിംഗ്മിബ്ലൂഡ്
selfieee,സെൽഫി
kissyface,ചുംബനമുഖം
missprincess,അക്ഷരത്തെറ്റ്
daddysprincess,daddysprincess
daddyslilgirl,daddyslilgirl
pinkalicious,പിങ്കാലിസിയസ്
fuschia,ഫ്യൂഷിയ
wewearpink,വെയർപിങ്ക്
hotpink,ഹോട്ട്പിങ്ക്
paranoia,ഭ്രാന്തൻ
obsessed,ഭ്രാന്തൻ
selfonsessed,സ്വയം ആത്മവിശ്വാസം
stopbeingobsessedwithme,stopbeingobsessedwithme
enthu,enthu
enthusiast,ഉത്സാഹിയായ
mybitches,mybitches
mygirls,എന്റെ പെൺകുട്ടികൾ
bitches,ബിറ്റുകൾ
lovemakeup,lovemakeup
lipstick,ലിപ്സ്റ്റിക്ക്
mascara,മസ്കറ
kohl,കോൾ
happening,സംഭവിക്കുന്നു
hotandhappening,ഹൊതംധപ്പെനിന്ഗ്
imhot,imhot
canthelp,കാന്തെൽപ്പ്
najukkali,നജുക്കലി
delicate,അതിലോലമായ
brokemynail,ബ്രൊകെമ്യ്നൈല്
nail,ആണി
hurt,വേദനിപ്പിച്ചു
atti,കാരം
bitchplease,ബിച്പ്ലീസ്
compliment,അഭിനന്ദനം
baesaysyouarecute,baesaysyouarecute
taufa,ചിരിക്കുക
noplansyet,നോക്ക്ഡ .ൺ
noplans,നോപ്ലാനുകൾ
partyawaits,പാർട്ടി‌വെയ്റ്റുകൾ
hny,hny
happynewyear,പുതുവത്സരാശംസകൾ
newyear,പുതുവർഷം
2016,2016
noresolution,noresolution
newme,ന്യൂമെ
bullshit,ബുൾഷിറ്റ്
newyearnewme,newyearnewme
whatplans,വാട്ട്‌പ്ലാനുകൾ
oyesun,നിങ്ങൾ കേൾക്കുന്നു
oyehappynewyear,oyehappynewyear
kidar,കിഡ്ഡർ
partykidarhai,പര്ത്യ്കിദര്ഹൈ
partykahahai,ലെയർ ആണ്
dangal,ദംഗൽ
thatkindofpower,thatkindofpower
hollyhunter,ഹോളിഹണ്ടർ
oldage,വാർദ്ധക്യം
alfred,ആൽഫ്രഡ്
alfredpennyworth,ആൽഫ്രഡ്പെന്നിവർത്ത്
jeremy,ജെറമി
irons,ഇരുമ്പുകൾ
mortal,മർത്യൻ
godvsman,godvsman
psychotic,സൈക്കോട്ടിക്
youarepsychotic,youarepsychotic
loislane,ലൊഇസ്ലനെ
amyadams,amyadams
staydown,താമസം
clarkkent,clarkkent
henrycavill,ഹെൻ‌റാകാവിൽ
withyou,നിങ്ങൾക്കൊപ്പം
ithought,ചിന്തിച്ചു
ithougtshewaswithyou,ithougtshewaswithyou
brucewayne,ബ്രൂസ്‌വേൻ
benaffleck,ബെനാഫ്ലെക്ക്
wonder,അത്ഭുതവും
dianaprince,ഡയാന രാജകുമാരൻ
galgadot,ഗാൽഗഡോട്ട്
metawomanlikeme,metawomanlikeme
bringingpeopletogether,ഒരുമിച്ച് കൊണ്ടുവരുന്നു
lexluthor,lexluthor
jesseeisenberg,ജെസ്സീസെൻബെർഗ്
isshewithyou,isshewithyou
slarkkent,ഗൾപ്സ്
doyoubleed,doyoubleed
noboss,നോബോസ്
narahegaboss,നാർഹെഗ്ബോസ്
nabajegibossuri,നബ്ജെഗിബസൂരി
bossuri,ബോസൂരി
bossgiri,ബോസ്ഗിരി
nahichalegi,നഹിചലെഗി
rishte,ബന്ധങ്ങൾ
rishtemeinboss,ബന്ധത്തിൽ
dkboss,dkboss
dkbose,dkbose
karaoke,കരോക്കെ
