bobble,குமிழ்
vratkithali,மந்தமான
gandhijayanti,காந்திஜயந்தி
2oct,2oct
ganshiji,ஈரமான மற்றும் வறண்ட காலம்
ganshi,எழுத்தர்
happydussehra,மகிழ்ச்சியான தசரா
ramnavmi,ராம் நவமி
dilwali,தில்வாலி
nocrackers,nocrackers
dilwaali,முட்கரண்டி
happydiwali,happydiwali
aachhoo,தீண்டத்தகாத
karwachauth,கார்வாச்சத்
pollution,மாசு
smog,புகைமூட்டம்
dhuaa,புகை
jada,ஜடா
jokermovie,ஜோக்கர் திரைப்படம்
quotes,மேற்கோள்கள்
chhathpooja,சத்தூஜா
jhukam,வில்
chhik,தும்மல்
sikh,சீக்கியர்
aajkavichaar,சமூக சிந்தனை
vichaar,விச்சார்
qoutes,qoutes
pradushan,மாசு
aajkavichar,aajkavichar
Ujdachaman,பாழடைந்த
bald,வழுக்கை
takla,குட்டிக்கரணம்
bala,எதுவுமில்லை
dabanng,தாங்குதல்
dabbang,dabbang
guruparv,குருபர்வா
nanaksaheb,நங்கசாகேப்
nanaknaam,நனைகினாம்
gurunanakjayanti,குருனங்கஜயந்தி
children’sday,குழந்தைகள் தினம்
nehruji,நேரு
nametattoo,பெயர் பச்சை
boytattoo,சிறுவன் பச்சை
marryme,என்னை மணந்து கொள்
briidle,briidle
navy,கடற்படை
HumanRights,மனித உரிமைகள்
insaaf,நீதி
adhikaar,சரி
thhand,thhand
adarak,இஞ்சி
mng,mng
shadi,திருமண
adhikar,உரிமை
nyaya,நீதி
nya,புதிய
samanata,சமத்துவம்
pyala,கப்
pratah,காலை
chaai,தேநீர்
WFH,WFH
oss,எங்களுக்கு
hali,நிலை
zikham,ஒட்டகங்கள்
3idiot,ஈத்
bacchcha,கன்று
hashi,பாலம்
majak,நகைச்சுவை
chill goa,சில் கோவா
forkyou,forkyou
faty,கொழுப்பு
bhukkad,பசி
feelinglow,மனச்சோர்வுடன் இருக்கிறேன்
yesorno,பிளாஸ்டர்
quetion,கேள்வி
patra,பத்ரா
kisan,இனம்
farmar,பண்ணை
srinivasa,ஸ்ரீனிவாச
ramanujan,ramanujan
merrychristmas,கிறிஸ்துமஸ் வாழ்த்துக்கள்
hohoho,ஹோஹோ
1st,1 வது சென்ட்
31st,31 வது
athome,வீட்டில்
peepawali,peepawali
rehpta,rehpta
rapata,ராபாட்டா
chaalan,விலைப்பட்டியல்
chalan,பையன்
2020,2020
gobind,gobind
aaachhoooo,வாருங்கள்
not well,சுகமாக இல்லை
kya h,என்ன
bol na,இருந்தது
bht kaam hai,பட் வேலை
mil kar,ஒன்றாக
mil,ஆயிரம்
muhaa,இலவச நேரம்
mhaa,இல்லை
you melt,நீங்கள் உருக
dil pighal gaya,இதயம் உருகியது
zindgi,வாழ்க்கை
love is life,அன்பே வாழ்க்கை
luv life,லவ் வாழ்க்கை
lots of kisses,நிறைய முத்தங்கள்
muwah,முவா
muuhha,muuhha
Dekh pagli,தேக் பக்லி
love joke,காதல் நகைச்சுவை
pyar ho jayega,காதலிப்பார்
make joke,கேலி செய்யுங்கள்
no limit,எல்லை இல்லாத
without limits,வரம்புகள் இல்லாமல்
luv you,லவ் யூ
Happy Birthday Hrithik,பிறந்தநாள் வாழ்த்துக்கள் ஹிருத்திக்
hrithik birthday,ஹிருத்திக் பிறந்த நாள்
hrithik,ஹிருத்திக்
Happy b'day,பிறந்த நாள் வாழ்த்துகள்
Hrithik b'day,ஹிருத்திக் பி
10th jan,10 வது ஜன
lohdi,லோஹ்ரி
lohadi,வீணை
makarsankrati,makarsankrati
youthday,இளைஞர் நாள்
vivekanandajayanti,விவேகானந்தஜயந்தி
26th,26 வது
janauary,ஜனவரி
swadeshi,சுதேஷி
gantantra,குடியரசு
matrimony,திருமணம்
matrimonial,திருமண
বিয়ে,திருமணம்
কনে,மணமகள்
বর,மாப்பிள்ளை
বিবাহ,திருமணம்
বধূ,மணமகள்
ছেলে,பையன்
বিয়ের,திருமணம்
জীবনসঙ্গী,வாழ்க்கை கூட்டாளர்
ম্যাট্রিমনিয়াল,மேட்ரிமோனியல்
বাঙালি,பெங்காலி
সঙ্গী,துணையை
মানানসই,பொருத்த
জীবনসঙ্গীর,வாழ்க்கை கூட்டாளர்
সেরা,சிறந்த
kone,இயந்திரம்
biba,பிபா
Biye,பி.ஐ.
bibaho,திருமணம்
bodhu,மணமகள்
khujchen,தேடுகிறது
porinoy,விளைவு
chele,பையன்
biyer,திருமணம்
jibonshongi,வைத்திருக்கும் நுட்பம்
jeewansathi,ஆத்ம துணையை
ABP,ஏபிபி
shubhratri,நல்ல இரவு
wa,தொகை
চা,தேநீர்
mistha,இனிப்பு
meetha,இனிப்பு
nav vadhu,மேலும் ஒன்பது
var,இருந்தது
vadhushodh,படுகொலை
lagn,திருமணம்
muli,மீண்டும்
shodhat,shodhat
नववधू,மணமகள்
विवाह,திருமணம்
जीवनसाथी,ஆத்ம துணையை
मराठी,மராத்தி
वैवाहिक,திருமணமானவர்
लग्न,திருமண
वधू शोधत,மணமகனைத் தேடுகிறது
ABP Weddings,ஏபிபி திருமணங்கள்
अभिनंदन,வாழ்த்துக்கள்
चहा,தேநீர்
chaha,வில்ஸ்
caha,caha
','
vasant,வசந்த
basant,அடிப்படை
world cancer day,உலக புற்றுநோய் நாள்
be strong,உறுதியாக இருங்கள்
Happy Teddy Day,இனிய டெடி தினம்
Happy Kiss Day,இனிய முத்த தினம்
Love You Baby,லவ் யூ பேபி
i miss you,உன் இன்மை உணர்கிறேன்
i am sorry,என்னை மன்னிக்கவும்
maaf kardo,மன்னிக்கவும்
hi sweetu,ஹாய் ஸ்வீட்டூ
i am yours,நான் உன்னுடையவன்
iloveu,iloveu
valentines day,காதலர் தினம்
14th feb,14 வது feb
love week,காதல் வாரம்
kissed,முத்தமிட்டார்
soosoo,soosoo
ful,ஃபுல்
flowrers,மலர்கள்
cheff,செஃப்
i love you too,நானும் உன்னை காதலிக்கிறேன்
dairy milk,பண்ணை பால்
on way,வழியில்
love you too,உன்னையும் நேசிக்கிறேன்
prpmise day,வாக்குறுதி நாள்
forever together,எப்போதும் ஒன்றாக
happy hug day,மகிழ்ச்சியான அரவணைப்பு நாள்
hug me,என்னை அணைத்துக்கொள்
chummah,முத்தம்
pinky promise,பிங்கி வாக்குறுதி
together forever,எப்போதும் ஒன்றாக
waving hand,கை அசைப்பது
of course,நிச்சயமாக
absolutely,முற்றிலும்
uh-huh,uh-huh
jogging,ஜாகிங்
yawn,ஆச்சரியம்
home work,வீட்டு பாடம்
hey wassup,ஏய் என்ன நடக்கிறது
greate,greate
grocery time,மளிகை நேரம்
chill book,சில் புத்தகம்
tution,பயிற்சி
sweet dreams,இனிமையான கனவுகள்
what you doin,நீ என்ன செய்கிறாய்
how you doin,நீங்கள் எப்படி செய்கிறீர்கள்
waddup,waddup
great job,பெரிய வேலை
Mind blowing,பிரம்மிக்க
wasup,wasup
see you,உங்களைப் பார்க்கிறேன்
bbye,bbye
take care,கவனித்துக் கொள்ளுங்கள்
takeoff,புறப்படுதல்
goodl luck,நல்ல அதிர்ஷ்டம்
happy shivratri,இனிய சிவராத்திரி
shiv ji,சிவபெருமான்
bhole nath,போலே நாத்
maha dev,மகா தேவ்
new york,நியூயார்க்
let's play holi,ஹோலி விளையாடுவோம்
bura na mano holi hai,ஹோலிக்கு கவலையில்லை
gujiya,குஜியா
holi shit,ஹோலி ஷிட்
poty,சாதாரணமான
karona,ஏனெனில்
virus,வைரஸ்
covid,கோவிட்
china,சீனா
bimari,நோய்
carona,கரோனா
face mask,முகமூடி
corona virus,கொரோனா வைரஸ்
covin-19,இரகசிய சதித் திட்டம் 19
covin,இரகசிய சதித் திட்டம்
