bobble,ધક્કો મારવો
protect,રક્ષણ
rakhi gift,રાખી ભેટ
hazaron,હજાર
raakhis,રાખીઓ
banaaya,બનાયા
mazaa,માજત
ayaa,આ
april fools day,એપ્રિલ ફૂલના દિવસે
fools day,મૂર્ખ દિવસ
office pranks,ઓફિસ ટીખળો
office prank,ઓફિસ ટીખળ
office mate,ઓફિસ સાથી
colleague,સાથીદાર
mockery,મજાક
gubbarey,gubbarey
paani ke gubbare,પાણીના ગુબ્બારા
khele,વગાડવું
khelein,રમો
holi funny,હોળી રમુજી
holi funny stickers,હોળી રમુજી સ્ટીકરો
patrick,પેટ્રિક
pattys day,પtyટ્ટી ડે
patricks day,પેટ્રિક્સ દિવસ
st atricks day,સેન્ટ પેટ્રિક ડે
st pattys day,સેન્ટ પtyટ્ટી ડે
festivals of the world,વિશ્વના તહેવારો
Feast of Saint Patrick,સેન્ટ પેટ્રિકનો તહેવાર
17 March,17 માર્ચ
religious,ધાર્મિક
cutural,સંસ્કૃતિક
cuture,ક્યુચર
christian,ખ્રિસ્તી
church,ચર્ચ
christianity,ખ્રિસ્તી
shamrocks,શેમરોક્સ
Irish whiskey,આઇરિશ વ્હિસ્કી
cider,સાઇડર
drowning the shamrock,શેમરોકને ડૂબવું
wetting the shamrock,શેમરોકને ભીનાશ કરવો
toasts,ટોસ્ટ્સ
alla,એક
alah,આલાહ
ramjan,રમઝાન
ali,અથવા
eidi,વસ્તુઓ
gerrtings,અંકુરણો
eid fitr,ઈદ અલ ફિત્ર
bhai jaan,ભાઈ
subhaan,સુભાન
kuraan,મુસલમાનોનો મુખ્ય ધર્મગ્રંથ
quran,કુરાન
quraan,કુરાન
silver,ચાંદીના
indian hockey team,ભારતીય હોકી ટીમ
basketball team,બાસ્કેટબોલ ટીમ
cyclist,બાઇસિકલસવાર
challenger,પડકાર આપનાર
festivals of indian,ભારતીય તહેવારો
flag hoisting,ધ્વજારોહણ
pardes,pardes
freedom fighters,સ્વતંત્રતા સેનાનીઓ
slogans,સૂત્રોચ્ચાર
visarjan,નિમજ્જન
teachers day,શિક્ષકો દિવસ
maam,મેમ
geography,ભૂગોળ
hare,સસલું
prasad,પ્રસાદ
prashad,પ્રસાદ
butter cream,માખણ ક્રીમ
baansuriya,વાંસળી
nand,નંદ
brij,બ્રિજ
draculla,ડ્રેક્યુલા
weretiger,વેર્ટિગર
spook,spook
mn,થી
eater,ખાનાર
azaadi,સ્વતંત્રતા
lit,પ્રગટાવવામાં
fooljhadi,ચહેરો
chakri,નોકરી
indian batsman,ભારતીય બેટ્સમેન
screening,સ્ક્રીનીંગ
bdya,bdya
biy,બાય
birthday boy,જન્મદિવસનો છોકરો
birthday girl,જન્મદિવસની છોકરી
cake cutting,કેક કટીંગ
birthday song,જન્મદિવસ ગીત
birthday wishes,જન્મદિવસની શુભેચ્છાઓ
return gift,પરત ભેટ
birthday bash,જન્મદિવસ ની ઉજવણી
lily,લીલી
uttar pradesh,ઉત્તરપ્રદેશ
UP ke bhaiya,Oપના ભાઈ
bhaukali,ભુકાળી
states,જણાવે છે
community,સમુદાય
citizens,નાગરિકો
masses,જનતા
diversity,વિવિધતા
diverseness,diverseness
Christmastide,નાતાલ
festivity,ઉત્સવ
bastard,હરકોઈ
hither,અહીં
girlfriends,ગર્લફ્રેન્ડ્સ
boyfriends,બોયફ્રેન્ડ્સ
ishqbazi,ચેનચાળા કરવા
ishaqbazi,ફુવારો
ishstyle,ઇશસ્ટાઇલ
herione,નાયિકા
darasingh,દારાસિંહ
pehlwan,pehlwan
flexing,ફ્લેક્સિંગ
mania,ઘેલછા
puns,સળિયા
gyming,ગાઇમિંગ
crunch,તંગી
crunches,crunches
bachelorette,બેચલોરેટ
bachelourette,બેચલોરેટ
bachelours,સ્નાતક
bachelors,સ્નાતક
bachelour,સ્નાતક
katega,કાપવામાં આવશે
artists,કલાકારો
musicians,સંગીતકારો
dholak,ડ્રમર
dholki,Drોલ
djing,ડીજેંગ
playe,પ્લેટ
band member,બેન્ડ સભ્ય
babydoll,બેબીડોલ
juliet,જુલિયટ
karne,કરવા માટે
week,અઠવાડિયું
weekly,સાપ્તાહિક
cantwake,કેન્ટવેક
emplyee,કર્મચારી
man u,માણસ યુ
utd,ઉત્તમ
football shoes,ફૂટબોલ પગરખાં
goal keeper,ધ્યેય કીપર
zidane,ઝિદાને
glory glory,ગૌરવ ગૌરવ
Attacker,હુમલો કરનાર
foul,ફાઉલ
free kick,ફ્રી કિક
man to man marking,માણસ થી માણસ ચિહ્નિત કરે છે
marking,માર્કિંગ
midfielder,મિડફિલ્ડર
sir alex,સર અલેક્સ
tackle,હલ
christiano ronaldo,ક્રિસ્ટિઆનો રોનાલ્ડો
christiano,ખ્રિસ્તી
liverpool,યકૃતપુલ
Jose Mourinho,જોસ મોરિન્હો
de gea,બરફ ના
lionel messi,સિંહની મેસી
arsenal,શસ્ત્રાગાર
Premier League,પ્રીમિયર લીગ
legendary,સુપ્રસિદ્ધ
shootball,શૂટબballલ
Venture capital,વેન્ચર કેપિટલ
fund,ભંડોળ
cabin,કેબીન
binness,દ્વિસંગીકરણ
nerdy,ચેતા
iitian,iitian
intern,ઇન્ટર્ન
coding,કોડિંગ
code,કોડ
cuddling,cuddling
snuggle,snuggle
winter wear,શિયાળામાં વસ્ત્રો
winter is coming,શિયાળો આવે છે
flirtitious,નખરાં
promiscuous,વલણવાળું
pyaas,તરસ
videsi,ઓવરસીઝ
balawant,બાલાવંત
arty,આર્ટિ
snacs,નાસ્તા
gujarati food,ગુજરાતી ભોજન
dancers,નર્તકો
chapli,ચપલી
insecurity,અસલામતી
possessiveness,કબજો
street food,શેરી ખોરાક
road side shop,રસ્તાની બાજુની દુકાન
tuck shop,ટક શોપ
desserts,મીઠાઈઓ
indian food,ભારતીય ખોરાક
lipsmacking,હોઠસ્મેકિંગ
southindian,સાઉથઇન્ડિયન
idli,idly
bhaaji,ગણો
loafering,loafering
gunday,ગુંડાઓ
khaneka,બહાર ઠંડી
sweetie,સ્વીટી
cutie,cutie
pie,પાઇ
goodtime,સારો સમય
scifi,scifi
isc,સફરમાં
skul,શાળા
studentlife,વિદ્યાર્થી જીવન
school girl,શાળા છોકરી
bollywood dialogues,બોલીવુડ સંવાદો
rainy days,વરસાદના દિવસો
saavan,મેળવનાર
thrilled,રોમાંચિત
new year card,નવું વર્ષ કાર્ડ
new years resolutions,નવા વર્ષોના ઠરાવો
indian wrestlers,ભારતીય કુસ્તીબાજો
wrestling champions,કુસ્તી ચેમ્પિયન્સ
wrestling coach,કુસ્તી કોચ
motivational,પ્રેરણાત્મક
dangal dangal,દંગલ તોફાનો
babita phogat,બબીતા ​​ફોગાટ
fatima shaikh,ફાતિમા શેઠ
babita kumari,બબીતા ​​કુમારી
phogat sisters,ફોગાટ બહેનો
Vinesh Phogat,વિનેશ ફોગાટ
mahavir singh phogat,મહાવીરસિંહ ફોગટ
VJ Bani,વી.જે.બાની
bigg boss,બિગ બોસ
bigg boss10,બીગ બોસ 10
om ji,ઓમ જી.
mannu punjabi,પંજાબી મનુ
lokesh kumari,લોકેશ કુમારી
priyanka jugga,પ્રિયંકા જુગા
Lopamudra Raut,લોપામુદ્ર રાઉત
lopa,ગાય
Antara Biswas,દિલમાં વિશ્વાસ કરો
Gaurav Chopra,ગૌરવ ચોપડા
Karan Ajay Mehra,કરણ અજય મહારા
rahul dev,રાહુલ દેવ
rohan mehra,રોહન મહારા
Nitibha Kaul,પોલિસી ક callલ
love relationship,પ્રેમ સંબંધ
pakori,પકોરી
pakodi,પકોરી
talla,કદ
gochi,ગોચી
Mussadi Lal,મુસાદી લાલ
pankaj kapoor,પંકજ કપૂર
Ushaji,ચાર્જ
Pandeyji,પાંડેજી
bhatia,ભાટિયા
tina,ટીના
taunts,ટાંટ
provoke,ઉશ્કેરવું
sacastic,કટાક્ષપૂર્ણ
blackmailing,બ્લેકમેઇલિંગ
idiocy,મૂર્ખામી
muhavre,રૂdiિપ્રયોગો
idioms,રૂiિપ્રયોગો
phrases,શબ્દસમૂહો
popular idioms,લોકપ્રિય રૂiિપ્રયોગો
fm,એફએમ
reliance,નિર્ભરતા
lois lane,લોઈસ લેન
Heroes of Marvel,અજાયબી નાયકો
marvel hero,અજાયબી હીરો
swaggers,swaggers
swaggerboy,swaggerboy
honeysingh,હનીસિંગ
desiswag,desiswag
yoyohoneysingh,yoyohoneysingh
sumanachakravarti,સુમનચક્રવર્તી
thekapilsharmashow,thekapilsharmashow
womenempowerment,મહિલા સશક્તિકરણ
empowerment,સશક્તિકરણ
sisterhood,બહેનપણું
indigenous,સ્વદેશી
bombaytalkies,બોમ્બેટાલ્કીઝ
hindimovies,હિન્દીમોવ્સ
celluloid,સેલ્યુલોઇડ
bhooth,ભૂત
ghastly,ભયાનક રીતે
johnybravo,જોહનીબ્રાવો
machoman,માચોમેન
johnnybravo,જ્હોનીબ્રાવો
notasbeautifulasyou,નોંધ
vanpartible,vanpartible
diljitdosanjh,diljitdosanjh
gabru,ગબરૂ
pugg,પગ
puggwala,પગ્ગવાલા
puggwalamunda,puggwalam બગીચો
terenaam,terenaam
ramgarh,રામગgarh
indianlingo,ભારતીય
urbandictionary,ઉર્બન્ડેરીયા
celebs,સેલેબ્સ
celeb,સેલિબ્રેટ
bollywoodceleb,બોલીવુડસેલેબ
desilingo,desilingo
desilanguage,desilanguage
desidialect,desidialect
womenpower,મહિલા શક્તિ
womanpower,સ્ત્રીશક્તિ
yourstory,યુસ્ટરી
secrets,રહસ્યો
secretssafe,રહસ્યસેફ
yourchoice,તમારી પસંદગી
mychoice,મારી પસંદ
greatminds,મહાનતા
mystory,રહસ્યમય
imagine,કલ્પના
bachelorhood,સ્નાતક
singleton,સિંગલટન
singlelife,એકલજીવન
holidaying,રજા
astalavista,એસ્ટાલવિસ્ટા
backpacking,backpacking
backpacker,backpacker
trotters,ટ્રોટર્સ
globetrotters,ગ્લોબેટ્રોટર્સ
nowar,nowar
bank,બેંક
bankbalance,bankbalance
whatsyourrashi,whatsyourrashi
rashee,રાશિ
astrology,જ્યોતિષવિદ્યા
sunsign,સનસાઇન
moonsign,moonsign
soothsaying,soothsaying
summerholidays,ઉનાળા ની રજાઓ
physics,ભૌતિકશાસ્ત્ર
chemistry,રસાયણશાસ્ત્ર
supw,સપવ
economics,અર્થશાસ્ત્ર
dayshift,દિવસ પાળી
summervacation,ઉનાળાની રજાઓ
classroom,વર્ગખંડ
write,લખો
nabaapbadanabhaiya,નબબાબાદનભાઇયા
daulat,સાર્વભૌમ
pound,પાઉન્ડ
euro,યુરો
shade,શેડ
gourmet,દારૂનું
foodart,foodart
foodartist,foodartist
tastebuds,સ્વાદ કળીઓ
palate,તાળવું
possessivegirlfriend,કબજેદાર
batmatkaro,બેટમેટકો
bfgf,બીએફજીએફ
mybae,માયબીએ
mygirl,મારી છોકરી
attached,જોડાયેલ
popcolor,પોપકલર
icon,ચિહ્ન
holyshit,holyshit
buzz,ગણગણવું
unsubtle,બિનસલાહભર્યા
halmarkian,હેલમાર્કિયન
femme,સ્ત્રી
proudtobeawoman,ગર્વ
andheri,અંધેરી
versova,વર્સોવા
Bombaymerijaan,બોમ્બે નારંગી
kandivali,કાંદિવલી
borivali,બોરીવલી
malad,મલડ
colaba,તાણ
cityofdreams,સિટીઓફ્રીમ્સ
maharshtra,મહારાષ્ટ્ર
jaimaharashtra,જમેહરાશ્રત્ર
sealink,સીલીંક
Bombai,મુંબઈ
worli,વરલી
dadar,દાદર
celebrity,સેલિબ્રિટી
missus,ચૂકી
dame,ડેમ
damsel,યુવતી
maiden,પ્રથમ
lass,લેસ
lassie,લેસી
mademoiselle,ચૂકી
gal,ગેલ
girlie,છોકરી
missy,ચૂકી
intimacy,આત્મીયતા
betterhalf,વધુ સારી
smitten,ત્રાટક્યું
besotted,બેસોટેડ
chairainpakoras,chairainpakoras
mush,નથી
mushy,mushy
Valentineweek,વેલેન્ટાઇનવીક
continental,ખંડીય
chinese,ચાઇનીઝ
cuisine,ભોજન
thai,થાઇ
greek,ગ્રીક
dinein,ત્યાં
orderin,ઓર્ડિન
foodapp,ફૂડએપ
swatantradiwas,સ્વતંત્ર દિવસ
patangbazi,પતંગ ઉડાડતો
pataangbaazi,pataangbaazi
patangbaji,પતંગ ઉડાડતો
flyingkite,ફ્લાઈંગાઇટ
kiteflying,પતંગ ઉડતી
merakyukaata,ખુશ
woods,વૂડ્સ
ants,કીડી
humanimals,હ્યુમનમલ્સ
hybrids,વર્ણસંકર
hybrid,વર્ણસંકર
sanjayleelabhansali,સંજયલાબહેનસાલી
