bobble,ڪوبہ
dhuki,لالو ھليو آيو
abhdra sanket,ناحق سگنل
face masks,منهن جا نقاب
aatamvishawas,آٿاميوسواس
shuttle,شٽل
tat,ٽيٽ
kapde, nadi,ڪپڙا ، دريا
army dress,فوج جو لباس
tricolours,ٽارنگس
bhartiya tiranga,انڊين ترنگا
skpde,اسڪپڊ
parl,ٿي ويو
dhinchak puja,پوجا
pads,پيڊس
instruments,اوزار
band drunms,بينڊ ڊرم
maroon 5,مرون 5
bub,بلب
role,ڪردار
falafel,فافيل
veg roll,سبزي رول
lebanese roll,لبناني رول
soft,نرم
badge,بيج
hostage,يرغمال
amitabh bachchan,اميتاڀ بچن
pahaadi,پهاڙي
kaidi,ڪيڊي
loud speaker,لائوڊ اسپيڪر
suglasses,رضامندي
aatmamvishwas,خود عقيدو
jagga jasus,جيگا جاسوس
jagga jasoos,جيگا جاسوس
taalika,لسٽ
cheer girls,خوش ڇوڪرين
pawda,پنجي
chairs,ڪرسيون
seven,ست
khalisee,چرسي
jung,جنگل
john,جان
aapne,توهان
kia,اتي
trivago,فيسوگو
sejal,بونا
degan,هن چيو
jantungku,منهنجي دل
deg,اوھان کي
satu,هڪ
begadang,دير سان رهڻ
stop kau,توکي روڪيو
aku kerja,مان ڪم ڪريان ٿو
inul bergoyang,متاثر ٿيو
begadang jangan,دير سان رهڻ نه ڏيو
pandangan,ڏسو
jatuh bangun,مٿي ۽ آهستي
kau gadis,تون ڇوڪري
akulah si,مان اهو آهيان
cuma kamu,صرف تون
saya putri,مان شهزادي آهيان
bandookbaz,شاٽگن
nawaj,نواز
sarahah,سدا
hashmi,هاشمي
ram raheem,رام رحيم
ram ramim,رام رم
we love animal,اسين جانور سان پيار ڪريون ٿا
treet,وڻ
jackey,جيڪيکي
Furball,فور بال
jhabra,شڪي
furr,ڪاوڙ
handshake,هٿ ملائڻ
timber,ڪاٺ
tommy,ٽامي
I am with my dog,مان پنهنجي ڪتي سان گڏ آهيان
i bought a puppy,مون هڪ ٻارپي خريد ڪيو
very cute,تمام پيارو
workout with dog,ورزش ڪتي سان
workout with my pet,منهنجي پالتو سان گڏ ورزش
workout in my room,منهنجي ڪمري ۾ ورزش
judwa 2,ٽوئن 2
I have my girlfriend,منهنجي هڪ دوستي آهي
at beach,سمنڊ ڪناري تي
in goa,گوا ۾
going goa,گوا وڃي رهيو آهي
going cinema,سينيما وڃي رهيو آهي
cinema jaoge,سينما ڏانهن ويندو
movie dekhoge,فلم ڏسو
dance kar raha hu,آئون نچندو آهيان
I am dancing,آئون نچندو آهيان
Today I am happy,ا Today مان خوش آهيان
very happy,گھڻو خوش
vyayaam,ورزش
kutts,ليڊ
rotweiler,روٽر وائلر
german shepherd,جرمن چرواه
bone,هڏو
controversy,تڪرار
best movie,بهترين فلم
tamil movie gif,فلم مووي گف
tamil gif,تامل گف
rangnarok,رنگ راڪ
english movie,انگريزي فلم
I am going thor,مان ٿي رهيو آهيان
thor movie chaloge,ڇا تون فلم ۾ ايندين؟
main thor hu,مان چوڌاري آهيان
hathora maar dunga,ھامر ماريندو
sir pe hathora maar dunga,آئون پنهنجو سر و willيندس
khilji,خلجي
allaudin khilji,علاؤ الدين خلجي
5 star ratings,5 اسٽار جي درجابندي
I am very dangerous,مان تمام گهڻو خطرناڪ آهيان
bhut khatarnak hu main,مان تمام گهڻو خطرناڪ آهيان
aa raha hu bhag ke,مان اچي رهيو آهيان
main nach rahi hu,آئون نچندو آهيان
dancing right now,هينئر نچڻ
awesome saree,بهترين ساڙي
wearing jewellery,زيور پائڻ
tanishq,واقفيت
we are in party,اسان پارٽي ۾ آهيون
going to do party,پارٽي ڪرڻ لاءِ
party dance,پارٽي ڊانس
my snowman,منهنجو برف وارو ماڻهو
playing with snow,برف سان کيڏڻ
vactions,موڪل
cluse,ميلاپ
I am santa,مان سانتا آهيان
jingle bell,جينگ ٻلي
celebrating christmas,ڪرسمس ملهائڻ
dancing in christmas,ڪرسمس ۾ ناچ
going to celebrate,جشن ڪرڻ
going to celebrate christmas,ڪرسمس ملهائڻ لاءِ وڃي رهيا آهيون
dancing now,هاڻي نچڻ
lets do party,اجازت ڏيو ته پارٽي
new year me dance,نئين سال جو آئون نچان ٿو
going for party,پارٽي لاءِ وڃي
lets go for party,پارٽي لاءِ وڃڻ ڏيو
its 2018,هن جو 2018
pub party,پب پارٽي
is baar toh fit ho kar rahunga,آئون هن وقت ٺيڪ هوندس
mota aadmi,ٿلهو ماڻهو
khub kha liya,گھڻو ڪجھ کائو
bhut khaya aaj,ا گهڻو ڪجهه کائو
pet ful gaya,فل ٻاهر ڪ outڻ
bhut mota ho gaya hu,ڳاھ وڏا آھن
is baar toh khoob padhai karungi,مان هن وقت گهڻو پڙهندو آهيان
bhut saari books,گھوڙا سٺا ڪتاب
lot of books,ڪيترائي ڪتاب
purani kitabe,پراڻا ڪتاب
nayi kitabe,نوان ڪتاب
khub padhai karna hai,تمام گهڻو مطالعو ڪرڻو آھي
apna passion follow karungi,منهنجي جذبي تي عمل ڪندو
learning guitar,گٽار سکڻ
in guitar class,گٽار ڪلاس ۾
its my style,اهو منهنجو انداز آهي
apna passion follow karunga,منهنجي جذبي تي عمل ڪريو
going ladakh,لداخ ڏانهن وڃڻ
ladakh tour karke rahunga,لداخ جو دورو
on the bike,سائيڪل تي
aaj se beer band,بيئر ا today بند ٿيو
beer piyega,بيئر پيئندو
gym zaroor jaungi,مان ضرور وڃان ٿو
I am in gym,مان جم ۾ آهيان
doing gym,جم ڪرڻ
ab toh gf bana le,هاڻي گگ ٺاهيو
proposing a girl,ڇوڪري کي پيش ڪرڻ
flower bucket,گلن جي بالٽي
is saal shaadi,هن سال شادي ڪئي
he proposed me,هن مونکي پيش ڪيو
love you bol diya,توسان پيار ڪريو بول ڊيا
start up,شروع ڪريو
chal start up karte hai,اچو ته شروع ڪريون
le beer p le,بيئر پي ايل
khus ho ja bhai,خوش ڀاءُ
is saal travel blog shuru,سفر وارو بلاگ انهي سال شروع ڪيو
travel blog,سفري بلاگ
bag pack kar liya,پيٽ کي ڀريل
bag packed,ٿيلهو
bag is packed,پيٽ ڀريل آهي
going out of station,اسٽيشن کان ٻاهر وڃڻ
leaving home,گهر ڇڏڻ
ab toh shaadi karle,هاڻي توهان شادي ڪيو
nice saari,سٺو ٻيٽ
aisi saari dila do,ڪا سري حاصل ڪر
shopping kara do,شاپنگ ڪارا ڪندا آهن
buying saari,ساري خريد ڪرڻ
guru gobind,گوبند استاد
sava lakh se,هڪ ۽ چوٿين لک کان
ek ladau,ايڪ لادو
chiriyan te main,پکي مون کي تنگ ڪن ٿا
baaz turau,باز تراؤ
tabe gobing singh naam kahau,توبه گوبنگ سنگهه نام ڪائو
lohri pe mungfali,لوهري مونگ پھلی
mungfali khaunga,مون جون ماني کائيندو
gazzak,گازڪ
dancing near fire,باھ جي ڀرسان ناچ
dancing on fire,باھ تي ناچ
patang udaye,پتنگن کي اڏائڻ
patang udane chale,اچون ٿا پتنگن کي اڏائڻ
patang uda lu yaar,پينانگ انداز لو ڪير آهي؟
patang udana hai,لغڙ اڏام
patang uda rahe hai,پرواز وارا لغڙَ
patang uda lu,توهان بابت ڇا؟
happy makarsankranti,خوش مهانگي
chat pe patang uda raha hu,پرواز جي ڪوٺي ڇت تي
flying kite,اڏامندڙ لغڙ
karenge border ki suraksha,سرحد جي حفاظت ڪندو
suraksha,سيڪيورٽي
haapy republic day,جمهوريه جو ڏينهن مبارڪ
hum badlenge desh,اسان ملڪ ۾ تبديلي آڻينداسين
hara bhara,گرين
neta ji subhas chandra bose,نيٽ جی سبھا چندر بوس
chandrasekhar aajaad,چندر شڪر آزاد
amar rahe,منهنجي رستي ۾
subhas chandra bose,سبھا چندر بوس
raj guru,راج گرو
chandrasekhar ajaad,چندر شڪر ايجاد
desh ke rakshakon ko salaam,ملڪ جي دفاع ڪندڙن کي سلام
salaam india,سلام هندستان
26th jauarry,26 جنوري
karenge nari ka samman,عورت جي عزت ڪندو
respect women,عورتن جي عزت ڪريو
swachh bharat,سوڀڙ
badenge unchaiyon ki or,بلندين ڏانهن وڌندا
unchaiyaaan,Uncaiyana
selfie at india gate,انڊيا گيٽ تي selfie
india gate night,هندستان گيٽ رات
india gate wali selfie,انڊيا گيٽ والي selfie
happy vasant panchami,خوشحال بهار جي پنچمي
Jhanda uncha rahe hamara,اسان جو پرچم بلند آهي
india gate ki or,انڊيا گيٽ ڪي يا
I am padman,مان پدممان آهيان
happy valentines day,ويلنٽائن ڏينهن مبارڪ
bouquet for you,توهان لاءِ گلدستو
baloon for you,توهان لاءِ غبارو
chocolate for my sweetie,منهنجي پياري لاءِ چاکليٽ
dil mera diwana,منهنجي دل پاگل ٿي وئي آهي
will you be my valentine,ڇا تون منهنجو ويلنٽائن ٿيندين
I will make you happy,مان توهان کي خوش ڪندس
this is for you,هي توهان جي لاءِ آهي
heart for you,تنهنجي لاءِ دل
my heart for you,منهنجي دل تنهنجي لاءِ
happy promise day,واعدو ڪرڻ جو ڏينهن مبارڪ
Rose for you,تو لاءِ گلاب
Om namah shivay,اوم نام شيعا
happy sivratri,شيوايت مبارڪ
Get well soon,جلدي ٺيڪ ٿي
Happy Anniversary,سالگره مبارڪ
Uchee hai building,اوچيه هائي بلڊنگ
mehbooba,محبوبا
devsena,ديوسينا
aarambh hoga andha yudh,اونداهي جنگ شروع ٿي ويندي
padmaavat,پدماوت
I will always love you,مان سدائين توهان سان پيار ڪندس
Hopeless romantic,اميد جي رومانوي
Love you foreever,سدا توکي چاھيندس
holi dance,هولي ناچ
celebrating holi,هولي کي ملهائڻ
lets play holi,هولي کيڏڻ ڏيو
holi ka gana bajao,هولي گيت کيڏيو
holi ke gane pe dance,هولي جي گيتن تي رقص
dancing on holi song,هولي گيت تي ناچ
bhaang aur gujia,ڀنگ ۽ گجيا
bhaang khaoge,ٽوڙيندو
gujia khaoge,گجيا کائيندو
colorfull holi,رنگين هولي
holi mubarak,هولي مبارڪ
dancing in holi,هولي ۾ ناچ
music in holi,هولي ۾ موسيقي
gujiya khaoge,توهان گجيا کائيندا آهيو
lets celebrate holi,اجازت ڏيو هولي کي
Happy Womens day,عورتن جو ڏينهن مبارڪ
womens day,عورتن جو ڏينهن
nari divas,عورت جو ڏينهن
nari diwas,ناري ديودا
we can do it,اسان ڪري سگهون ٿا
Nav Varsh Ki subhkamna,نئون سال مبارڪ
Nav Varsha,نيو ورشا
Nav Varsha ki subhkamna,نئون سال مبارڪ
Shervani,شيرواني
Shervani done,شيرواني ڪئي
kaisi hai ye shervani,هي شيرواڻي ڪيئن آهي؟
lehenga done,ليهنگا ڪيو
got engaged,مجي ويو
ghodi,گھوڙي
baraat,بارات
baraati,جلوس
dulhaniya le jaenge,ڪنوار کڻي وٺندس
mere yaar ki shaadi,منهنجي دوست جي شادي
jai mata d,جي آئي ماتا
subh vivah,شادي مبارڪ
mehandi,مهندي
mehandi ceremony,مهندي جي تقريب
photoshoot,فوٽو شوٽ
poses,اشارو
enagement,مصروفيت
tattooed,ڳاٽ ڪيل
mahavir jayanti,مهور جيونتي
paytm,پاٽو
good friday,جمع مبارڪ
goodfriday,مبارڪ ڏينهن
Dhoni Helicopter shot,ڀوني هيلي ڪاپٽر شاٽ
gauti,حاصل ڪرڻ
gautam gambhir,گوتم گمبير
nice shot,سٺي نموني
williamson,وليمامسن
sunrises hyderabad,سج لهي ٿو حيدرآباد
dinesh,ڊينش
kartik,ڪارتڪ
super shot,سپر شاٽ
Jinxed,جن جڪس
whats the score,ڪهڙو اسڪور آهي
match was fixed,ميچ طئي ٿي وئي هئي
got the tickets,ٽڪيٽون مليون
team will wins,ٽيم کٽي ٿي
trophy is ours,ٽرافي اسان جي آهي
best match ever,سڀني کان بهترين ميچ
all set for the match,ميچ لاءِ سڀ ٺيڪ آهن
well played boys,ڇوڪرا کيڏيا
fingers crossed,آ fingersريون ڪرايون
jabardast batting,زبردست بيٽنگ
vaisakhi,وسوڪي
happy vaisakhi,خوش ويلسي
celebrating vaisakhi,وسوڪي جي تقريب ڪرڻ
bacardi,بڪيري
sir dard,صاحب ڊارڊ
ramadan mubarak,رمضان مبارڪ
I am Dhoni,مان ڌوني آهيان
talk to my hand,منهنجي هٿ سان ڳالهايو
tu toh gaya,توه جي طرز
pyar kiya to darna kya,جيڪڏهن مون کي پيار آهي ته ڇا ڊ toڻ گهرجي
tere baap ne jail bhej diya,تنهنجي والد توکي جيل موڪليو
mithun da style,Mithun da انداز
disco dance,ڊسڪو ڊانس
mere haath bandhe hue hai,منهنجا هٿ لڌا آهن
hold my hand,منهنجو هٿ جهل
mere babu ke liye,منهنجي بابا لاءِ
ek padegi,ڪري پوندو
kyu peeche pada hai,ق پيڊ جي پويان آهي
JNMD,جي اين ايم ڊي
jindagi na milegi dubara,وري زندگي نه ملندي
hum dil de chuke sanam,ھم دل دي چوڪ صنم
selfie bhejo,selfie موڪليو
chennai super king,چنائي سپر ڪنگ
Tumhare dil me hu,تنهنجي دل ۾
very funny,ڏا funnyو مزيدار
loughing,لوڻ
Tumhare Dil me Hu!,تنهنجي دل ۾ آهن!
Dil Diwana,دل چريو
sad emoji,هاڻي ايمجيجي
happy environment day,ماحول جو ڏينهن مبارڪ
yoga day,يوگا جو ڏينهن
roj yoga karo,روزانو يوگا ڪريو
fit raho,تندرست رهڻ
yoga karne ja raha hu,يوگا ڪرڻ
so raha hu,مان سوچي رهيو آهيان
nind aa rahi hai,ننڊ محسوس ٿيڻ
sone de please,مهرباني ڪري مهرباني ڪري
ho gaya,ٿي ويو
heart love,دل سان پيار
love ho gaya,پيار ۾ پئجي ويو
Ulti,الاٽي
vomit,الٽيون
tare,سخت
eid kab hai,عيد ڪب آهي
fifa world cup,پفا ورلڊ ڪپ
iternational yoga day,بين الاقوامي يوگا جو ڏينهن
fifa worldcup,پفا ورلڊ ڪار
neymar,نيمار
go neymar,نيمار وڃ
pogba,Pogba
football player,فوٽ بال پليئر
cofee piyega,ڪافي پيئندو
lets have a cofee,اچو ته ڪافي ڪريون
lets have a coffee,ڪافي پيڻ ڏيو
chay pi lo,پي لو چاهي ٿو
hello friends,هيلو دوستو
Chai P lo,چائي پي لو
chai pi lo,چائي پي لو
have a great day,عظيم ڏينهن آهي
jai bhole,جيئي ڀول
har ha mahadev,هارا مهاديو
jai shivshankar,جيئي شيوشنڪر
bhola baba ki jai,ڀولا دادا هل
aaj somvar hai,ا is سومر آهي
loed shiva,لولي شيوا
shivshankar,شنڪنڪر
har har mahadev,هر هار ۾ مهاديو
lord shiva,ديوتا شيوا
maaf kar do,معاف ڪجو
baitha hu,مان بيٺو آهيان
yahi hu,بس اهو آهي
subh ratri,رات جو سلام
kismat badhiya rahe,سدا خوشقسمت رهو
maaf karda,معذرت ڪارڊ
phir milenge,هائو ڏسو
or sunaba,يا سجابا
sunaba,سينڊ باڪس
kaa haal ba,توکي ياد ڪر
chay pilao,چانهه پي
hare krishna,سڀ ڪرشن
subhprabhat,صبح جو سلام
Subh Raathri,رات جو سلام
Anandi Rahaa,آنڊي راڌا
jai ganesha,جيڪو به گنيش آهي
Aur Suna,۽ ٻڌو
Chal Chay Pila,چانهن تيار ڪيل
kaha ho bhai,ڀاء ڪٿي آهين؟
aa raha hu,هي مون آهي
its raining,ان جي مينهن
baris,قطار
fixing bug,بگ کي درست ڪرڻ
creating app,ايپ ٺاهي رهيو آهي
shadi kab hogi,شادي ڪڏهن ٿيندي
salary aa gayi,معاشري آيو
shoping,خريداري
at mall,مال تي
shardi,حالت
skipping,ڇڏڻ
don't care,پرواه ناهي
stand,بيهڻ
shaan,شانان
off-beat,وڃائڻ
unconventional,غير روايتي
rigorous,سخت
dola,ڊالر
stereotypes,اسٽريائپائپ
farak,فراق
utho,رميش اڳتي وڌيو
girl boss,ڇوڪري باس
activity,سرگرمي
core,بنيادي
activewear,فعال لباس
get going,وڃان ٿو
crossfit,ڪراٽيفٽ
strech,وڌائڻ
warmup,گرم ٿيو
monkey bar,بندر بار
rugged,خراب
girls who lift,ڇوڪريون جيڪي لفٽ ڪن ٿيون
shatter,تباهه ڪندڙ
gains,حاصلات
fitlife,صحت واري زندگي
climb,چڙهڻ
welness,چ wائي
beachbody,سمنڊ ڪناري
ripped,ٽٽي ويو
uddo,ڪاٺ
get strong,مضبوط رهو
flex,سڌو
hell yeah,جهنم جي ھا
speak up,ڳالهايو
trainer,ٽرينر
trainhard,ريل هارڊ
fitness goals,فٽنيس جا مقصد
knockout,ختم ڪرڻ
wellness,صحتيابي
chin up,ٻڌي مٿي
mma,ڇا جو
Proud To be an indian,انڊين هجڻ تي فخر
indipendence day,آزادي جو ڏينهن
walk with flag,پرچم سان هلڻ
ja raha hu,۽ پئسا ها
clean india,صاف هندستان
green india,سائو انڊيا
selfie at lal killa,لل ڪَلا تي سیلفيون
red fort,لال قلعو
selfie at red fort,لال قلعي تي سيلفيون
Desh Ke rakshakon ko salam,ملڪ جي دفاع ڪندڙن کي سلام
Jai hind ki sena,جيئي انڊين آرمي
my style,منهنجو انداز
lets have a coffe,اچو ته ڪافي ڪريون
super mario,سپر ماريو
I love my india,مان پنهنجي انڊيا سان پيار ڪريان ٿو
era bharat mahan,دور مبارڪ مهاڻا
aazadi ka din mubarak ho,آزادي جو ڏينهن مبارڪ
swatantrata divas ki subhkamnaye,آزادي جو ڏينهن مبارڪ
lal killa,لال ڪولا
jhanda lehra,پرچم کشائي ڪيو
mario bros,ماريو بروس
coin with flag,جھنڊو سان گڏ مرڪب
jhanda fahra raha hu,پرچم کي يرائڻ
jumping for flag,جھنڊي لاءِ ٽپو ڏيڻ
15th august,آگسٽ 15
mera bharat mahan,منهنجي انڊيا وڏي آهي
tiranga saaree,ترنگا سٺو
ladies saaree,عورتون ساڙي
charkha,چرخه
inkilab zindabad,انڪوائيب زنده آباد
udd jao,پري ڀ awayي ويو
aazaadi ka din mubarak ho,آزادي جو ڏينهن مبارڪ
soldeir,سپاهي
sena,هڪ سال
rifal,حوالو
baharat,مسالا
flower rain,گلن جي برسات
mcd,ايم ڊي
jhanda fahra diya,پرچم بلند ڪيو
jhanda fahrana,پرچم کشائي ڪيو
yo man,يمان
Jai javan,جيئي جوان
atal vihari bajpeyi,اٽل بهاري باجپئي
atal ji,اٽل جائي
RIP atal,آر آءِ پي اٽل
atal bihari,AB
bajpeyi,باجپائي
RIP atal ji,ريٽ اٽل
Mere Pyare Bhaiya,منهنجو پيارو ڀاءُ
happy raksha bandhan,حفاظت جي حفاظت خوش رکڻ
happy rakshabandhan,خوش تحفظ
mere bhaiya,منھنجا ڀاءُ
kat gaya mera,منھن ڪٽي
chocolate for my little brother,منهنجي نن brotherي ڀاءُ لاءِ چاڪليٽ
rakhi ka tyohar,راکي فيسٽيول
its holiday,هن جي موڪل
rakhshabandhan,راشابندان
happy rakhi,خوشي راڪي
