bobble,ಬಬಲ್
puggwalamunda,ಪುಗ್ವಾಲಂ ಉದ್ಯಾನ
terenaam,terenaam
ramgarh,ರಾಮ್‌ಗ h
indianlingo,indianlingo
urbandictionary,urbandictionary
celebs,ಖ್ಯಾತನಾಮರು
celeb,ಸೆಲೆಬ್
bollywoodceleb,bollywoodceleb
desilingo,desilingo
desilanguage,desilanguage
desidialect,desidialect
womenpower,ಮಹಿಳಾ ಶಕ್ತಿ
womanpower,ಮಹಿಳಾ ಶಕ್ತಿ
yourstory,ನಿಮ್ಮ ಕಥೆ
secrets,ರಹಸ್ಯಗಳು
secretssafe,ರಹಸ್ಯ ಸುರಕ್ಷತೆ
yourchoice,ನಿಮ್ಮ ಆಯ್ಕೆ
mychoice,ನನ್ನ ಆಯ್ಕೆ
greatminds,ಮಹಾನ್ ಮೈಂಡ್ಸ್
mystory,ರಹಸ್ಯ
imagine,ಕಲ್ಪಿಸಿಕೊಳ್ಳಿ
bachelorhood,ಸ್ನಾತಕೋತ್ತರತೆ
singleton,ಸಿಂಗಲ್ಟನ್
singlelife,ಸಿಂಗಲ್ಲೈಫ್
holidaying,ರಜಾ
astalavista,ಅಸ್ಟಲಾವಿಸ್ಟಾ
backpacking,ಬೆನ್ನುಹೊರೆಯ
backpacker,ಬೆನ್ನುಹೊರೆಯ
trotters,ಟ್ರಾಟರ್ಗಳು
globetrotters,ಗ್ಲೋಬೋಟ್ರೋಟರ್ಸ್
nowar,ಯುದ್ಧವಿಲ್ಲ
bank,ಬ್ಯಾಂಕ್
bankbalance,bankbalance
whatsyourrashi,whatsyourrashi
rashee,ರಾಶಿಚಕ್ರ
astrology,ಜ್ಯೋತಿಷ್ಯ
sunsign,ರಾಶಿ
moonsign,ಮೂನ್ಸೈನ್
soothsaying,ಸೂತ್ಸೇಯಿಂಗ್
summerholidays,ಬೇಸಿಗೆ ರಜೆ
physics,ಭೌತಶಾಸ್ತ್ರ
chemistry,ರಸಾಯನಶಾಸ್ತ್ರ
supw,supw
economics,ಅರ್ಥಶಾಸ್ತ್ರ
dayshift,ಡೇಶಿಫ್ಟ್
summervacation,ಬೇಸಿಗೆ ರಜೆ
classroom,ತರಗತಿ
write,ಬರೆಯಿರಿ
nabaapbadanabhaiya,ನಬಬಬದನ್ಭಯ್ಯ
daulat,ಸಾರ್ವಭೌಮ
pound,ಪೌಂಡ್
euro,ಯೂರೋ
shade,ನೆರಳು
gourmet,ಗೌರ್ಮೆಟ್
foodart,foodart
foodartist,foodartist
tastebuds,ರುಚಿಬಡ್ಸ್
palate,ಅಂಗುಳ
possessivegirlfriend,ಸ್ವಾಮ್ಯದ ಗೆಳತಿ
batmatkaro,ಬ್ಯಾಟ್ಮಾಟ್ಕಾರೊ
bfgf,bfgf
mybae,ಮೈಬಾ
mygirl,ನನ್ನ ಹುಡುಗಿ
attached,ಲಗತ್ತಿಸಲಾಗಿದೆ
popcolor,ಪಾಪ್ಕಲರ್
icon,ಐಕಾನ್
holyshit,ಹೋಲಿಶಿಟ್
buzz,ಬ zz ್
unsubtle,ಅಸಹ್ಯ
halmarkian,ಹಾಲ್ಮಾರ್ಕಿಯನ್
femme,ಮಹಿಳೆ
proudtobeawoman,ಹೆಮ್ಮೆಯ ಬೀಬಮನ್
andheri,ಅಂಧೇರಿ
versova,ವರ್ಸೋವಾ
Bombaymerijaan,ಬಾಂಬೆ ಆರೆಂಜ್
kandivali,ಕಂಡಿವಲಿ
borivali,ಬೋರಿವಾಲಿ
malad,ಮಾಲಾಡ್
colaba,ತಳಿ
cityofdreams,cityofdreams
maharshtra,ಮಹಾರಾಷ್ಟ್ರ
jaimaharashtra,ಜಮೆಹ್ರಾಷ್ಟ್ರ
sealink,ಸೀಲಿಂಕ್
Bombai,ಮುಂಬೈ
worli,ವರ್ಲಿ
dadar,ದಾದರ್
celebrity,ಸೆಲೆಬ್ರಿಟಿ
missus,ಮಿಸ್ಸಸ್
dame,ಡೇಮ್
damsel,ಡ್ಯಾಮ್ಸೆಲ್
maiden,ಮೊದಲ
lass,ಲಾಸ್
lassie,ಲಾಸ್ಸಿ
mademoiselle,ಮಿಸ್
gal,ಗ್ಯಾಲ್
girlie,ಹುಡುಗಿ
missy,ಮಿಸ್ಸಿ
intimacy,ಅನ್ಯೋನ್ಯತೆ
betterhalf,ಅರ್ಧಾಂಗಿ
smitten,ಹೊಡೆದ
besotted,ಸುತ್ತುವರಿದ
chairainpakoras,ಚೈರೈನ್ಪಕೋರಸ್
mush,ಅಲ್ಲ
mushy,ಮೆತ್ತಗಿನ
Valentineweek,ವ್ಯಾಲೆಂಟೈನ್ವೀಕ್
continental,ಭೂಖಂಡ
chinese,ಚೈನೀಸ್
cuisine,ಪಾಕಪದ್ಧತಿ
thai,ಥಾಯ್
greek,ಗ್ರೀಕ್
dinein,ಅಲ್ಲಿ
orderin,ಆರ್ಡರ್ನ್
foodapp,foodapp
swatantradiwas,ಸ್ವತಂತ್ರ ದಿನ
patangbazi,ಗಾಳಿಪಟ ಹಾರುವ
pataangbaazi,pataangbaazi
patangbaji,ಗಾಳಿಪಟ ಹಾರುವ
flyingkite,ಫ್ಲೈಯಿಂಗ್ ಕೈಟ್
kiteflying,ಗಾಳಿಪಟ ಹಾರುವ
merakyukaata,ಸಂತೋಷವಾಗಿದೆ
woods,ವುಡ್ಸ್
ants,ಇರುವೆಗಳು
humanimals,ಮಾನವೀಯತೆಗಳು
hybrids,ಮಿಶ್ರತಳಿಗಳು
hybrid,ಹೈಬ್ರಿಡ್
sanjayleelabhansali,ಸಂಜಯ್ಲಾಭನ್ಸಲಿ
lectures,ಉಪನ್ಯಾಸಗಳು
stayactive,ಉಳಿಯುವ
stayfit,ಸ್ಟೀಫನ್
bodypositivity,ಬಾಡಿಪೊಸಿಟಿವಿಟಿ
gymanimal,gymanimal
masterni,ಮಾಸ್ಟರ್
taechers,ಶಿಕ್ಷಕರು
parentteachermeeting,ಪೋಷಕರ ಶಿಕ್ಷಕರ ಸಭೆ
breaktime,ವಿರಾಮದ ಸಮಯ
groupchat,ಗುಂಪು ಚಾಟ್
buddies,ಸ್ನೇಹಿತರು
groupplans,ಗ್ರೂಪ್ಲಾನ್ಗಳು
groupdiscussion,ಗುಂಪು ಚರ್ಚೆ
timekill,ಟೈಮ್ಕಿಲ್
whatsappgroup,ವಾಟ್ಸಾಪ್ ಗುಂಪು
spinster,ಸ್ಪಿನ್ಸ್ಟರ್
unwed,ಮದುವೆಯಾಗದ
unattached,ಜೋಡಿಸಲಾಗಿಲ್ಲ
solitary,ಏಕಾಂತ
stayhappy,ಸಂತೋಷವಾಗಿರು
honeybunny,ಹನಿಬನ್ನಿ
3Gbebiji,ಅದ್ಭುತ
changelife,ಚೇಂಜ್ಲೈಫ್
datingapp,ಡೇಟಿಂಗ್ಅಪ್
fling,ಕುಣಿತ
takeout,ಹೊರಗೆ ತೆಗಿ
datingapocalypse,ಡೇಟಾಪೊಕ್ಯಾಲಿಪ್ಸ್
tinderking,ಟಿಂಡರ್ಕಿಂಗ್
tinderqueen,ಶಿಖರಗಳ ರಾಣಿ
cuffingseason,ಕಫಿಂಗ್ ಸೀಸನ್
tindering,ಟಿಂಡರಿಂಗ್
beercan,ಬೀರ್ಕನ್
beerbottle,ಬಿಯರ್ ಬಾಟಲ್
bottomsup,ಕೆಳಗು ಮೇಲೆ
mockfight,ಅಣಕು ಹೋರಾಟ
cubicle,ಕ್ಯುಬಿಕಲ್
scold,ಬೈಯಿರಿ
masays,masays
momsays,ಅಮ್ಮಂದಿರು
andymooney,andymooney
mulan,ಮುಲಾನ್
tiana,ಟಿಯಾನಾ
kingdomhearts,ಕಿಂಗ್ಡಮ್ಹಾರ್ಟ್ಸ್
gupshup,ಗುಪ್ಶಪ್
groupconvo,groupconvo
instaclick,instaclick
instaselfie,instaselfie
selfienation,ಸ್ವಾರ್ಥತೆ
heroineofmylife,heroineofmylife
bitchface,ಬಿಚ್ಫೇಸ್
corporate,ಕಾರ್ಪೊರೇಟ್
9to5,ಕತ್ತರಿಸಿ
baadshahofbollywood,ಬಾದ್‌ಶಾಹೋಫ್‌ಬಾಲಿವುಡ್
mohabbatein,ಮೊಹಬ್ಬಾಟಿನ್
diltopagalhai,ದಿಲೋಟೋಪಗಲ್ ಆಗಿದೆ
chennaiexpress,chennaiexpress
dearzindagi,ಡಿಯರ್ಜಿಂಡಗಿ
adament,ಅಚಲ
blatant,ನಿರ್ದಯ
karnataka,ಕರ್ನಾಟಕ
madhyapradesh,ಮಧ್ಯಪ್ರದೇಶ
orissa,ಒರಿಸ್ಸಾ
arunachal pradesh,ಅರುಣಾಚಲ ಪ್ರದೇಶ
anuragkashyap,ಅನುರಗಕಶ್ಯಪ್
jharkhand,ಜಾರ್ಖಂಡ್
mohsina,ಮೊಹ್ಸಿನಾ
lipistick,ಲಿಪ್ಸ್ಟಿಕ್
ranadaggubati,ರಣದಗುಗುತಿ
tamannah,ತಮನ್ನಾ
avantika,ಅವಂತಿಕಾ
bijjaladev,ಬಿಜ್ಜಾಲ್ದೇವ್
anushkashetty,ಅನುಷ್ಕೆಟ್ಟಿ
birdmessengers,ಬರ್ಡ್‌ಮೆಸೆಂಜರ್ಸ್
bagicha,ಉದ್ಯಾನ
lookathim,ಲುಕತಿಮ್
totallyinlove,ಸಂಪೂರ್ಣವಾಗಿ
patanjali,ಪತಂಜಲಿ
yogaguru,ಯೋಗ ಗುರು
yogi entrepreneur,ಯೋಗಿ ಉದ್ಯಮಿ
ayurveda,ಆಯುರ್ವೇದ
yoga guru,ಯೋಗ
swamiramdev,ಸ್ವಾಮಿ ರಾಮದೇವ್
vedicholisticliving,ವೆಡಿಕೋಲಿಸ್ಟಿಕ್ಲೈವಿಂಗ್
Bam,ಬಾಮ್
BhuvanBam,ಭುವನ್‌ಬಾಮ್
Hutiyapa,ಚುಟಿಯಪ
HappyNaukar,ಹ್ಯಾಪಿನೌಕರ್
TheChaknaIssue,TheChaknaIssue
TVFBhootiyapa,ಟ್ವೋಭಭಿಯಾಪ
TheSalesman,ಮಾರಾಟಗಾರ
Banchokabreakup,ಬಾಂಚೋಕಾ ಬ್ರೇಕು ಪು
MrHola,MrHola
FameerFuddi,FameerFuddi
tacky,ಜಿಗುಟಾದ
CrayonShinChan,ಕ್ರಯೋನ್ಶಿನ್ಚಾನ್
weeklymangaaction,ಸಾಪ್ತಾಹಿಕ ನಿರ್ವಹಣೆ
YoshitoUsui,ಒಳ್ಳೆಯ ಮತ್ತು ತೆಳ್ಳಗಿನ
nohara,ಕ್ಷೇತ್ರ
Misae,ಸಹ ನೋಡಿ
FutabaKindergarten,ಫುಟಾಬಾದ ಸಂದರ್ಭದಲ್ಲಿ, ಆರ್ ಎಂಬುದು ಆರ್
Himawari Nohara,ಸೂರ್ಯಕಾಂತಿ
Mitzi Nohara,ಮಿಟ್ಜಿ ನೊಹರಾ
Kazama,ಕಜಾಮ
Hiro Nohara,ಹಿರೋನಹರಾ
Shinnosuke Nohara,ಶಿನೋಸುಕ್ ನೋ ಹರಾ
Nene Sakurada,ನೆನೆ ಸಕುರಾ
DannyAntonucci,ಡ್ಯಾನಿಆಂಟೊನುಸಿ
theEds,theEds
Eds,ಸಂಪಾದಕರು
Jawbreakers,ಜಾವ್ ಬ್ರೇಕರ್ಸ್
MayIhavethisEd,ಮೇಐಹವೆತಿಸ್ ಎಡ್
Vert-Ed-Go,ವರ್ಟ್-ಎಡ್-ಗೋ
Rent-A-Ed,ಬಾಡಿಗೆ-ಎ-ಎಡ್
OnceUponAnEd,ಒಮ್ಮೆಉಪಾನ್ಆನ್ಎಡ್
ItCameFromOuterEd,ItCameFromOuterEd
DuelingEds,ಡ್ಯುಲಿಂಗ್ ಎಡ್ಸ್
DawnoftheEds,ಡಾನೊಫ್ಥೆಡ್ಸ್
DimLitEd,ಡಿಮ್‌ಲಿಟ್‌ಎಡ್
AnEdintheBush,ಆನ್ ಎಡಿಂಥೆ ಬುಷ್
AnEdisBorn,ಆನ್ ಎಡಿಸ್ಬಾರ್ನ್
EdEddEddy,ಎಡ್ಎಡ್ಡಿ ಎಡ್ಡಿ
DoubleD,ಡಬಲ್ ಡಿ
Sarah,ಸಾರಾ
Riolf,ರಿಯೋಲ್ಫ್
Lee,ಲೀ
Kankers,ಕ್ಯಾನ್ಸರ್
SimpsonFamily,ಸಿಂಪ್ಸನ್ ಕುಟುಂಬ
TheSimpsons,ದಿ ಸಿಂಪ್ಸನ್ಸ್
Homer,ಹೋಮರ್
Marge,ಮಾರ್ಗ್
Bart,ಬಾರ್ಟ್
Lisa,ಲಿಸಾ
Akira,ಅಕಿರಾ
MrBurns,ಮಿಸ್ಟರ್ ಬರ್ನ್ಸ್
bauji,ಬೌಜಿ
naakkatwayega,Nakkatavayeka
menofstrength,menofstrength
girlswag,ಗರ್ಲ್ಸ್ ವ್ಯಾಗ್
monroe,ಮನ್ರೋ
marilyn,ಮರ್ಲಿನ್
marilynmonroe,ಮರ್ಲಿನ್ಮೊನ್ರೋ
politicalparty,ರಾಜಕೀಯ ಪಕ್ಷ
propaganda,ಪ್ರಚಾರ
amitydays,ಅಮಿಟಿ ಡೇಸ್
60s,60 ರ ದಶಕ
1960s,1960 ರ ದಶಕ
olde worlde,ಓಲ್ಡೆ ವರ್ಲ್ಡ್
yesteryear,ಹಿಂದಿನ ವರ್ಷ
hayday,ಹೇ ದಿನ
fifties,ಐವತ್ತರ
sixties,ಅರವತ್ತರ ದಶಕ
fredricks,ಫ್ರೆಡ್ರಿಕ್ಸ್
drtarika,drtarika
equals,ಸಮ
menandwomen,ಚಿಹ್ನೆ
progress,ಪ್ರಗತಿ
womensrights,ಮಹಿಳಾ ಹಕ್ಕುಗಳು
mensrights,ಪುರುಷರ ಹಕ್ಕುಗಳು
humanity,ಮಾನವೀಯತೆ
righttolive,ಬಲಗೈ
righttoequality,ಸಮಾನತೆಯ ಹಕ್ಕು
liberty,ಸ್ವಾತಂತ್ರ್ಯ
bigboss,ಬಿಗ್ ಬಾಸ್
bigboss10,ಬಿಗ್‌ಬಾಸ್ 10
bigbrother,ಹಿರಿಯಣ್ಣ
colorschannel,ಬಣ್ಣ ಚಾನೆಲ್
holidayseason,ರಜಾದಿನಗಳು
sledge,ಸ್ಲೆಡ್ಜ್
JesusChrist,ಜೀಸಸ್ಕ್ರಿಸ್ಟ್
Christ,ಕ್ರಿಸ್ತ
birthofChrist,birthofChrist
bahanebaaz,ನಟಿಸುವವ
patanahi,ಗರ್ಭಿಣಿಯಲ್ಲ
mummynemanakardiya,mummynemanakardiya
ajnahi,ಜಜ್ನಾ
Bulbapedia,ಬಲ್ಬಾಪೀಡಿಯಾ
Nintendo,ನಿಂಟೆಂಡೊ
Ivysaur,ಐವಿಸೌರ್
Evee,ಎ.ವಿ.
Sonarlax,Sonarlax
Ditto,ಡಿಟ್ಟೋ
Dragonite,ಡ್ರಾಗೊನೈಟ್
Pichu,ಹಿಂದೆ
Jigglypuff,ಜಿಗ್ಲಿಪಫ್
Vulpix,ವಲ್ಪಿಕ್ಸ್
Game Freak,ಗೇಮ್ ಫ್ರೀಕ್
PokemonGo,ಪೋಕ್ಮನ್ಗೋ
johnybarvo,johnybarvo
ShaggyRogers,ಶಾಗ್ಗಿ ರೋಜರ್ಸ್
FredJones,ಫ್ರೆಡ್‌ಜೋನ್ಸ್
Daphane,ಸಮಾಧಿ
Blake,ಬ್ಲೇಕ್
DaphaneBlake,ಡಫ್ನಬಲ್ಕೆ
VelmaDinkley,ವೆಲ್ಮಾ ಡಿಂಕ್ಲೆ
ScrappyDoo,ಸ್ಕ್ರ್ಯಾಪ್ಪಿಡೂ
Scooby-Doo2,ಸ್ಕೂಬಿ-ಡೂ 2
MonstersUnleashed,ರಾಕ್ಷಸರ ಬಿಚ್ಚಿದ
ScoobyDoobyDoo,ScoobyDoobyDoo
Scooby Snack,ಸ್ಕೂಬಿ ಸ್ನ್ಯಾಕ್
NInjaTurtles,NInjaTurtles
TeenageNinjaTurtles,ಟೀನೇಜ್ ನಿಂಜಾ ಆಮೆಗಳು
MutantTurtles,ಮ್ಯುಟೆಂಟ್ ಟರ್ಟಲ್ಸ್
Donatello,ಡೊನಾಟೆಲ್ಲೊ
Michaelangelo,ಮೈಕೆಲ್ಯಾಂಜೆಲೊ
TheGriffins,ದಿ ಗ್ರಿಫಿನ್ಸ್
Herbert,ಹರ್ಬರ್ಟ್
JoeSwanson,ಜೋಸ್ವಾನ್ಸನ್
KoolAidMan,Kulaitman
MarvelComics,ಮಾರ್ವೆಲ್ ಕಾಮಿಕ್ಸ್
Rogue,ರಾಕ್ಷಸ
JeanGrey,ಜೀನ್ಗ್ರೇ
Sabretooth,ಸಬ್ರೆಟೂತ್
Jubilee,ಮಹೋತ್ಸವ
Pyro,ಪೈರೋ
Toad,ಟೋಡ್
JKRowling,ಜೆಕೆ ರೌಲಿಂಗ್
harrypotterandtheorderofthephoenix,harrypotterandtheorderofthephoenix
philosophersstone,ತತ್ವಜ್ಞಾನಿಗಳು
chamberofsecrets,chamberofsecrets
gobletoffire,ಗೊಬ್ಲೆಟೊಫೈರ್
prisonerofazkerben,prisonerofazkerben
halfbloodprince,ಅರ್ಧ ರಕ್ತ ರಾಜಕುಮಾರ
deathlyhallows,ಸಾವಿನ ಗುಹೆಗಳು
wizardingworld,ಮಾಂತ್ರಿಕ ಜಗತ್ತು
fantasticbeasts,ಅದ್ಭುತ ಮೃಗಗಳು
Hermoine,ಹರ್ಮಿಯೋನ್
LordVoldemort,LordVoldemort
Draco,ಡ್ರಾಕೊ
lotsoflouges,lotsoflouges
louge,ಪೆವಿಲಿಯನ್
sabokay,sabokay
susuaya,ಸುಸುಯಾ
shhchup,ಚೆಕ್ಮೇಟ್
chupbe,ಚುಪ್ಪೆ
RoyalChallengers,ರಾಯಲ್ ಚಾಲೆಂಜರ್ಸ್
ShaneWatson,ಶೇನ್ ವ್ಯಾಟ್ಸನ್
Starc,ಸ್ಟಾರ್ಕ್
Chahal,ಚಹಲ್
MandeepSingh,ಮಂಡೀಪ್ಸಿಂಗ್
StuartBinny,ಸ್ಟುವರ್ಟ್ಬಿನ್ನಿ
Kings11Punjab,ಕಿಂಗ್ಸ್ 11 ಪಂಜಾಬ್
VirenderSehwag,ವೀರೇಂದ್ರಸೇವಾಗ್
Sehwag,ಸೆಹ್ವಾಗ್
MuraliVijay,ಮುರಲ್‌ವಿಜಯ್
Sandeepsharma,ಸಂದೀಪ್ಶರ್ಮಾ
MitchellJohnson,ಮಿಚೆಲ್ ಜಾನ್ಸನ್
AksharPatel,ಆಕ್ಸಾನ್
ShaunMarsh,ಒಪ್ಪಿಗೆ
GujaratLions,ಗುಜರಾತ್ಲಿಯನ್ಸ್
AaronFinch,ಆರನ್ ಫಿಂಚ್
Jadeja4,ಜಡೇಜಾ 4
DineshKarthik,ದಿನೇಶ್ಕರಥಿಕ್
PraveenKumar,Piravinkumar
DelhiDaredevils,ದೆಹಲಿ ಡೇರ್ ಡೆವಿಲ್ಸ್
Duminy,ಡುಮಿನಿ
KhaleelAhmed,ಖಲೀಲ್ಹ್ಯಾಮ್ಡ್
JayantYadav,ಅಪವಿತ್ರತೆ
PawanNegi,ಗಾಳಿ
KarunNair,ಕರುಣ್ನಾಯರ್
AlbieMorkel,ಆಲ್ಬಿ ಮೊರ್ಕೆಲ್
SaurabhTiwary,ಸೋಲಾರಿಯಂ
GurinderSandhu,ಗುರುಂದರ್ಸಂಧು
WayneParnell,ವೇಯ್ನ್‌ಪಾರ್ನೆಲ್
Brathwaite,ಬ್ರಾಥ್‌ವೈಟ್
JosButtler,ಜೋಸ್‌ಬಟ್ಲರ್
Rayudu,ರಾಯುಡು
PragyanOjha,ಪ್ರಜ್ಞಾನ್ ಓಜಾ
Guptill,ಗುಪ್ಟಿಲ್
ShreyasGopal,ಶ್ರೇಯಸ್ ಗೋಪಾಲ್
TimSouthee,ಟಿಮಿಸೌದಿಂದ
SteveSmith,ಸ್ಟೀವ್ಸ್ಮಿತ್
KevinPieterson,ಕೆವಿನ್ ಪೀಟರ್ಸನ್
MuruganAshwin,ಮುರುಗನ್ ಅಶ್ವಿನ್
Zampa,ಪಂಜ
AshokDinda,ಅಶೋಕ್ ದಿಂಡಾ
happybday,ಜನ್ಮದಿನದ ಶುಭಾಶಯಗಳು
happiebirthday,ಸಂತೋಷದ ಜನ್ಮದಿನ
anotheryear,ಮತ್ತೊಂದು ವರ್ಷ
surpriseparty,ಆಶ್ಚರ್ಯಕರ
DavidBenioff,ಡೇವಿಡ್ ಬೆನಿಯೋಫ್
fantasy,ಫ್ಯಾಂಟಸಿ
fantasyepic,ಫ್ಯಾಂಟಸಿಪೆಕ್
fantasydrama,ಫ್ಯಾಂಟಸಿ ನಾಟಕ
TimMiller,ಟಿಮ್ಮಿಲ್ಲರ್
RhettReese,ರೂಟ್‌ರೀಸ್
RyanReynolds,ರಿಯಾನ್ ರೆನಾಲ್ಡ್ಸ್
Vanessa,ವನೆಸ್ಸಾ
Institute,ಸಂಸ್ಥೆ
Birla,ಬಿರ್ಲಾ
1994,1994
epiccomedy,ಮಹಾಕಾವ್ಯ
RajkumarSantoshi,ರಾಜ್‌ಕುಮಾರ್ ಸಂತೋಶಿ
KarishmaKapoor,ವರ್ಚಸ್ವಿ
CrimemasterGogo,ಕ್ರೈಮ್ ಮಾಸ್ಟರ್ ಗೊಗೊ
ecommerce,ಇಕಾಮರ್ಸ್
harwishpurihogi,ಹಾ ಆರ್ ಶುರಿಹೋಗಿ
originalproducts,ಮೂಲ ಉತ್ಪನ್ನಗಳು
easilyaccessible,ಸುಲಭವಾಗಿ ಪ್ರವೇಶಿಸಬಹುದು
replaceable,ಬದಲಾಯಿಸಬಹುದಾದ
options,ಆಯ್ಕೆಗಳು
amazon,ಅಮೆಜಾನ್
ebay,ಇಬೇ
freedelivery,ವಿಮೋಚನೆ
debitcard,ಡೆಬಿಟ್ ಕಾರ್ಡ್
feline,ಬೆಕ್ಕಿನಂಥ
sassy,ಸಾಸಿ
ChuckLorre,ಚಕ್ಲೋರೆ
BillPrady,ಬಿಲ್ಪ್ರಾಡಿ
TBBT,ಟಿಬೆಟ್
BBT,ಬಿಬಿಟಿ
TheBigBangTheory,TheBigBangTheory
LeonardHofstadtar,ಲಿಯೊನಾರ್ಡ್ ಹಾಫ್ಸ್ಟಾಡ್ಟರ್
AmyFarahFowler,ಆಮಿ ಫರಾಹ್ ಫೌಲರ್
ArthurJeffries,ಆರ್ಥರ್ ಜೆಫ್ರಿಸ್
cricketmania,ಕ್ರಿಕೆಟ್ಮೇನಿಯಾ
IPLbaazigar,ಐಪಿಎಲ್ಬಾಜಿಗರ್
ShakidAlHasan,ಖಂಡಿತವಾಗಿ
Shauntait,ಶೌಂಟೈಟ್
Rajagopalsatish,ರಾಜಗೋಪಾಲ್ ಸತೀಶ್
MananSharma,ಮನಶರ್ಮ
SunilNarine,SunilNarine
SouravGanguly,ಸೌರವ್ ಗಂಗೂಲಿ
RedChillies,ರೆಡ್‌ಚಿಲ್ಲೀಸ್
RoadSigns,ರಸ್ತೆ ಚಿಹ್ನೆಗಳು
Fastenseatbelts,ಫಾಸ್ಟ್‌ಸೆನ್‌ಬೆಲ್ಟ್‌ಗಳು
nana patekar dialogues,ನಾನಾ ಪಾಟೆಕರ್ ಸಂವಾದಗಳು
movie scenes,ಚಲನಚಿತ್ರ ದೃಶ್ಯಗಳು
welcome movie dialogue,ಚಲನಚಿತ್ರ ಸಂವಾದವನ್ನು ಸ್ವಾಗತಿಸಿ
solace,ಸಾಂತ್ವನ
skywalker,ಸ್ಕೈವಾಕರ್
may the force be with you,ಬಲವು ನಿಮ್ಮೊಂದಿಗೆ ಇರಲಿ
episode 7,ಎಪಿಸೋಡ್ 7
stormtrooper,ಸ್ಟಾರ್ಮ್‌ಟೂಪರ್
galactic empire,ಗ್ಯಾಲಕ್ಸಿಯ ಸಾಮ್ರಾಜ್ಯ
nazar battu,ನಝರ್ ಬತ್ತು
battu,ಸೋಲಿಸಲ್ಪಟ್ಟರು
dalbeer,ದಲ್ಬೀರ್
satbeer,ಸತ್ಬೀರ್
boyz,ಬಾಯ್ಜ್
gand,ಹೋಗುವ
kanpatti,ಪ್ಯಾಚ್ ಭಾವನೆ
cheeseburger,ಚೀಸ್ ಬರ್ಗರ್
eager,ಉತ್ಸಾಹಿ
bilal,ಬಿಲಾಲ್
hawabaaz,haaaaaaaz
putanikhane,ಗೊಂದಲ
ping,ಪಿಂಗ್
c ya,ಸಿ ಈಗಾಗಲೇ
how u doing,ಹೇಗಿದ್ದೀಯಾ
m doing well,ನಾನು ಚೆನ್ನಾಗಿ ಮಾಡುತ್ತಿದ್ದೇನೆ
how r you,ನೀವು ಹೇಗಿದ್ದೀರಿ
watcha doing,ನೀನು ಏನು ಮಾಡ್ತಾ ಇದ್ದೀಯ
wats up,ಏನು ಸಮಾಚಾರ
where were you,ನೀ ಎಲ್ಲಿದ್ದೆ
good to see you,ನಿನ್ನ ನೋಡಿದ್ದು ಒಳ್ಳೆಯದಾಯ್ತು
nice talking to you,ನಿಮ್ಮೊಂದಿಗೆ ಮಾತನಾಡುವುದು ಒಳ್ಳೆಯದು
i dont know,ನನಗೆ ಗೊತ್ತಿಲ್ಲ
will reach sooner,ಶೀಘ್ರದಲ್ಲೇ ತಲುಪುತ್ತದೆ
groups,ಗುಂಪುಗಳು
smiles,ಸ್ಮೈಲ್ಸ್
group chats,ಗುಂಪು ಚಾಟ್‌ಗಳು
bonjour,ಹಲೋ
bon vivante,ಉತ್ತಮ ಜೀವನ
bon voyage,ಉತ್ತಮ ಪ್ರವಾಸ
have a good luck,ಅದೃಷ್ಟ
wish you the best,ನಿಮಗೆ ಒಳ್ಳೆಯದಾಗಲಿ
I am with you,ನಾನು ನಿನ್ನೊಂದಿಗಿದ್ದೇನೆ
i lovve you,ನಾನು ನಿನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ
Phir Hera Pheri,ಮತ್ತೆ ಪಿಟೀಲು
Agent vinod desi boyz,ಏಜೆಂಟ್ ವಿನೋದ್ ದೇಸಿ ಬಾಯ್ಜ್
Desi Boyz,ದೇಸಿ ಬಾಯ್ಜ್
Paresh Rawal,ಪರೇಶ್ ರಾವಲ್
Suniel Shetty,ಸುನಿಯೆಲ್ ಶೆಟ್ಟಿ
Tabu,ತಬು
Om Puri,ಶುದ್ಧ ಮನುಷ್ಯ
Hera Pheri 3,ಹೇರಾ ಫೆರಿ 3
John Abraham,ಜಾನ್ ಅಬ್ರಹಾಂ
Ahmed Khan will direct 'Hera Pheri 3',ಅಹ್ಮದ್ ಖಾನ್ 'ಹೇರಾ ಫೆರಿ 3' ನಿರ್ದೇಶಿಸಲಿದ್ದಾರೆ
Dabangg boys,ದಬಾಂಗ್ ಹುಡುಗರು
Kinsmart Diecast Metal Turbo Scooter,ಕಿನ್ಸ್‌ಮಾರ್ಟ್ ಡಿಕಾಸ್ಟ್ ಮೆಟಲ್ ಟರ್ಬೊ ಸ್ಕೂಟರ್
scooter - Honda,ಸ್ಕೂಟರ್ - ಹೋಂಡಾ
Calvin Klein Boys,ಕ್ಯಾಲ್ವಿನ್ ಕ್ಲೈನ್ ​​ಬಾಯ್ಸ್
Johnnie Lene Boy's,ಜಾನಿ ಲೆನೆ ಬಾಯ್
Spring Notion Little Boys,ಸ್ಪ್ರಿಂಗ್ ಕಲ್ಪನೆ ಲಿಟಲ್ ಬಾಯ್ಸ್
keep calm and hawabaaz,ಶಾಂತವಾಗಿರಿ ಮತ್ತು ಹವಾಬಾಜ್
BHADKANA HAWABAAZ,ಧನ್ಯವಾದಗಳು
