bobble,berbandul
sleet,hujan bercampur salju
torrent water,air deras
faisal,faisal
rajesh khanna,rajesh khanna
pushpa,pushpa
graduate,lulus
scholar,sarjana
stuff,barang
studentboy,pelajar
studentgirls,siswi
aboutstudents,tentang siswa
boythings,anak laki-laki
girlsthings,girlsthings
schoolboy,anak sekolah
schoolgirls,siswi
academy,akademi
seminary,seminari
universityboy,anak universitas
universitygirls,mahasiswi
aprilmonth,bulan April
feelgood,merasa baik
april fool day,April bodoh
Jai Maharashtra,Jai Maharashtra
Jai Maharashtra new,Jai Maharashtra baru
Maharashtranews,Maharashtra
Maharashtravideo,Maharashtravideo
Maharashtraphoto,Foto Maharashtra
Maharashtraimages,Gambar Maharashtra
hideous,mengerikan
malicious,jahat
vicious,ganas
vile,keji
red evil,kejahatan merah
sinful,penuh dosa
desiman,memusnahkan
college time,waktu kuliah
gabbar daaku,Gabber Bandit
commission,Komisi
jhoot bole,Berbohong
Kauva Kaate,Menggigit gagak
kale kauve se daro,Takut pada gagak hitam
kontha,beberapa
according to what,menurut apa
after what,setelah apa
diminutive,kecil
midget,cebol
delightful,menyenangkan
go at,pergilah
japanman,Di jepang
japancartoon,japancartoon
cheater,penipu
swindler,penipu
swindlergirl,swindlergirl
deceiver,penipu
scammer,scammer
exploitation,eksploitasi
misconduct,kesalahan
misdeed,kelakuan buruk
buck,uang
salmaan khan,Salman Khan
bluster,menggertak
aniversary,ulang tahun
bewadey,rusa
talkies,talkie
saini,saini
chating,chatting
comments,komentar
rapper,rapper
draft,minuman
workflow,alur kerja
left swipe,geser ke kiri
girls on tinder,gadis di tinder
boys on tinder,anak laki-laki di tinder
lovin it,sayangilah itu
loving it,mencintainya
mac d,mac d
onlyonflipkart,onlyonflipkart
shop on phone,berbelanja di telepon
shopping app,aplikasi belanja
hottest shopping app,aplikasi belanja terpanas
fashion shopping,belanja fashion
electronics shopping,belanja elektronik
shopping mobile,belanja ponsel
TrendingOnFlipkart,TrendingOnFlipkart
flipkart sports,olahraga flipkart
flipkart sports days,hari olahraga flipkart
shop on flipkart,berbelanja di flipkart
end of season sale,penjualan akhir musim
flipkart sale,penjualan flipkart
thanda matlab coca cola,thanda matlab coca cola
food order,pesanan makanan
order food,memesan makanan
restaurants in the city,restoran di kota
bars in,bar di
restaurants in,restoran di
deliver food,mengantarkan makanan
restaurant delivery,pengiriman restoran
zomato deals,penawaran zomato
zomato reviews,ulasan tentang zomato
zomato app,aplikasi zomat
online food ordering,pemesanan makanan online
hungry souls,jiwa yang lapar
kattapa,Kattappa
wkkb,wkkb
mara,kali
Heroines,Pahlawan
chagayeguru,chagaeguru
purabkabeta,Purbakabetta
bhojrurifunny,bhojrurifunny
Maccha,Maccha
Macchi,Macchi
nasionalisme,nasionalisme
perjuangan,perjuangan
thankful,berterimakasih
happy mothers day,Selamat Hari Ibu
14 may,14 Mei
Moms love,Ibu sayang
guddu,Guddu
super powers,kekuatan super
super heores,pahlawan super
super heroes,pahlawan super
jla,jla
super humans,manusia super
aqua man,aqua man
carry minati,bawa minati
IIT alumni,Alumni IIT
make my trip,melakukan perjalanan saya
dhichak,Kesombongan
roza,bangkit
roze,merah muda
sehri,kota
AC DC,AC DC
hymn,nyanyian pujian
modern,modern
jazz,jazz
fusion,fusi
acoustic,akustik
opera,opera
instrumental,instrumental
hard rock,hard rock
heavy metal,logam berat
mahua,Putar
lolipop,lolipop
lagelu,tinta
मोह्हबत,Cinta
लोवेरिआ,Loveria
sushant,Sushant
kriti,Kreta
tesing,menggoda
loilipop,lolipop
javani,Pemuda
Nazarbattu,Nazarbattu
NB,NB
tarakMehta,Asterisme
Jethalal,Jethalal
baaga,baaga
suvidha,Fasilitas
daily dialogues,dialog harian
super power,adikuasa
sdfghj,sdfghj
dfghjk,dfghjk
dfghjkl;,dfghjkl;
sdfghjkl,sdfghjkl
edrftghj,edrftghj
xcvghbjnkm,xcvghbjnkm
Superhero Indonesia,Superhero Indonesia
rent,menyewa
lease,sewa
masak,masak
trend,kecenderungan
buzzword,kata kunci
lough,lough
daily meme,meme harian
funny jokes,lelucon lucu
acara,acara
proklamasi,proklamasi
garuda,garuda
garudaIndonesia,garudaIndonesia
dorga puja,durga puja
suku,suku
dedemit,dedemit
okay jaanu,oke jaanu
kuch kuch locha hai,Ada yang buruk
kudi saturday,uang sabtu
baywatch bitches,pelacur baywatch
kaala chasma,Waktu plasma
main lovely ho gayi yaar,Saya sayang sekali
alia bhatt,alia bhatt
priyanka chopra,Priyanka Chopra
ram kapoor,ram kapoor
siddhart malhotra,sidharth malhotra
my girlfriend,pacar saya
meri girlfriends hai,Pacarku adalah
you are too sexy,kamu terlalu seksi
sportif,sporty
Selamat Hari Ibu,Selamat Hari Ibu
ny2018,ny2018
byebye2017,olehebye2017
bada din,mandilah milikmu
christmas day,Hari Natal
lucu,lucu
stiker,stiker
mendengar,mendengar
mendengarbro,dengar itu
hari ulang tahun,hari ulang tahun
perayaan,perayaan
HumBadlengeDesh,Kami akan mengubah negara
testtest,tes tes
testertest,uji tes
festval,meriah
Tags: IPL,Tag: IPL
memes everyday,meme setiap hari
What's Hot,Apa yang panas
feeling low,merasa rendah
Ghanshyam Tiwari,Ghanshyam Tiwari
bhaibahen,Saudara laki-laki
groom,pengantin pria
jiwansathi,jiwansathi
benglish,Bahasa Inggris
iss,iss
valentine's day,hari Valentine
dilmoji,dilmoji
trump in india,truf di India
namaste trump,namaste truf
sherawalima,sherawali maa
maiya,Malt
navratren,navratren
workaday,menjemukan
aloha,aloha
notice,memperhatikan
respects,hormat
salaam,salam
acknowledgment,pengakuan
mocha,moka
demitasse,demitasse
cappuccino,cappuccino
espresso,espreso
feature,fitur
talkie,talkie
grief,kesedihan
empathy,empati
animated umozi,animasi umozi
vivid,jelas
animate,menghidupkan
arnab,kelinci
flatmate,teman flatmate
mikesh,Mikesh
tanya,tanya
tannu,tannu
tanu,diri
permanent roommate,teman sekamar permanen
companion,pendamping
ally,sekutu
sidekick,sahabat karib
schoolmate,teman sekolah
attachment,lampiran
delight,menyenangkan
double,dua kali lipat
soulmate,belahan jiwa
boy friend,teman laki-laki
admirer,pengagum
Conversation Starters,Pemula Percakapan
initiator,pemrakarsa
begn,mohon
initiate,memulai
kickoff,kickoff
creation,penciptaan
expressing,mengekspresikan
knowing,penuh arti
uth,Bangun
uthh,Bangun
whats been up,apa yang terjadi
bliss,kebahagiaan
amusement,hiburan
glee,lagu
heartening,membesarkan hati
pleasurable,menyenangkan
rapturous,penuh gairah
cheery,riang
lighthearted,periang
jubilant,gembira
gala,gala
fiesta,pesta
fireplace,perapian
fireside,api unggun
hose,selang
giveaway,memberikan
pleasure,kesenangan
snowfall,salju yg turun
snowdrift,snowdrift
snowflake,kepingan salju
snow crystal,kristal salju
wintertime,musim dingin
mischievous,nakal
hop,melompat
salutation,salam
carouse,carouse
glorify,memuliakan
observance,ketaatan
triumph,kemenangan
jesus,yesus
Good Shepherd,Gembala yang baik
King of Kings,Raja dari segala raja
Lamb of God,domba Tuhan
Lord of Lords,Tuan para Tuan
Messiah,Mesias
Prince of Peace,Pangeran kedamaian
pleasing,menyenangkan
engaging,menarik
alluring,menarik
enchanting,mempesona
graceful,anggun
dainty,halus
captivating,menawan
sumptuous,mewah
impressive,impresif
dazzling,menyilaukan
good-looking,bagus dilihat
ravishing,yg menggairahkan
splendid,megah
elegant,anggun
exquisite,sangat indah
newlyweds,pengantin baru
enchantment,pesona
flirtation,godaan
courtship,pacaran
compassion,kasih sayang
datenight,malam data
beau,pesolek
dearest,yang tersayang
flame,api
hit on,tekan
rouge,pemerah pipi
appealing,menarik
relationship goals,tujuan hubungan
likeness,kemiripan
bond,obligasi
cupckae,cupcake
cupcake,cupcake
peach,Persik
cutie-pie,kue manis
dream girl,gadis impian
closeness,kedekatan
acquaintance,kenalan
shout,berteriak
frends,Frend
pact,pakta
sympathy,simpati
agony,kesakitan
parting,perpisahan
splitsville,splitsville
tear,air mata
new year greetings,salam tahun baru
kickass,tendang bokong
solid,padat
new year party,pesta tahun Baru
NYE PARTY,PIHAK BARU
guru gobind singh,Guru Gobind Singh
guru govind singh,Guru Govind Singh
guru govind singh ji,Guru Gobind Singh
guru gobind singh ji,guru gobind singh ji
festivities,perayaan
observe,mengamati
Guru Govind Singh Jayanti,Guru Gobind Singh Jayanti
dance moves,gerakan tarian
spin,berputar
single ladies,wanita lajang
beyonce,beyonce
michael jackson,michael jackson
bollywood dance,tarian bollywood
bollywood songs,lagu bollywood
twerk,twerk
twerking,twerking
psy,psy
gangnam style,gaya Gangnam
towel dance,menari handuk
jawani fir na aaye,Pemuda tidak pernah datang lagi
jawani fir na aae,Fir na aaye
macarena,makarena
ik pal ka jeena,saya sahabat ka jeena
ek pal ka jeena,Hidup sebentar
hrithink roshan dance,tari hrithik roshan
beat it,kalahkan itu
jabardast,Luar biasa
one liners,satu garis
spontaneous,spontan
impromptu,mendadak
waheguru,waheguru
bajrang,bajrang
luxmi,Lukmi
balaji,balaji
venkateshwara,Venkateshwara
godesses,dewi
kaanha,kaanha
natraj,natraj
what's,apa itu
yoo,yoo
muhaavra,Idiom
jabar,jabar
middle finger,jari tengah
st. valentine,st. 
muaah,muaah
patch up,menyelesaikan
lovestruck,lovestruck
love at first sight,cinta pada pandangan pertama
warm hug,pelukan hangat
yours forever,milikmu selamanya
forever and always,selamanya dan selalu
fights,perkelahian
movie time,waktunya menonton film
poporn,poporn
international,internasional
love you forever,mencintaimu selamanya
treadmill,pekerjaan yg membosankan
warm up,pemanasan
push ups,push up
medidation,meditasi
om shanti om,tentang shanti tentang
balanced diet,diet seimbang
jinendra,Jinendra
guru nanak,guru yang baik
ibaadat,Ibadah
christians,orang kristen
jainism,jainisme
hinduism,Hinduisme
nanak sahib,Nank Sahib
sabka maalik ek,Tuan semua
buddhism,agama Buddha
buddham,buddham
sarnam,Nama keluarga
gacchami,gacchami
faith,iman
almighty,mahakuasa
honour,kehormatan
God is one,Tuhan itu satu
rivals,saingan
LBW,BBLR
stamina,daya tahan
royal challengers,penantang kerajaan
switch hit,saklar tekan
reverse sweep,sapu terbalik
fourth umpire,wasit keempat
chaukka,Berempat
no ball,tidak ada bola
six runs,enam lari
no runs,tidak berjalan
white ball,bola putih
man of the match,bintang pertandingan
veg,sayuran
non veg,non Veg
meals,makanan
m loving it,Saya menyukainya
quenched,padam
happines,kebahagiaan
favorite meal,makanan favorit
mc puff,mc puff
non veg burger,burger non sayuran
just kidding,hanya bercanda
hahahahha,hahahahha
fools month,bulan bodoh
mauj,Menyenangkan
kadak launde,Howl
patana,Patna
patao,Di halaman
aa rahe hain,Datang
cool',keren'
cuss words,kata makian
gujjar bhai,Gujjar Bhai
track,jalur
wrestler,pegulat
wrestler wwe,pegulat wwe
psychedelic,psikedelik
hallucinations,halusinasi
smoke up,merokok
trippy,trippy
IMDB,IMDB
release,melepaskan
themes,tema
topics,topik
gif,gif
spider man,manusia laba-laba
wwe raw,kami mentah
tussle,pergumulan
wrestlers,pegulat
john cena,john cena
BOBBY ROODE,ROOD BOBBY
Alexa Bliss,Alexa Bliss
Trish Stratus,Trish Stratus
Naomi,Naomi
Mickie James,Mickie James
Asuka,Asuka
Alicia,Alicia
Neville,Neville
Great Khali,Khali yang luar biasa
Dean Ambrose,Dean Ambrose
Brock Lesnar,Brock Lesnar
damm,debu
dangdut,dangdut
hari merdeka,hari kemerdekaan
lomba,lomba
tujuhbelasan indonesia,sevenfold indonesia
independece day,hari Kemerdekaan
royal enfield,royal enfield
imran hashmi,imran hashmi
shradha,Hormat
have a dog,punya anjing
tomy,tomy
manali,manali
simla,simla
ab toh kar le,Sekarang lakukanlah
ladakh,Ladakh
is saal,Tahun ini
ab toh,Sekarang
valentine gif,valentine gif
love gif,cinta gif
propose gif,usulkan gif
reebok,reebok
bahna,lumpur
New year 2019,Tahun baru 2019
iss saal soch badal daal,Ubah tahun ini
chit-chat,chit-chat
office-office,kantor-kantor
coulege,rekan
kumbhkaran,Aquarius
wakey,bangun
suna,panggilan
occupied,ditempati
tied,terikat
busy bee,lebah yang sibuk
bohat,bohat
complaining,mengeluh
seeking,pencarian
chale,Pergi
openning,pembukaan
waving,melambai
arey,Itu dia
knock knock,ketukan ketukan
suno,Suno
pointed,runcing
wheeler,kendaraan roda
two wheeeler,kendaraan roda dua
see saw,jungkat jungkit
snow mountains,gunung salju
shiny,berkilau
decoration,dekorasi
guyy,laki-laki
bringing,membawa
merry xmas,selamat hari natal
cristmas,hari Natal
enter,memasukkan
youve,kamu sudah
mischieve,salah paham
mischievious,nakal
sited,terletak
fiance,tunangan
hlding,memegang
cutness,kelucuan
listing,daftar
bab,bab
goals,tujuan
strumming,memetik
forvever,selama-lamanya
bed time,waktu tidur
late night calls,panggilan larut malam
chats,obrolan
conference,konferensi
chuddi,bersembunyi
fooling,bodoh
lounge,lounge
tearup,sobek
tore up,merobek
chuddy,chuddy
childhood friend,teman masa kecil
popcorn tub,bak popcorn
theater,teater
hung,digantung
soulsister,soulsister
slaying,membunuh
zone,daerah
crack,retak
toot,tiupan
bruhs,bruhs
hi5,Goyah
sodey,hakim
jagah,Tempat
soda,soda
fill,mengisi
pour,untuk
spilling,tumpah
coolio,coolio
bha,Itu keluar
mada,Tetap saja
fakka,fakka
dj set,set dj
console,menghibur
wants,inginkan
pictchers,foto-foto
janna,Surga
chahta,Dicari
sit,duduk
private,pribadi
privately,secara pribadi
lekin,tapi
good bye,Selamat tinggal
petey,Untuk mendapatkan
thubs,thubs
heyya,heyya
thats,itu
arghhhh,arghhhh
puzzled,bingung
pictures,foto-foto
gangnam,gangnam
campagne,pedesaan
caprio,Caprio
gentle man,pria yang lembut
masks,topeng
sprinkle,percikan
dushman,musuh
haters,pembenci
Happy Gurpurab,Selamat Gurpurab
Guru Govind Singh Jayanti in India,Guru Gobind Singh Jayanti di India
joining,bergabung
gurpurab,gurpurab
khanda,Khanda
beyonce dancing,menari beyonce
hrithik roshan,hrithik roshan
hrithik dancing,menari hrithik
girl dancing,gadis menari
salmaan khan dancing,Salman Khan Dancing
got this babe,dapatkan bayi ini
sexy dance moves,gerakan tarian seksi
cha cha,cha cha
cha cha cha,cha cha cha cha
oppa,oppa
watch my swag,lihat barang curian saya
moonwalk,moonwalk
moonwalking,moonwalking
moon walking,berjalan bulan
moon walk,berjalan bulan
man dancing,Pria menari
oppa gangnam style,gaya oppa gangnam
guy dancing,pria menari
boy dancing,anak laki-laki menari
ted,ted
round,bulat
arent,arent
ape,kera
chimpanzee,simpanse
disgusting,menjijikkan
specticles,kacamata
chimp,simpanse
siet,buru-buru
hungover,mabuk
upgrading,perbaikan
documents,dokumen
mustache,kumis
french,Perancis
deleted,dihapus
account,Akun
offline,offline
fateh,Buka
wahe,Mengalir
dev,dev
jab,tusukan
kripa,garam
shee,shee
raamnavmi,Ramanavami
vaishno,vaishno
banke,bank
vighn,Gangguan
harta,peta
karta,peta
ganeshaye,Ganeshaay
namha,nama
maurya,maurya
venkateswara,Venkateswara
saibaba,Saibaba
vaishnu,Wisnu
barjangbali,barjangbali
tod,rubah
nali,Dimana
mouriya,Mauria
bhadiya,Serigala
chauchak,chauchak
hipster,hipster
speakers,pembicara
dawat,Undangan
kumbkaran,bengkak
muaaf,Maaf
eiffel,eiffel
snapchat,Snapchat
oke,oke
oki,Saya peduli
doke,Doke
dokey,dokey
kameene,Keparat
haraami,Bajingan
that's,itu
okey,oke
clapping,bertepuk tangan
yey,dia
rehne de,memusuhi
unki,Mereka
hoti,Akan memiliki
jinki,jinki
jhandbaa,Bendera
ghamandbaa,Membanggakan
gram,gram
hojayegi,Akan dilakukan
jayegi,Akan pergi
dip,menukik
sone,daerah
hass,memiliki
ander,lainnya
ashleel,ashleel
nanga,nanga
takraoge,Akan bertemu
choor,Chur
hojaoge,Anda akan mendapatkannya
walnut,kenari
phrase,frasa
muhavra,Idiom
tricolor,triwarna
airoplane,pesawat terbang
airpane,pesawat terbang
jet,jet
tircolor,Berwarna lingkaran
jind,kerinduan
deol,Deol
kite flying,layang-layang terbang
rooftop,atap
roof,atap
patangbaazi,Layang-layang terbang
let's,ayo
pongli,pong
lodri,Lodr
wadhayi,bersatu
bhanngra,Rapuh
giddha,Hering
bonfire,api unggun
shivaye,Shivaay
shivraatri,Shivratri
naag,wanita
panchmi,Panchami
selfie stick,tongkat selfie
lagenge,Akan mengambil
pelne,penuh
lagoge,Akan terlihat
khelne,Untuk bermain
jaha,oh baik
padh,Baca
rah,Rah
chuke,Pernah
giploma,sebuah diploma
destroy,menghancurkan
destroys,menghancurkan
life lesson,pelajaran hidup
accident,kecelakaan
purpose,tujuan
watersplash,cipratan air
balam pichkari,Balam Pichkari
coloured water,air berwarna
proud women,wanita bangga
proud woman,wanita yang sombong
made for each other,dibuat untuk satu sama lain
love birds,burung lovebird
loveable,sayang
valentine 's day,hari Valentine
4eva,cheva
love you always,selalu mencintaimu
adore,cinta
as sweet as chocolate,semanis cokelat
lets',mari
you are my life,kamulah hidupku
valnetine,valentine
jaaanu,Apa itu Zayn?
love you alot,sangat mencintaimu
love you so much,sangat mencintaimu
token of love,tanda cinta
thats',itu
in the gym,di gym
fitness goal,tujuan kebugaran
body and soul,jiwa dan raga
dumbles,dumbles
shanti shanti shanti,Damai Damai Damai
om chant,tentang nyanyian
stopping,henti
jog,joging
eary morning,dini hari
zat,sat
fitness comes first,kebugaran menjadi yang utama
relieve,meringankan
beating stress like,seperti mengalahkan stres
chaos,kekacauan
heart out,hati keluar
regret,penyesalan
enna,apa
mind it,pikirkan itu
thalaivaa,serambi yg bertiang
heropanti,Heropanti
sun na,Saya na
jalti hai,Terbakar
i like you,aku suka kamu
good friends,teman baik
hook me up,kaitkan aku
dudevorce,dudevorce
betrayal,pengkhianatan
bonding,ikatan
happy bday,Selamat ulang tahun
hour,jam
light energy,energi cahaya
darkness,kegelapan
no lights,tidak ada lampu
lights off,lampu mati
zero visibility,visibilitas nol
movement,gerakan
groove,alur
Sai ka saath,Sai ka saath
sab maalik ek,Sub Pemilik Satu
worries,khawatir
Saranam,bait
Lord Buddha,Sang Buddha
nam myoho renge kyo,Mengapa nama mayho rege
jai jinendra,Jai Jinendra
believers,orang percaya
mary,mary
God is once,Tuhan itu dulu
Lord jesus,Tuhan Yesus
preacher,pengkhotbah
cover,penutup
wheels,roda
greed,keserakahan
want one,mau satu
wanna be,wanna be
donalds,donalds
friench fries,kentang goreng
para pa pa,untuk pa pa
no share,tidak ada bagian
nom nom  nom,nama nama nama
hate sharing,benci berbagi
potato fries,kentang goreng
priority,prioritas
yumm,yumm
happy april fool,selamat April bodoh
hindi new year,tahun baru hindi
shubhkamnayein,Harapan terbaik
best wishes,semoga sukses
gudi padwa,kamu sebenarnya tidak
happy gudi padwa,selamat gudi padwa
congratulation,selamat
travel story,kisah perjalanan
ehsas,Sensasi
items,barang
bazar,bazar
kharidari,Belanja
achanak,Tiba-tiba
larki,larki
paheli,Teka-teki
flip,Balik
ungli kerna,Ke jari
ungli dikhana,Tampilkan jari
gali dena,bisa dena
alvida,Selamat tinggal
chalta hoon,Akan berjalan
jaraha hoon,Saya
larka,larch
admi,adm
accha hai,Bagus
troll,troll
ungli dekhana,Menonton jari
ungli karna,Ke jari
sunyeah,sunyeah
pukarna,Teleponlah
gana,menang
suwagatam,Selamat datang
haat,benci
birdu,BrdU
notepad,notes
interview,wawancara
sundar,Indah
malik,malik
chairman,ketua
vip,vip
honeymoon,bulan madu
naachna,Menari
rowdy,gaduh
bajana,Bermain
vespa,vespa
batli,batli
takya,Takya
pent,terpendam
party bombs,bom pesta
party bombers,pembom pesta
recruit,rekrut
hire,mempekerjakan
taanka,paha
duddies,duddies
biddu,meminta
bhai chara,bhai chara
budddies,teman
drees,drees
goggle,goggle
dosit,Dosit
aniverssary,hari jadi
saalgira,Salgira
choorna,Bubuk
gheerna,gheerna
hirt,hirt
sunder,Indah
hud,kulit
vyast,Sibuk
conservative,konservatif
target,target
maarna,berbalik
laundiya,Laundia
moove,moove
ugadi,atadi
artri,arthri
arti,arti
chaaand,Chawand
auraat,Wanita itu
ungli korna,jagung muda
chummban,chummban
Farishta,Malaikat
bhaloo,Bagus juga
galey milna,masukkan milna
naive,naif
hameshaa,Selalu
shitr,Sheeter
fitness girl,gadis kebugaran
kasrat,Latihan
stretching,peregangan
fitness boy,anak kebugaran
refresh,menyegarkan
taat,patuh
uga,itu
lein,baris
jashan,Perayaan
natan,natan
rupea,pemecahan
paisawala,paisawala
ameer,Kaya
shakira,shakira
badword,kata kotor
101,101
kabootaron me,Di merpati
batunga,mereka sendiri
cannabis,ganja
kabooter,sopir taksi
charsi,charsi
cocain,kokain
charas,sukacita
ladkaadmi,Masa kecil
pighal,Meleleh
ria,ria
Shannu,sangat marah
medical,medis
dawa khana,Makan obat
Bholi,Naif
kitne,biru
loss,kerugian
10kg,10kg
10 days,10 hari
Itne,itne
yehi,Ini
milega,Akan mendapatkan
jens,jens
mohabbot,Cinta
woma,woma
Suresh,Suresh
all rounder,semua serba
hardees,hardees
zinger,zinger
tables,meja
disco outfit,pakaian disko
Tea leaf,Daun teh
willpower,tekad
joggers,jogging
running shoes,sepatu lari
puma,puma
adidas,adidas
green dress,gaun hijau
neck piece,potongan leher
Gym outfit,Pakaian olahraga
Selfie queen,Ratu selfie
Casual tees,Tee kasual
Colourful bags,Tas berwarna-warni
