bobble,बडबड
upakaran,साहित्य
sadak ka deepak,पथदीप
pressure coocker,प्रेशर कुकर
chamchal,चंचल
bhandara ghar,स्टोअर हाऊस
blows,एकेरीवर
kuchi,तोंड
tilak,टिळक
\frock,ock फ्रॉक
fense,गुलाबी
waheguru ji,waheguru जी
shani dev,shani dev
katar,कतार
santa dress,सांता ड्रेस
fidget spiner,विजेट स्पिनर
tshir,टी शर्ट
winter cap,हिवाळ्याची टोपी
christmas ped,ख्रिसमस पेड
see-saw, santa claus,पहा-सॉ, सांता क्लॉज
bicycles,सायकली
shirtl,शर्टल
tairaakee poshaak,तिरकी वेशभूषा
turturi,कासव
dana,दाना
romace,प्रणय
green board,ग्रीन बोर्ड
hara board,हारा बोर्ड
shower watering pot,शॉवर पाणी पिण्याची भांडे
jutel,जूटेल
pani wala bartan,पाण्याचे भांडे
ice cream store,आईस्क्रीम स्टोअर
ice cream dukan,आईस्क्रीम दुकान
dancing challa,नृत्य चाला
kele ka chilka,kele ka chilka
joint, pant, t-shirt,,संयुक्त, पंत, टी-शर्ट,
t-shirt,,टी-शर्ट,
aa gaya apna sathi,हा तुमचा पार्टनर येतो
Lesnar,लेसनर
dean,डीन
ambrose,roम्ब्रोस
mickie,मिकी
james,जेम्स
Tirsh,भीती
stratus,स्ट्रॅटस
Alexa,अलेक्सा
khushii,खुशी
moble,फर्निचर
lord shiva idol,भगवान शिव मूर्ती
happy, worship,आनंदी, उपासना
dud,डड
ansmanjas,अस्मानमज
playground,खेळाचे मैदान
khel maidan,खेळाचे मैदान
yoga clothes,योगाचे कपडे
lighthouse,दीपगृह
running clothes,चालू कपडे
happy, lagan,आनंदी, लग्न
dridta,दृढता
workout clothes,कसरत कपडे
teddy bear toy,टेडी अस्वल खेळण्यांचे
teady bear costume,टेडी अस्वल पोशाख
bhalu vali paushak,अस्वल पोशाख
teddy bear paushak,टेडी अस्वल पोशाख
bhalu ka costume,bhalu ka costume
bhalu vala khilona,खेळण्यांचे अस्वल
bhalu vala toy,मुलगा निव्वळ टॉय
vahan,तेथे
aura,आभा
daera,डायरा
gola,नग्न
bewakuf,मूर्ख
ganesha idol,गणेश मूर्ती
bhagwan ganesh ki murti,भगवान गणेश मूर्ती
hawaijahaj,विमान
nakaratmak,नकारात्मक
lines,ओळी
lakeere,ओळ
lord rama,भगवान राम
blessed,धन्य
bhagwan raam ki murti,भगवंताची मूर्ती
sadhak,साधक
red carpet,लाल गालिचा
excied,उत्साही
lakire,ओळ
bamb,बॉम्ब
surakshit,सुरक्षित
graduation cap,पदवी कॅप
graduation ki topi,काय पदवी हॅट
super hero costume,सुपर नायक पोशाख
super hero paushakh,सुपरहीरो पोशाख
trademill,ट्रेडमिल
thale,thale
ilzam,आरोप
bands,बँड
chidhana,छेडणे
shcoked,धक्का बसला
bhagwan ki murat,देवाची प्रतिमा
rink,रिंक
trunk,खोड
dhuki,चला
abhdra sanket,अभद्र सिग्नल
face masks,चेहरा मुखवटे
aatamvishawas,aatamvishawas
shuttle,शटल
tat,टॅट
kapde, nadi,कपडे, नदी
army dress,सैन्य पोशाख
tricolours,तिरंगा
bhartiya tiranga,भारतीय तिरंगा
skpde,skpde
parl,पूर्ण झाले
dhinchak puja,पूजा
pads,पॅड
instruments,उपकरणे
band drunms,बँड ड्रम
maroon 5,मारून 5
bub,बब
role,भूमिका
falafel,फलाफेल
veg roll,शाकाहारी रोल
lebanese roll,लेबनीज रोल
soft,मऊ
badge,बॅज
hostage,ओलिस
amitabh bachchan,अमिताभ बच्चन
pahaadi,टेकडी
kaidi,कैदी
loud speaker,लाऊड स्पीकर
suglasses,संमती
aatmamvishwas,आत्मविश्वास
jagga jasus,जग्गा जासूस
jagga jasoos,जग्गा जासूस
taalika,यादी
cheer girls,आनंदी मुली
pawda,पाव
chairs,खुर्च्या
seven,सात
khalisee,खलिसे
jung,जंग
john,जॉन
aapne,आपण
kia,तेथे
trivago,ट्रिवॅगो
sejal,पेरले
degan,तो म्हणाला
jantungku,माझे हृदय
deg,आपण
satu,एक
begadang,उशीरापर्यंत राहणे
stop kau,तुला थांबव
aku kerja,मी काम करतो
inul bergoyang,inul डूबले
begadang jangan,उशीर करू नका
pandangan,पहा
jatuh bangun,चढउतार
kau gadis,तू मुलगी
akulah si,मी एक आहे
cuma kamu,फक्त तू
saya putri,मी राजकन्या आहे
bandookbaz,शॉटगन
nawaj,नवाज
sarahah,सारा
hashmi,हाश्मी
ram raheem,राम रहीम
ram ramim,राम रामिम
we love animal,आम्हाला प्राणी आवडतात
treet,झाड
jackey,जाकी
Furball,फुरबॉल
jhabra,झगमगाट
furr,फर
handshake,हँडशेक
timber,इमारती लाकूड
tommy,टॉमी
I am with my dog,मी माझ्या कुत्र्यासह आहे
i bought a puppy,मी एक पिल्ला विकत घेतला
very cute,खूप गोंडस
workout with dog,कुत्रा सह कसरत
workout with my pet,माझ्या पाळीव प्राण्यांसह कसरत
workout in my room,माझ्या खोलीत कसरत
judwa 2,जुळे 2
I have my girlfriend,माझी एक मैत्रीण आहे
at beach,समुद्रकिनार्यावर
in goa,गोवा मध्ये
going goa,जा गोवा
going cinema,सिनेमा जात आहे
cinema jaoge,सिनेमात जाईल
movie dekhoge,चित्रपट पहा
dance kar raha hu,मी नाचत आहे
I am dancing,मी नाचत आहे
Today I am happy,आज मी आनंदी आहे
very happy,खूप आनंद
vyayaam,व्यायाम
kutts,कोड
rotweiler,rottweiler
german shepherd,जर्मन शेफर्ड
bone,हाड
controversy,विवाद
best movie,सर्वोत्तम चित्रपट
tamil movie gif,तामिळ चित्रपट gif
tamil gif,तामिल जीआयएफ
rangnarok,कलररोक
english movie,इंग्रजी चित्रपट
I am going thor,मी तिथे जात आहे
thor movie chaloge,तू चित्रपटात जाईल का?
main thor hu,मी आजूबाजूला आहे
hathora maar dunga,हातोडी मारुन टाकेल
sir pe hathora maar dunga,मी माझ्या डोक्याला मारहाण करीन
khilji,खिलजी
allaudin khilji,अल्लाउद्दीन खिलजी
5 star ratings,5 तारांकित रेटिंग
I am very dangerous,मी खूप धोकादायक आहे
bhut khatarnak hu main,मी खूप धोकादायक आहे
aa raha hu bhag ke,मी येत आहे
main nach rahi hu,मी नाचत आहे
dancing right now,आत्ता नाचत आहे
awesome saree,छान साडी
wearing jewellery,दागिने परिधान केले
tanishq,ओळखीचा
we are in party,आम्ही पार्टीमध्ये आहोत
going to do party,पार्टी करायला जात आहे
party dance,पार्टी डान्स
my snowman,माझा बर्फाचा माणूस
playing with snow,बर्फासह खेळत आहे
vactions,सुट्ट्या
cluse,क्लॉज
I am santa,मी सांता आहे
jingle bell,रुणझुणती घंटा
celebrating christmas,ख्रिसमस साजरा करत आहे
dancing in christmas,नाताळात नाचणे
going to celebrate,साजरे करायला जात आहे
going to celebrate christmas,ख्रिसमस साजरा करणार आहे
dancing now,आता नाचत आहे
lets do party,पार्टी करू
new year me dance,नवीन वर्ष मी नृत्य
going for party,पार्टीसाठी जात आहे
lets go for party,पार्टीसाठी जाऊया
its 2018,त्याचा 2018
pub party,पब पार्टी
is baar toh fit ho kar rahunga,मी यावेळी तंदुरुस्त आहे
mota aadmi,जाड माणूस
khub kha liya,खूप खाल्ले
bhut khaya aaj,आज खूप खाल्ले
pet ful gaya,बाहेर फ्लॅट
