bobble,ਬੌਬਲ
aa gaya apna sathi,ਇਹ ਤੁਹਾਡਾ ਸਾਥੀ ਆਉਂਦਾ ਹੈ
Lesnar,ਲੈਸਨਾਰ
dean,ਡੀਨ
ambrose,ਐਮਬ੍ਰੋਜ਼
mickie,ਮਿਕੀ
james,ਜੇਮਜ਼
Tirsh,ਡਰ
stratus,ਸਟ੍ਰੈਟਸ
Alexa,ਅਲੈਕਸਾ
khushii,ਖੁਸ਼ੀ
moble,ਫਰਨੀਚਰ
lord shiva idol,ਸੁਆਮੀ ਸ਼ਿਵ ਮੂਰਤੀ
happy, worship,ਖੁਸ਼, ਪੂਜਾ
dud,ਡਡ
ansmanjas,Ansmanjas
playground,ਖੇਡ ਦਾ ਮੈਦਾਨ
khel maidan,ਖੇਡ ਮੈਦਾਨ
yoga clothes,ਯੋਗਾ ਕੱਪੜੇ
lighthouse,ਲਾਈਟ ਹਾouseਸ
running clothes,ਚੱਲ ਰਹੇ ਕਪੜੇ
happy, lagan,ਖੁਸ਼, ਲਗਨ
dridta,ਦ੍ਰਿੜਤਾ
workout clothes,ਕਸਰਤ ਦੇ ਕੱਪੜੇ
teddy bear toy,ਟੈਡੀ ਬੇਅਰ ਖਿਡੌਣਾ
teady bear costume,ਟੇਡੀ ਬੀਅਰ ਪੋਸ਼ਾਕ
bhalu vali paushak,ਭਾਲੂ ਪਹਿਰਾਵਾ
teddy bear paushak,ਟੇਡੀ ਬੀਅਰ ਡਰੈੱਸ
bhalu ka costume,ਭਲੁ ਕਾ ਪੋਸ਼ਾਕ
bhalu vala khilona,ਖਿਡੌਣਾ ਰੱਖੋ
bhalu vala toy,ਲੜਕੇ ਦਾ ਸ਼ੁੱਧ ਖਿਡੌਣਾ
vahan,ਉਥੇ
aura,ਆਭਾ
daera,ਡੇਰਾ
gola,ਨੰਗਾ
bewakuf,ਬੇਵਕੂਫ
ganesha idol,ਗਣੇਸ਼ਾ ਦੀ ਮੂਰਤੀ
bhagwan ganesh ki murti,ਭਗਵਾਨ ਗਣੇਸ਼ਾ ਆਈਡਲ
hawaijahaj,ਹਵਾਈ ਜਹਾਜ਼
nakaratmak,ਨਕਾਰਾਤਮਕ
lines,ਲਾਈਨਾਂ
lakeere,ਲਾਈਨ
lord rama,ਸੁਆਮੀ ਰਾਮ
blessed,ਮੁਬਾਰਕ
bhagwan raam ki murti,ਭਗਵਾਨ ਭਗਵਾਨ ਦੀ ਮੂਰਤੀ
sadhak,ਸਾਧਕ
red carpet,ਲਾਲ ਚਟਾਈ
excied,ਉਤੇਜਿਤ
lakire,ਲਾਈਨ
bamb,ਬੰਬ
surakshit,ਸੁਰੱਖਿਅਤ
graduation cap,ਗ੍ਰੈਜੂਏਸ਼ਨ ਕੈਪ
graduation ki topi,ਕੀ ਇੱਕ ਗ੍ਰੈਜੂਏਸ਼ਨ ਟੋਪੀ
super hero costume,ਸੁਪਰ ਹੀਰੋ ਪਹਿਰਾਵਾ
super hero paushakh,ਸੁਪਰਹੀਰੋ ਪੋਸ਼ਾਕ
trademill,ਟ੍ਰੇਡਮਿਲ
thale,thale
ilzam,ਦੋਸ਼
bands,ਬੈਂਡ
chidhana,ਤੰਗ ਕਰਨਾ
shcoked,ਹੈਰਾਨ
bhagwan ki murat,ਰੱਬ ਦਾ ਚਿੱਤਰ
rink,ਰਿੰਕ
trunk,ਤਣੇ
dhuki,ਆਓ
abhdra sanket,ਅਣਜਾਣ ਸਿਗਨਲ
face masks,ਚਿਹਰੇ ਦੇ ਮਾਸਕ
aatamvishawas,ਆਤਮਵਿਸ਼ਵਾਸ
shuttle,ਸ਼ਟਲ
tat,ਟੈਟ
kapde, nadi,ਕੱਪੜੇ, ਨਦੀ
army dress,ਫੌਜ ਦਾ ਪਹਿਰਾਵਾ
tricolours,ਤਿਰੰਗੇ
bhartiya tiranga,ਭਾਰਤੀ ਤਿਰੰਗਾ
skpde,skpde
parl,ਸਮਝ ਗਿਆ
dhinchak puja,ਪੂਜਾ
pads,ਪੈਡ
instruments,ਯੰਤਰ
band drunms,ਬੈਂਡ ਡਰੱਮ
maroon 5,ਮਾਰੂਨ 5
bub,ਬੱਬ
role,ਭੂਮਿਕਾ
falafel,falafel
veg roll,ਸ਼ਾਕਾਹਾਰੀ ਰੋਲ
lebanese roll,ਲੈਬਨੀਜ਼ ਰੋਲ
soft,ਨਰਮ
badge,ਬੈਜ
hostage,ਬੰਧਕ
amitabh bachchan,ਅਮਿਤਾਭ ਬੱਚਨ
pahaadi,ਪਹਾੜੀ
kaidi,ਕੈਦੀ
loud speaker,ਲਾ loudਡ ਸਪੀਕਰ
suglasses,ਸਹਿਮਤੀ
aatmamvishwas,ਸਵੈ-ਵਿਸ਼ਵਾਸ
jagga jasus,ਜੱਗਾ ਜਾਸੂਸ
jagga jasoos,ਜੱਗਾ ਜਾਸੂਸ
taalika,ਸੂਚੀ
cheer girls,ਕੁੜੀਆਂ
pawda,ਪੰ
chairs,ਕੁਰਸੀਆਂ
seven,ਸੱਤ
khalisee,ਖਾਲੀਸੀ
jung,ਜੰਗ
john,ਜਾਨ
aapne,ਤੁਸੀਂ
kia,ਉਥੇ
trivago,ਟ੍ਰਿਵਾਗੋ
sejal,ਬੀਜਿਆ
degan,ਉਸਨੇ ਕਿਹਾ
jantungku,ਮੇਰਾ ਦਿਲ
deg,ਤੁਹਾਨੂੰ
satu,ਇੱਕ
begadang,ਦੇਰ ਨਾਲ ਰਹਿਣ
stop kau,ਤੁਹਾਨੂੰ ਰੋਕੋ
aku kerja,ਮੈਂ ਕੰਮ ਕਰਦਾ ਹਾਂ
inul bergoyang,inul ਹਿਲਾਇਆ
begadang jangan,ਦੇਰ ਨਾਲ ਨਾ ਰਹੋ
pandangan,ਵੇਖੋ
jatuh bangun,ਉਤਰਾਅ ਚੜਾਅ
kau gadis,ਤੁਸੀਂ ਕੁੜੀ
akulah si,ਮੈਂ ਇਕ ਹਾਂ
cuma kamu,ਬੱਸ ਤੁਸੀਂ
saya putri,ਮੈਂ ਰਾਜਕੁਮਾਰੀ ਹਾਂ
bandookbaz,ਸ਼ਾਟਗਨ
nawaj,ਨਵਾਜ਼
sarahah,ਸਾਰਾਹ
hashmi,ਹਾਸ਼ਮੀ
ram raheem,ਰਾਮ ਰਹੀਮ
ram ramim,ram ramim
we love animal,ਅਸੀਂ ਜਾਨਵਰ ਨੂੰ ਪਿਆਰ ਕਰਦੇ ਹਾਂ
treet,ਰੁੱਖ ਨੂੰ
jackey,ਜੈਕੀ
Furball,ਫਰਬਾਲ
jhabra,ਗੰਧਲਾ
furr,ਫਰੂਰ
handshake,ਹੈਂਡਸ਼ੇਕ
timber,ਲੱਕੜ
tommy,ਟੌਮੀ
I am with my dog,ਮੈਂ ਆਪਣੇ ਕੁੱਤੇ ਦੇ ਨਾਲ ਹਾਂ
i bought a puppy,ਮੈਂ ਇੱਕ ਕਤੂਰੇ ਨੂੰ ਖਰੀਦਿਆ ਹੈ
very cute,ਬਹੁਤ ਪਿਆਰਾ
workout with dog,ਕੁੱਤੇ ਨਾਲ ਕਸਰਤ
workout with my pet,ਮੇਰੇ ਪਾਲਤੂ ਜਾਨਵਰਾਂ ਨਾਲ ਕਸਰਤ
workout in my room,ਮੇਰੇ ਕਮਰੇ ਵਿਚ ਵਰਕਆ .ਟ
judwa 2,ਜੁੜਵਾਂ 2
I have my girlfriend,ਮੇਰੀ ਮੇਰੀ ਸਹੇਲੀ ਹੈ
at beach,ਬੀਚ 'ਤੇ
in goa,ਗੋਆ ਵਿਚ
going goa,ਜਾ ਰਿਹਾ ਗੋਆ
going cinema,ਸਿਨੇਮਾ ਜਾ ਰਿਹਾ
cinema jaoge,ਸਿਨੇਮਾ ਜਾਣਗੇ
movie dekhoge,ਇੱਕ ਫਿਲਮ ਵੇਖੋ
dance kar raha hu,ਮੈਂ ਨੱਚ ਰਿਹਾ ਹਾਂ
I am dancing,ਮੈਂ ਨੱਚ ਰਿਹਾ ਹਾਂ
Today I am happy,ਅੱਜ ਮੈਂ ਖੁਸ਼ ਹਾਂ
very happy,ਬਹੁਤ ਖੁਸ਼
vyayaam,ਕਸਰਤ
kutts,ਕੋਡ
rotweiler,rottweiler
german shepherd,ਜਰਮਨ ਚਰਵਾਹਾ
bone,ਹੱਡੀ
controversy,ਵਿਵਾਦ
best movie,ਵਧੀਆ ਫਿਲਮ
tamil movie gif,ਤਮਿਲ ਫਿਲਮ gif
tamil gif,tamil gif
rangnarok,ਕਲਰਰੌਕ
english movie,ਅੰਗਰੇਜ਼ੀ ਫਿਲਮ
I am going thor,ਮੈਂ ਉਥੇ ਜਾ ਰਿਹਾ ਹਾਂ
thor movie chaloge,ਕੀ ਤੁਸੀਂ ਫਿਲਮ 'ਤੇ ਜਾਓਗੇ
main thor hu,ਮੈਂ ਆਸ ਪਾਸ ਹਾਂ
hathora maar dunga,ਹਥੌੜਾ ਮਾਰ ਦੇਵੇਗਾ
sir pe hathora maar dunga,ਮੈਂ ਆਪਣਾ ਸਿਰ ਕੁੱਟਾਂਗਾ
khilji,ਖਿਲਜੀ
allaudin khilji,ਅਲਾਉਦੀਨ ਖਿਲਜੀ
5 star ratings,5 ਸਿਤਾਰਾ ਰੇਟਿੰਗ
I am very dangerous,ਮੈਂ ਬਹੁਤ ਖਤਰਨਾਕ ਹਾਂ
bhut khatarnak hu main,ਮੈਂ ਬਹੁਤ ਖਤਰਨਾਕ ਹਾਂ
aa raha hu bhag ke,ਮੈਂ ਆ ਰਿਹਾ ਹਾਂ
main nach rahi hu,ਮੈਂ ਨੱਚ ਰਿਹਾ ਹਾਂ
dancing right now,ਇਸ ਸਮੇਂ ਨੱਚਣਾ
awesome saree,ਸ਼ਾਨਦਾਰ ਸਾੜੀ
wearing jewellery,ਗਹਿਣੇ ਪਹਿਨਣੇ
tanishq,ਜਾਣ-ਪਛਾਣ
we are in party,ਅਸੀਂ ਪਾਰਟੀ ਵਿਚ ਹਾਂ
going to do party,ਪਾਰਟੀ ਕਰਨ ਜਾ ਰਹੇ ਹਾਂ
party dance,ਪਾਰਟੀ ਡਾਂਸ
my snowman,ਮੇਰਾ ਬਰਫ ਵਾਲਾ ਆਦਮੀ
playing with snow,ਬਰਫ ਨਾਲ ਖੇਡਣਾ
vactions,ਛੁੱਟੀਆਂ
cluse,ਕਲਾਜ਼
I am santa,ਮੈਂ ਸਾਂਤਾ ਹਾਂ
jingle bell,ਜਿੰਗਲ ਘੰਟੀ
celebrating christmas,ਕ੍ਰਿਸਮਿਸ ਮਨਾਉਂਦੇ ਹੋਏ
dancing in christmas,ਕ੍ਰਿਸਮਸ ਵਿੱਚ ਨੱਚਣਾ
going to celebrate,ਮਨਾਉਣ ਜਾ ਰਹੇ ਹਾਂ
going to celebrate christmas,ਕ੍ਰਿਸਮਸ ਮਨਾਉਣ ਜਾ ਰਹੇ
dancing now,ਹੁਣ ਨੱਚਣਾ
lets do party,ਆਓ ਪਾਰਟੀ ਕਰੀਏ
new year me dance,ਨਵਾਂ ਸਾਲ ਮੈਂ ਡਾਂਸ ਕਰਾਂਗਾ
going for party,ਪਾਰਟੀ ਲਈ ਜਾ ਰਿਹਾ
lets go for party,ਪਾਰਟੀ ਲਈ ਜਾਣ ਦਿਓ
its 2018,ਇਸ ਦਾ 2018
pub party,ਪੱਬ ਪਾਰਟੀ
is baar toh fit ho kar rahunga,ਮੈਂ ਇਸ ਵਾਰ ਤੰਦਰੁਸਤ ਹੋਵਾਂਗਾ
mota aadmi,ਮੋਟਾ ਆਦਮੀ
khub kha liya,ਬਹੁਤ ਸਾਰਾ ਖਾਧਾ
bhut khaya aaj,ਅੱਜ ਬਹੁਤ ਸਾਰਾ ਖਾਧਾ
pet ful gaya,ਬਾਹਰ ਫਲੈਟ
bhut mota ho gaya hu,ਭੂਤ ਵੱਡੇ ਹਨ
is baar toh khoob padhai karungi,ਮੈਂ ਇਸ ਵਾਰ ਬਹੁਤ ਸਾਰਾ ਅਧਿਐਨ ਕਰਾਂਗਾ
bhut saari books,ਭੂਤਾਂ ਚੰਗੀਆਂ ਕਿਤਾਬਾਂ
lot of books,ਬਹੁਤ ਸਾਰੀਆਂ ਕਿਤਾਬਾਂ
purani kitabe,ਪੁਰਾਣੀਆਂ ਕਿਤਾਬਾਂ
nayi kitabe,ਨਵੀਆਂ ਕਿਤਾਬਾਂ
khub padhai karna hai,ਬਹੁਤ ਸਾਰਾ ਅਧਿਐਨ ਕਰਨਾ ਪਏਗਾ
apna passion follow karungi,ਮੇਰੇ ਜਨੂੰਨ ਦੀ ਪਾਲਣਾ ਕਰੇਗਾ
learning guitar,ਗਿਟਾਰ ਸਿੱਖਣਾ
in guitar class,ਗਿਟਾਰ ਕਲਾਸ ਵਿਚ
its my style,ਇਹ ਮੇਰੀ ਸ਼ੈਲੀ ਹੈ
apna passion follow karunga,ਮੇਰੇ ਜਨੂੰਨ ਦਾ ਪਾਲਣ ਕਰੋ
going ladakh,ਲੱਦਾਖ ਜਾ ਰਿਹਾ ਹੈ
ladakh tour karke rahunga,ਲੱਦਾਖ ਟੂਰ
on the bike,ਸਾਈਕਲ 'ਤੇ
aaj se beer band,ਬੀਅਰ ਅੱਜ ਬੰਦ
beer piyega,ਬੀਅਰ ਪੀਣਗੇ
gym zaroor jaungi,ਮੈਂ ਜ਼ਰੂਰ ਜਾਵਾਂਗਾ
I am in gym,ਮੈਂ ਜਿੰਮ ਵਿੱਚ ਹਾਂ
doing gym,ਜਿਮ ਕਰਨਾ
ab toh gf bana le,ਹੁਣ ਇੱਕ ਗਿਗ ਬਣਾਓ
proposing a girl,ਇੱਕ ਲੜਕੀ ਨੂੰ ਪ੍ਰਸਤਾਵਿਤ
flower bucket,ਫੁੱਲ ਬਾਲਟੀ
is saal shaadi,ਇਸ ਸਾਲ ਵਿਆਹਿਆ
he proposed me,ਉਸਨੇ ਮੈਨੂੰ ਪ੍ਰਸਤਾਵਿਤ ਕੀਤਾ
love you bol diya,ਤੁਹਾਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹਾਂ
start up,ਸ਼ੁਰੂ ਕਰਣਾ
chal start up karte hai,ਆਓ ਸ਼ੁਰੂ ਕਰੀਏ
le beer p le,ਬੀਅਰ ਪੀ ਲੇ
khus ho ja bhai,ਹੈਪੀ ਵੀਰ
is saal travel blog shuru,ਯਾਤਰਾ ਬਲਾੱਗ ਇਸ ਸਾਲ ਸ਼ੁਰੂ ਹੋਇਆ
travel blog,ਯਾਤਰਾ ਬਲਾੱਗ
bag pack kar liya,ਬੈਗ ਪੈਕ ਕੀਤਾ
bag packed,ਬੈਗ ਪੈਕ
bag is packed,ਬੈਗ ਪੈਕ ਹੈ
going out of station,ਸਟੇਸ਼ਨ ਤੋਂ ਬਾਹਰ ਜਾ ਰਿਹਾ ਹੈ
leaving home,ਘਰ ਨੂੰ ਛੱਡ ਕੇ
ab toh shaadi karle,ਹੁਣ ਤੁਸੀਂ ਵਿਆਹ ਕਰੋ
nice saari,ਚੰਗਾ ਟਾਪੂ
aisi saari dila do,ਅਜਿਹੀ ਸਾੜ੍ਹੀ ਪਾਓ
shopping kara do,ਖਰੀਦਦਾਰੀ ਕਾਰਾ ਕਰਦੇ ਹਨ
buying saari,ਸਾੜੀ ਖਰੀਦਣ
guru gobind,ਗੋਬਿੰਦ ਅਧਿਆਪਕ
sava lakh se,ਡੇ and ਲੱਖ ਤੋਂ
ek ladau,ਏਕੇ ਲਾਡੋ
chiriyan te main,ਪੰਛੀ ਮੈਨੂੰ ਟੀ
baaz turau,ਬਾਜ਼ ਤੁਰਾਉ
tabe gobing singh naam kahau,ਤੌਬੇ ਗੋਬਿੰਗ ਸਿੰਘ ਨਾਮ ਕਾਹੌ
lohri pe mungfali,ਲੋਹਰੀ ਮੂੰਗਫਲੀ
mungfali khaunga,ਮੂੰਗਫਲੀ ਖਾਣਗੇ
gazzak,ਗਜ਼ਾਕ
dancing near fire,ਅੱਗ ਨੇੜੇ ਨੱਚਣਾ
dancing on fire,ਅੱਗ ਤੇ ਨੱਚਣਾ
patang udaye,ਪਤੰਗ ਉਡਾਓ
patang udane chale,ਆਓ ਪਤੰਗ ਉਡਾਉਂਦੇ ਹਾਂ
patang uda lu yaar,ਪਤੰਗ ਸਟਾਈਲ ਲੂ ਕੌਣ ਹੈ
patang udana hai,ਪਤੰਗ ਉਡਾਉਣਾ
patang uda rahe hai,ਉੱਡਦੀਆਂ ਪਤੰਗਾਂ
patang uda lu,ਤੁਹਾਡੇ ਬਾਰੇ ਕੀ?
happy makarsankranti,ਧੰਨ ਮਕਰ
chat pe patang uda raha hu,ਛੱਤ ਉੱਤੇ ਪਤੰਗ ਉਡਾ ਰਹੀ ਹੈ
flying kite,ਉਡਾਣ ਦੀ ਪਤੰਗ
karenge border ki suraksha,ਸਰਹੱਦ ਦੀ ਰੱਖਿਆ ਕਰੇਗਾ
suraksha,ਸੁਰੱਖਿਆ
haapy republic day,ਗਣਤੰਤਰ ਦਿਵਸ ਮੁਬਾਰਕ
hum badlenge desh,ਅਸੀਂ ਦੇਸ਼ ਨੂੰ ਬਦਲ ਦੇਵਾਂਗੇ
hara bhara,ਹਰਾ
neta ji subhas chandra bose,ਨੇਟ ਜੀ ਸੁਭਾਸ਼ ਚੰਦਰ ਬੋਸ
chandrasekhar aajaad,ਚੰਦਰਸ਼ੇਖਰ ਆਜ਼ਾਦ
amar rahe,ਮੇਰੇ ਰਾਹ ਵਿਚ
subhas chandra bose,ਸੁਭਾਸ ਚੰਦਰ ਬੋਸ
raj guru,ਰਾਜ ਗੁਰੂ
chandrasekhar ajaad,ਚੰਦਰਸ਼ੇਖਰ ਅਜਾਦ
desh ke rakshakon ko salaam,ਦੇਸ਼ ਦੇ ਰੱਖਿਆ ਕਰਨ ਵਾਲਿਆਂ ਨੂੰ ਸਲਾਮ
salaam india,ਸਲਾਮ ਇੰਡੀਆ
26th jauarry,26 ਜਨਵਰੀ
karenge nari ka samman,Respectਰਤ ਦਾ ਸਤਿਕਾਰ ਕਰੇਗਾ
respect women,respectਰਤਾਂ ਦਾ ਸਤਿਕਾਰ ਕਰੋ
swachh bharat,ਸਵੱਛ ਭਾਰਤ
badenge unchaiyon ki or,ਉਚਾਈਆਂ ਵੱਲ ਵਧੇਗਾ
unchaiyaaan,Uncaiyana
selfie at india gate,ਇੰਡੀਆ ਗੇਟ 'ਤੇ ਸੈਲਫੀ
india gate night,ਇੰਡੀਆ ਗੇਟ ਰਾਤ
india gate wali selfie,ਇੰਡੀਆ ਗੇਟ ਵਾਲੀ ਵਾਲੀ ਸੈਲਫੀ
happy vasant panchami,ਧੰਨ ਹੈ ਬਸੰਤ ਪੰਚਮੀ
Jhanda uncha rahe hamara,ਸਾਡਾ ਝੰਡਾ ਉੱਚਾ ਹੈ
india gate ki or,ਇੰਡੀਆ ਗੇਟ ਕੀ ਜਾਂ
I am padman,ਮੈਂ ਪੈਡਮੈਨ ਹਾਂ
happy valentines day,ਪ੍ਰੇਮ ਦਿਹਾੜਾ ਮੁਬਾਰਕ
bouquet for you,ਤੁਹਾਡੇ ਲਈ ਗੁਲਦਸਤਾ
baloon for you,ਤੁਹਾਡੇ ਲਈ ਗੁਬਾਰਾ
chocolate for my sweetie,ਮੇਰੀ ਸਵੀਟੀ ਲਈ ਚਾਕਲੇਟ
dil mera diwana,ਮੇਰਾ ਦਿਲ ਪਾਗਲ ਹੈ
will you be my valentine,ਕੀ ਤੁਸੀਂ ਮੇਰੀ ਵੈਲੇਨਟਾਈਨ ਹੋਵੋਗੇ
I will make you happy,ਮੈਂ ਤੁਹਾਨੂੰ ਖੁਸ਼ ਕਰਾਂਗਾ
this is for you,ਇਹ ਤੁਹਾਡੇ ਲਈ
heart for you,ਤੁਹਾਡੇ ਲਈ ਦਿਲ
my heart for you,ਮੇਰਾ ਦਿਲ ਤੁਹਾਡੇ ਲਈ
happy promise day,ਦਿਵਸ ਮੁਬਾਰਕ
Rose for you,ਤੁਹਾਡੇ ਲਈ ਗੁਲਾਬ
Om namah shivay,Om ਓਮ ਨਮ Shiv ਸ਼ਿਵਾਯ
happy sivratri,ਧੰਨ ਸ਼ਿਵਰਾਤਰੀ
Get well soon,ਜਲਦੀ ਠੀਕ ਹੋਵੋ
Happy Anniversary,ਵਿਆਹ ਦੀ ਬਰਸੀ ਮੁਬਾਰਕ ਹੋਵੇ
Uchee hai building,ਉਚੀਹਾ ਹੈ ਬਿਲਡਿੰਗ
mehbooba,ਮਹਿਬੂਬਾ
devsena,ਦੇਵਸੇਨਾ
aarambh hoga andha yudh,ਹਨੇਰਾ ਯੁੱਧ ਸ਼ੁਰੂ ਹੋ ਜਾਵੇਗਾ
padmaavat,ਪਦਮਾਵਤ
I will always love you,ਮੈਂ ਤੈਨੂੰ ਹਮੇਸ਼ਾ ਪਿਆਰ ਕਰਾਂਗਾ
Hopeless romantic,ਨਿਰਾਸ਼ਾਜਨਕ ਰੋਮਾਂਟਿਕ
Love you foreever,ਤੁਹਾਨੂੰ ਸਦਾ ਲਈ ਪਿਆਰ
holi dance,ਹੋਲੀ ਡਾਂਸ
celebrating holi,ਹੋਲੀ ਦਾ ਤਿਉਹਾਰ ਮਨਾਉਂਦੇ ਹੋਏ
lets play holi,ਚਲੋ ਹੋਲੀ ਖੇਡੋ
holi ka gana bajao,ਹੋਲੀ ਦਾ ਗਾਣਾ ਚਲਾਓ
holi ke gane pe dance,ਹੋਲੀ ਦੇ ਗਾਣਿਆਂ 'ਤੇ ਡਾਂਸ ਕਰੋ
dancing on holi song,ਹੋਲੀ ਦੇ ਗਾਣੇ 'ਤੇ ਨੱਚਣਾ
celebrating holi song,ਹੋਲੀ ਦਾ ਗੀਤ ਮਨਾਉਂਦੇ ਹੋਏ
bhaang aur gujia,ਭੰਗ ਅਤੇ ਗੁਜਿਆ
bhaang khaoge,ਟੁੱਟ ਜਾਵੇਗਾ
gujia khaoge,ਗੁਜੀਆ ਖਾਣਗੇ
colorfull holi,ਰੰਗੀਨ ਹੋਲੀ
holi mubarak,ਹਵਾਲਾ ਮੁਬਾਰਕ
dancing in holi,ਹੋਲੀ ਵਿਚ ਨੱਚਣਾ
music in holi,ਹੋਲੀ ਵਿਚ ਸੰਗੀਤ
gujiya khaoge,ਤੁਸੀਂ ਗਜੀਆ ਖਾਓਗੇ
lets celebrate holi,ਚਲੋ ਹੋਲੀ ਮਨਾਉ
Happy Womens day,ਮੁਬਾਰਕ ਮਹਿਲਾ ਦਿਵਸ
womens day,ਮਹਿਲਾ ਦਿਨ
nari divas,ਨਾਰੀ ਦਿਵਸ
nari diwas,ਨਾਰੀ ਦਿਵਸ
we can do it,ਅਸੀ ਇਹ ਕਰ ਸਕਦੇ ਹਾਂ
Nav Varsh Ki subhkamna,ਨਵਾਂ ਸਾਲ ਮੁਬਾਰਕ
Nav Varsha,ਨਵ ਵਰਸ਼ਾ
Nav Varsha ki subhkamna,ਨਵਾਂ ਸਾਲ ਮੁਬਾਰਕ
Shervani,ਸ਼ੇਰਵਾਨੀ
Shervani done,ਸ਼ੇਰਵਾਨੀ ਨੇ ਕੀਤੀ
kaisi hai ye shervani,ਇਹ ਕਿਵੇਂ ਹੈ ਸ਼ੇਰਵਾਨੀ
lehenga done,ਲੇਹੰਗਾ ਹੋ ਗਿਆ
got engaged,ਕੁੜਮਾਈ ਕਰਵਾ ਲਈ
ghodi,ਘੋੜੀ
baraat,ਬਰਾਤ
baraati,ਜਲੂਸ
dulhaniya le jaenge,ਲਾੜੀ ਨੂੰ ਲੈ ਜਾਵੇਗਾ
mere yaar ki shaadi,ਮੇਰੇ ਦੋਸਤ ਦਾ ਵਿਆਹ
jai mata d,ਜੈ ਮਾਤਾ
subh vivah,ਖੁਸ਼ਹਾਲ ਵਿਆਹ
mehandi,ਮਹਿੰਦੀ
mehandi ceremony,ਮਹਿੰਦੀ ਦੀ ਰਸਮ
photoshoot,ਫੋਟੋ ਸ਼ੂਟ
poses,ਪੋਜ਼
enagement,ਕੁੜਮਾਈ
tattooed,ਟੈਟੂ
mahavir jayanti,ਮਹਾਵੀਰ ਜੈਯੰਤੀ
paytm,ਪੈਥਮ
good friday,ਚੰਗਾ ਸ਼ੁੱਕਰਵਾਰ
goodfriday,ਚੰਗਾ ਸ਼ੁੱਕਰਵਾਰ
Dhoni Helicopter shot,ਧੋਨੀ ਹੈਲੀਕਾਪਟਰ ਨੇ ਸ਼ਾਟ ਮਾਰਿਆ
gauti,ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ
gautam gambhir,ਗੌਤਮ ਗੰਭੀਰ
nice shot,ਵਧੀਆ ਸ਼ਾਟ
williamson,ਵਿਲੀਅਮਸਨ
sunrises hyderabad,ਸਨਰਾਇਸ ਹੈਦਰਾਬਾਦ
dinesh,ਦਿਨੇਸ਼
kartik,ਕਾਰਤਿਕ
super shot,ਸੁਪਰ ਸ਼ਾਟ
Jinxed,ਜਿਨਕਸੈੱਡ
whats the score,ਸਕੋਰ ਕੀ ਹੈ
match was fixed,ਮੈਚ ਨਿਸ਼ਚਤ ਕੀਤਾ ਗਿਆ ਸੀ
got the tickets,ਟਿਕਟ ਮਿਲੀ
team will wins,ਟੀਮ ਜਿੱਤੇਗੀ
trophy is ours,ਟਰਾਫੀ ਸਾਡੀ ਹੈ
best match ever,ਕਦੇ ਵੀ ਵਧੀਆ ਮੈਚ
all set for the match,ਮੈਚ ਲਈ ਸਾਰੇ ਤਿਆਰ
well played boys,ਵਧੀਆ ਖੇਡਿਆ ਮੁੰਡੇ
fingers crossed,ਓਂਗਲਾਂ ਕਾਂਟੇ
jabardast batting,ਸ਼ਾਨਦਾਰ ਬੱਲੇਬਾਜ਼ੀ
vaisakhi,ਵੈਸਾਖੀ
happy vaisakhi,ਖੁਸ਼ ਵੈਸਾਖੀ
celebrating vaisakhi,ਵਿਸਾਖੀ ਮਨਾਉਂਦੇ ਹੋਏ
bacardi,ਬਕਾਰਡੀ
sir dard,ਸਰ ਡਾਰਡ
ramadan mubarak,ਰਮਜ਼ਾਨ ਮੁਬਾਰਕ
I am Dhoni,ਮੈਂ ਧੋਨੀ ਹਾਂ
talk to my hand,ਮੇਰੇ ਹੱਥ ਨਾਲ ਗੱਲ ਕਰੋ
tu toh gaya,ਤੁ ਤੋਹ ਗਿਆ
pyar kiya to darna kya,ਕੀ ਡਰਨਾ ਜੇ ਮੈਨੂੰ ਪਿਆਰ ਹੈ
tere baap ne jail bhej diya,ਤੁਹਾਡੇ ਪਿਤਾ ਨੇ ਤੁਹਾਨੂੰ ਜੇਲ੍ਹ ਭੇਜਿਆ ਸੀ
mithun da style,ਮਿਥੁਨ ਦਾ ਸ਼ੈਲੀ
disco dance,ਡਿਸਕੋ ਡਾਂਸ
mere haath bandhe hue hai,ਮੇਰੇ ਹੱਥ ਬੰਨ੍ਹੇ ਹੋਏ ਹਨ
hold my hand,ਮੇਰਾ ਹੱਥ ਫੜੋ
mere babu ke liye,ਮੇਰੇ ਬਾਬੂਆਂ ਲਈ
ek padegi,ਡਿੱਗ ਜਾਵੇਗਾ
kyu peeche pada hai,ਕਿ Q ਪੈਡ ਦੇ ਪਿੱਛੇ ਹੈ
JNMD,ਜੇਐਨਐਮਡੀ
jindagi na milegi dubara,ਦੁਬਾਰਾ ਜ਼ਿੰਦਗੀ ਨਹੀਂ ਮਿਲੇਗੀ
hum dil de chuke sanam,ਹਮ ਦਿਲ ਦਿ ਚੁਕ ਸਨਮ
selfie bhejo,ਸੈਲਫੀ ਭੇਜੋ
chennai super king,ਚੇਨੈ ਸੁਪਰ ਰਾਜਾ
Tumhare dil me hu,ਤੁਹਾਡੇ ਦਿਲ ਵਿਚ
very funny,ਬਹੁਤ ਮਜ਼ਾਕੀਆ
loughing,oughਿੱਲਾ
