colva,കോൾവ
redevil,ശകാരിക്കുക
evilgirl,ദുഷ്ട പെൺകുട്ടി
evilwomen,ദുഷ്ടസ്ത്രീ
redlady,രെദ്ലദ്യ്
evillady,തിന്മ
clemency,ക്ലെമൻസി
forgiveness,ക്ഷമ
clamor,ആരവം
deliberate,ബോധപൂർവം
genuine,യഥാർത്ഥ
grin,ചിരി
smirk,പുഞ്ചിരി
Babyevil,ബേബി ചീത്ത
evilboy,ദുഷ്ടബോയ്
evilsmile,തിന്മ
evillaugh,പൈശാചിക ചിരി
entertain,വിനോദിക്കുക
gratify,തൃപ്തിപ്പെടുത്തുക
amuse,വിനോദം
Girlevil,ഗിർലെവിൽ
gujarati traditional,ഗുജറാത്തി പരമ്പരാഗതം
desigirl,desigirl
gujaratigirl,ഗുജറാത്തിജിറൽ
indiandesi,indiandesi
desigirls,desigirls
desiboy,desiboy
gujaratiboy,ഗുജറാത്ത്ബോയ്
.,.
pagdi,pagdi
gujarati choli,ഗുജറാത്തി ചോളി
Mind it!,മനസിലാക്കുക!
Jhund mein,ആട്ടിൻകൂട്ടത്തിൽ
toh soovar,toh soovar
aate hai \,വരൂ
sher akela,ഏകാന്തമായ സിംഹം
hi aata hai,മാത്രം വരുന്നു
you better,നിങ്ങൾ നന്നായിരിക്കും
understand!,മനസ്സിലാക്കുക!
Aaj Sunday hai,ഇന്ന് ഞായറാഴ്ചയാണ്
toh daru peene,തോ മദ്യപിച്ചു
ka din hai,ദിവസമാണ്
figter,അത്തിപ്പഴം
assailant,ആക്രമണകാരി
combatant,പോരാളി
jack,ജാക്ക്
mercenary,കൂലിപ്പണിക്കാരൻ
militant,തീവ്രവാദി
support for women,സ്ത്രീകൾക്കുള്ള പിന്തുണ
great woman,വലിയ സ്ത്രീ
election parties,തിരഞ്ഞെടുപ്പ് പാർട്ടികൾ
leaders,നേതാക്കൾ
great leader,മികച്ച നേതാവ്
managing director,മാനേജിംഗ് ഡയറക്ടർ
victor,വിജയി
victory,വിജയം
Shirtless drunk,നിസ്സഹായനായ മദ്യപൻ
lost in love,സ്നേഹത്തിൽ നഷ്ടപ്പെട്ടു
crazy boy,വികൃതി കുട്ടി
Blended,മിശ്രിതം
Scotch,സ്കോച്ച്
Whiskies,വിസ്കി
forthcoming,വരാനിരിക്കുന്ന
love affair,പ്രണയം
love emotions,വികാരങ്ങളെ സ്നേഹിക്കുക
Romantic music,റൊമാന്റിക് സംഗീതം
loved one,പ്രിയപ്പെട്ട ഒരാൾ
amplifier,ആംപ്ലിഫയർ
smartphone,സ്മാർട്ട്ഫോൺ
communication,ആശയവിനിമയം
again and  again,വീണ്ടും വീണ്ടും
emotions,വികാരങ്ങൾ
rose day,റോസ് ദിവസം
valetine day,പ്രണയ ദിനം
cute boy,ക്യൂട്ട് ബോയ്
beterhalf,മികച്ച പകുതി
of Your Heart,നിങ്ങളുടെ ഹൃദയത്തിന്റെ
crushes my heart.,എന്റെ ഹൃദയത്തെ തകർക്കുന്നു.
angry women,കോപാകുലരായ സ്ത്രീകൾ
ill-tempered,മോശം സ്വഭാവം
hateful,വെറുപ്പുളവാക്കുന്ന
bad tempered,മോശം സ്വഭാവം
full of hate,വിദ്വേഷം നിറഞ്ഞത്
blown a gasket,ഒരു ഗാസ്കറ്റ് own തപ്പെട്ടു
Strong women,ശക്തരായ സ്ത്രീകൾ
rule the world,ലോകം ഭരിക്കുക
cherishingstar,cherishingstar
zumba,സുംബ
aerobics,എയ്റോബിക്സ്
show love,സ്നേഹം കാണിക്കുക
love bird,സ്നേഹ പക്ഷിയെ
sexy lady,സെക്സി ലേഡി
Rock stars,റോക്ക് സ്റ്റാർസ്
appo,appo
aa beta selfie le le,aa beta selfie le le
salman khan,സൽമാൻ ഖാൻ
bajrangi bhaijaan,ബജ്രംഗി ഭൈജാൻ
photography,ഫോട്ടോഗ്രഫി
oneself,സ്വയം
webcam,വെബ്ക്യാം
shared,പങ്കിട്ടു
on facebook,ഫേസ്ബുക്കിൽ
YouCam Perfect,യൂകാം പെർഫെക്റ്റ്
Takes 2 selfies,2 സെൽഫികൾ എടുക്കുന്നു
Deletes 22 selfies!,22 സെൽഫികൾ ഇല്ലാതാക്കുന്നു!
A selfie,ഒരു സെൽഫി
a day,ഒരു ദിവസം
keeps the,സൂക്ഷിക്കുന്നു
friends away.,സുഹൃത്തുക്കൾ അകലെ.
Take my selfie,എന്റെ സെൽഫി എടുക്കുക
sun to shine.,സൂര്യൻ പ്രകാശിക്കും.
first letter,ആദ്യ കത്ത്
alphabetical,അക്ഷരമാലാക്രമത്തിൽ
right one to come along.,ഒരെണ്ണം വരാൻ ശരിയാണ്.
You might fall,നിങ്ങൾ വീണുപോയേക്കാം
in love with me.,എന്നോട് പ്രണയത്തിലാണ്.
gymanisium,ജിംനേഷ്യം
excerise,വ്യായാമം
body buidler,ബോഡി ബിൽഡർ
lets workout,വ്യായാമത്തിന് അനുവദിക്കുന്നു
lets reduce our calories,ഞങ്ങളുടെ കലോറി കുറയ്ക്കാൻ അനുവദിക്കുന്നു
muscules,ഭാരം
main tumse,പ്രധാന ട്യൂംസ്
pyaar kartahoon,നിന്നെ സ്നേഹിക്കുന്നു
mohabatt,മോഹിപ്പിച്ചു
ikarar,കരാർ
kya tum,നിങ്ങൾ ആഗ്രഹിക്കുന്നുണ്ടോ
ready ho,തയ്യാറായ ഹോ
lets try,നമുക്ക് ശ്രമിക്കാം
body builder,ബോഡി ബിൽഡർ
handsome hunk,സുന്ദരമായ ഹങ്ക്
chalo mere,എന്റെ വരൂ
baremien baat kartein,സംസാരിക്കുക
selfieewala love,selfieewala സ്നേഹം
dole shole,ഡോൾ ഷോൾ
6 packs,6 പായ്ക്കുകൾ
abb,അത്തി
solla ka dolla,അലഞ്ഞുതിരിയുക
gudlooking,ഗുഡ്‌ലൂക്കിംഗ്
hero types,ഹീറോ തരങ്ങൾ
hows you baby,എങ്ങനെയുണ്ട് കുഞ്ഞേ
how are you baby,കുട്ടി നിനക്ക് സുഖമാണോ
sab thik thak,ശരി
all is welll,എല്ലാം നന്നായി പോകുന്നു
all fine,എല്ലാം നന്നായി
hot girl,ചൂടുള്ള പെൺകുട്ടി
sexiest,ഏറ്റവും സെക്സി
charming,ആകർഷകമായ
dinner date,അത്താഴ തീയതി
kahne pe chale,പറയാൻ പോകുക
lets hang out,ഹാംഗ് .ട്ട് ചെയ്യാൻ അനുവദിക്കുന്നു
onlyyouandme,നീയും ഞാനും മാത്രം
romanic time,റൊമാനിക് സമയം
beautiful memories,മനോഹരമായ ഓർമ്മകൾ
awesome fun,ആകർഷണീയമായ തമാശ
royal enfiled,രാജകീയ എൻ‌ഫീൽഡ്
oh brother,ഓ സഹോദരാ
cool dude,അടിപൊളി
lets go out for ride,സവാരിക്ക് പുറത്തിറങ്ങാൻ അനുവദിക്കുന്നു
night time,രാത്രി സമയം
awesome wheather,ആകർഷണീയമായ കാലാവസ്ഥ
janemannn,പൊതുജനാഭിപ്രായം
sweetiee,ചക്കരേ
cutiepiee,cutiepiee
eve,തലേന്ന്
dekho chand aya,ചന്ദ്രൻ വന്നത് കാണുക
chand nazar aya,ചന്ദ്രനെ കണ്ടു
eid ka chand,ഈദ് കാ കാനഡ
half moon,അർദ്ധചന്ദ്രൻ
ardha chandra,അർദ്ധചന്ദ്രൻ
shanti se raho,സമാധാനമായിരിക്കുക
and happy iftar,സന്തോഷകരമായ ഇഫ്താർ
delicious food,സ്വാദിഷ്ടമായ ഭക്ഷണം
festive season\,ഉത്സവ സീസൺ \
special items,പ്രത്യേക ഇനങ്ങൾ
meljol,യോഗം
wishing each other,പരസ്പരം ആഗ്രഹിക്കുന്നു
spreading happiness,സന്തോഷം പ്രചരിപ്പിക്കുന്നു
wishing good luck,ആശംസകൾ നേരുന്നു
spreading love,സ്നേഹം പ്രചരിപ്പിക്കുന്നു
and happiness,സന്തോഷവും
hugging each other,പരസ്പരം കെട്ടിപ്പിടിക്കുന്നു
celebrating joy,സന്തോഷം ആഘോഷിക്കുന്നു
with god's,ദൈവവുമായി
blessing's,അനുഗ്രഹം
prayers,പ്രാർത്ഥനകൾ
masjidh,പള്ളി
ammaa yushrikoon,അമ്മ യുഷെരിക്കുൻ
Glory be to God,ദൈവത്തിനു മഹത്വം
celebrating happinees,സന്തോഷം ആഘോഷിക്കുന്നു
relaxation,അയച്ചുവിടല്
joyness,സന്തോഷം
inviting relations,ബന്ധങ്ങളെ ക്ഷണിക്കുന്നു
and friends at home,വീട്ടിലെ സുഹൃത്തുക്കളും
chemical,രാസവസ്തു
combination,കോമ്പിനേഷൻ
gonna die,മരിക്കും
bhootiypa,മുൻഗാമിയായ
ka pyasa,ദാഹിക്കുന്നു
of you blood,നിങ്ങളിൽ രക്തം
i want,എനിക്ക് വേണം
your blood,നിങ്ങളുടെ രക്തം
dian,പോയിന്റ്
vamp,വാമ്പ്
your screwis,നിങ്ങളുടെ സ്ക്രൂയിസ്
little loose,അല്പം അയഞ്ഞ
dimaag ka,നിങ്ങളുടെ പങ്കാളി
screw dhilla,സ്ക്രൂ വസ്ത്രം ഇല്ല
dumbness,ഓർമ
churaliya,churaliya
tumne jo,നിങ്ങൾ ആരാണ്
dil ko,ഹൃദയത്തിലേക്ക്
nazar nai,നസർ നായി
churana,മോഷ്ടിക്കുക
sanam,സനം
pyaar vyaar,സ്നേഹം സ്നേഹിക്കുക
see kids,കുട്ടികളെ കാണുക
your mom,നിങ്ങളുടെ അമ്മ
has arrived,എത്തി
motherindia,motherindia
bachoon,രക്ഷപ്പെടൽ
you can,നിങ്ങൾക്ക് കഴിയും
eat mine,എന്റേത് തിന്നുക
kadu,കാടു
wildest,വന്യമായത്
jungleejanwar,jungleejanwar
wildestanimal,wildestanimal
broom stick,ചൂല് വടി
bhejafry pasand hai,സ send ജന്യമായി അയയ്ക്കാൻ ഇഷ്ടപ്പെടുന്നു
myfavorite,എനിക്ക് പ്രിയപ്പെട്ടവ
meri pasand,എന്റെ ചോയ്സ്
eat your,തിന്നുക
khajaunga,മണം പിടിക്കും
chaatna,നക്കാൻ
jaunga,പോകും
what is,എന്താണ്
bheind,ഒരു സ്ത്രീ
the choli,ചോളി
odhani,മഫ്ലർ
chunari,ചുനാരി
chunari ke,ചുനാരിയുടെ
neeche,ചുവടെ
choli main dil,ചോളി ഐ ഹാർട്ട്
hain mera,എന്റേതാണ്
chunari mein,ചുനാരിയിൽ
dil hain mera,എന്റെ ഹൃദയം
this world,ഈ ലോകം
is also,കൂടിയാണ്
it is,അത്
our world,നമ്മുടെ ലോകം
outdoor game,do ട്ട്‌ഡോർ ഗെയിം
one of,അതിലൊന്ന്
the best game,മികച്ച ഗെയിം
its my ball,അതിന്റെ പന്ത്
my court,എന്റെ കോടതി
and my goal,എന്റെ ലക്ഷ്യം
its only,ഇതു മാത്രം
and only,മാത്രം
my turn,എൻറെ അവസരം
how much,എത്ര
exams will,പരീക്ഷകൾ ചെയ്യും
you take,നിങ്ങൾ എടുക്കുക
my lord,യജമാനൻ
to go that side,ആ വശത്തേക്ക് പോകാൻ
you will,നിങ്ങൾ ഇത് ചെയ്യും
have to,ചെയ്തിരിക്കണം
cross ',കുരിശ് '
my dead,എന്റെ മരിച്ചവർ
us paar,ഞങ്ങൾ ദമ്പതികൾ
that side,ആ വർഷം
dead body,മൃതദേഹം
crossing,കടക്കുന്നു
this side,ഈ വർഷം
nai toh,ചില പോയിന്റ്
yeh nai,അതെ
toh woh,അങ്ങനെ
make everyone,എല്ലാവരേയും ഉണ്ടാക്കുക
on my,എന്റെ
dance karna,നൃത്തം ചെയ്യാൻ
red  card,ചുവന്ന കാർഡ്
this is,ഇതാണ്
my goal,എന്റെ ലക്ഷ്യം
red card,ചുവന്ന കാർഡ്
warnning,മുന്നറിയിപ്പ്
suspend,താൽക്കാലികമായി നിർത്തുക
footbaal,ഫുട്ബോൾ
finale,സമാപനം
education,വിദ്യാഭ്യാസം
hard study,കഠിന പഠനം
sucess,sucess
jarurat,ആവശ്യം
study hard,കഠിനമായി പഠിക്കുക
english,ഇംഗ്ലീഷ്
